date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2019-02-02,沙田,1,384,馬會道讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",690000,(13.37) (34.56) (57.90),13.37 21.19 23.34,1,5,大收成 (T073),巫顯東,何良,122,1093,1,-,5 4 1,0:57.90,9.2
2019-02-02,沙田,1,384,馬會道讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",690000,(13.37) (34.56) (57.90),13.37 21.19 23.34,2,8,做得好 (A082),蘇狄雄,何良,118,1186,4,頸位,10 9 2,0:57.95,13
2019-02-02,沙田,1,384,馬會道讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",690000,(13.37) (34.56) (57.90),13.37 21.19 23.34,3,3,區域快車 (B136),史卓豐,姚本輝,130,1160,8,1-1/4,3 2 3,0:58.08,3.2
2019-02-02,沙田,1,384,馬會道讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",690000,(13.37) (34.56) (57.90),13.37 21.19 23.34,4,9,必定掂 (A107),莫雷拉,蘇偉賢,116,1114,3,1-3/4,4 5 4,0:58.18,4.2
2019-02-02,沙田,1,384,馬會道讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",690000,(13.37) (34.56) (57.90),13.37 21.19 23.34,5,7,永常喜 (V107),蔡明紹,方嘉柏,124,1149,7,1-3/4,6 8 5,0:58.19,7.2
2019-02-02,沙田,1,384,馬會道讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",690000,(13.37) (34.56) (57.90),13.37 21.19 23.34,6,2,易勝相吸 (B275),麥偉利,約翰摩亞,132,1118,10,2-1/4,7 6 6,0:58.26,73
2019-02-02,沙田,1,384,馬會道讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",690000,(13.37) (34.56) (57.90),13.37 21.19 23.34,7,6,財帥 (B134),田泰安,蘇保羅,127,1132,6,3-1/2,8 7 7,0:58.46,36
2019-02-02,沙田,1,384,馬會道讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",690000,(13.37) (34.56) (57.90),13.37 21.19 23.34,8,10,心思熟慮 (V086),韋達,高伯新,117,1137,2,3-3/4,1 1 8,0:58.51,4
2019-02-02,沙田,1,384,馬會道讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",690000,(13.37) (34.56) (57.90),13.37 21.19 23.34,9,1,陽明螢螢 (B296),黃俊,鄭俊偉,126,1035,5,8-1/2,9 10 9,0:59.26,68
2019-02-02,沙田,1,384,馬會道讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",690000,(13.37) (34.56) (57.90),13.37 21.19 23.34,10,4,海龍 (B036),楊明綸,徐雨石,127,1120,9,9-1/4,2 3 10,0:59.37,21
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,1,12,糖黐豆 (S205),蔡明紹,方嘉柏,117,1014,12,-,13 13 13 8 1,1:49.44,22
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,2,4,如沐春風 (B150),郭能,鄭俊偉,129,1050,1,2-1/2,8 8 7 6 2,1:49.83,7.6
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,3,1,迢迢千里 (A329),潘明輝,賀賢,130,1092,4,2-3/4,2 1 1 1 3,1:49.87,6
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,4,13,小奇妙 (T298),田泰安,文家良,113,1228,7,3-1/4,4 5 4 2 4,1:49.95,12
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,5,7,旅遊大使 (T113),史卓豐,高伯新,127,1154,11,3-1/4,10 12 11 11 5,1:49.97,58
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,6,2,華麗再現 (V326),潘頓,沈集成,132,1099,5,5,12 10 10 10 6,1:50.24,36
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,7,10,龍騰馬躍 (V202),韋達,丁冠豪,121,1215,2,5-1/4,5 4 5 7 7,1:50.27,11
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,8,3,祥光普照 (A273),莫雷拉,何良,132,1015,3,9-3/4,7 7 9 12 8,1:50.99,2.4
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,9,9,萬霸駒 (A186),李寶利,蘇保羅,124,1125,9,10-1/2,11 11 12 13 9,1:51.13,14
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,10,11,勁快步 (A053),巴度,高伯新,118,1140,8,11-1/4,6 6 6 5 10,1:51.24,14
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,11,6,本事 (A272),沈拿,賀賢,128,1177,10,15,1 2 3 4 11,1:51.85,53
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,12,8,板板有 (B255),巫顯東,蘇偉賢,121,1075,13,15,3 3 2 3 12,1:51.86,194
2019-02-02,沙田,2,385,梧桐河讓賽,第五班,1800,40-0,好地,全天候跑道,690000,(13.76) (36.33) (59.84) (1:24.74) (1:49.44),13.76 22.57 23.51 24.90 24.70,13,5,神乎其技 (A174),黃俊,霍利時,121,1035,6,15-1/2,9 9 8 9 13,1:51.91,11
2019-02-02,沙田,3,386,燕崗讓賽,第四班,1000,60-40,好地,"草地 - ""C"" 賽道",920000,(13.10) (34.13) (56.93),13.10 21.03 22.80,1,14,陽光大地 (A130),蘇狄雄,高伯新,114,1089,13,-,11 7 1,0:56.93,16
2019-02-02,沙田,3,386,燕崗讓賽,第四班,1000,60-40,好地,"草地 - ""C"" 賽道",920000,(13.10) (34.13) (56.93),13.10 21.03 22.80,2,13,萬事欣 (T129),黃俊,告東尼,113,1167,14,2,3 4 2,0:57.25,18
2019-02-02,沙田,3,386,燕崗讓賽,第四班,1000,60-40,好地,"草地 - ""C"" 賽道",920000,(13.10) (34.13) (56.93),13.10 21.03 22.80,3,12,寶貝兒 (B365),韋達,蘇偉賢,124,997,10,2-1/4,14 8 3,0:57.28,30
2019-02-02,沙田,3,386,燕崗讓賽,第四班,1000,60-40,好地,"草地 - ""C"" 賽道",920000,(13.10) (34.13) (56.93),13.10 21.03 22.80,4,2,高耀智星 (C067),利敬國,苗禮德,130,1095,3,2-3/4,6 6 4,0:57.39,3.8
2019-02-02,沙田,3,386,燕崗讓賽,第四班,1000,60-40,好地,"草地 - ""C"" 賽道",920000,(13.10) (34.13) (56.93),13.10 21.03 22.80,5,3,飛雲騅 (B274),潘頓,方嘉柏,128,1073,12,3-1/4,7 3 5,0:57.44,6.1
2019-02-02,沙田,3,386,燕崗讓賽,第四班,1000,60-40,好地,"草地 - ""C"" 賽道",920000,(13.10) (34.13) (56.93),13.10 21.03 22.80,6,5,打鐵趁熱 (C133),李寶利,葉楚航,127,1073,5,4,10 11 6,0:57.56,13
