date,venue,race_no,video_full_url,video_passthrough_url,video_aerial_url
2019-11-13,跑馬地,1,,,
2019-11-13,跑馬地,2,,,
2019-11-13,跑馬地,3,,,
2019-11-13,跑馬地,4,,,
2019-11-13,跑馬地,5,,,
2019-11-13,跑馬地,6,,,
2019-11-13,跑馬地,7,,,
2019-11-13,跑馬地,8,,,
2019-11-13,跑馬地,9,,,
