date,venue,race_no,pool,combination,dividend_hkd
2019-01-09,跑馬地,1,獨贏,2,221.00
2019-01-09,跑馬地,1,位置,2,61.50
2019-01-09,跑馬地,1,連贏,"2,7",347.00
2019-01-09,跑馬地,1,位置Q,"2,7",216.50
2019-01-09,跑馬地,1,3揀1（組合獨贏）,A1,未能勝出
2019-01-09,跑馬地,1,三重彩,"2,7,10","6,358.00"
2019-01-09,跑馬地,1,單T,"2,7,10","1,544.00"
2019-01-09,跑馬地,1,四連環,"2,7,8,10","3,833.00"
2019-01-09,跑馬地,1,四重彩,"2,7,10,8","50,891.00"
2019-01-09,跑馬地,2,獨贏,1,62.00
2019-01-09,跑馬地,2,位置,1,16.50
2019-01-09,跑馬地,2,連贏,"1,7",647.00
2019-01-09,跑馬地,2,位置Q,"1,7",163.50
2019-01-09,跑馬地,2,3揀1（組合獨贏）,A1,未能勝出
2019-01-09,跑馬地,2,三重彩,"1,7,10","3,521.00"
2019-01-09,跑馬地,2,單T,"1,7,10",407.00
2019-01-09,跑馬地,2,四連環,"1,7,9,10","2,535.00"
2019-01-09,跑馬地,2,四重彩,"1,7,10,9","77,203.00"
2019-01-09,跑馬地,2,第一口孖寶,2/1,"1,301.00"
2019-01-09,跑馬地,3,獨贏,9,32.00
2019-01-09,跑馬地,3,位置,9,14.50
2019-01-09,跑馬地,3,連贏,"6,9",213.50
2019-01-09,跑馬地,3,位置Q,"6,9",84.50
2019-01-09,跑馬地,3,3揀1（組合獨贏）,A1,19.00
2019-01-09,跑馬地,3,三重彩,"9,6,1","1,912.00"
2019-01-09,跑馬地,3,單T,"1,6,9",381.00
2019-01-09,跑馬地,3,四連環,"1,4,6,9","1,456.00"
2019-01-09,跑馬地,3,四重彩,"9,6,1,4","26,825.00"
2019-01-09,跑馬地,3,第二口孖寶,1/9,308.50
2019-01-09,跑馬地,4,獨贏,10,13.00
2019-01-09,跑馬地,4,位置,10,10.10
2019-01-09,跑馬地,4,連贏,"7,10",41.50
2019-01-09,跑馬地,4,位置Q,"7,10",20.00
2019-01-09,跑馬地,4,3揀1（組合獨贏）,A1,13.00
2019-01-09,跑馬地,4,三重彩,"10,7,4","1,513.00"
2019-01-09,跑馬地,4,單T,"4,7,10",578.00
2019-01-09,跑馬地,4,四連環,"4,7,10,12",849.00
2019-01-09,跑馬地,4,四重彩,"10,7,4,12","7,943.00"
2019-01-09,跑馬地,4,第三口孖寶,"9/6,10",62.00
2019-01-09,跑馬地,4,第一口孖T,"1,6,9/4>6,7,10","34,244.00"
2019-01-09,跑馬地,5,獨贏,4,101.00
2019-01-09,跑馬地,5,位置,4,27.50
2019-01-09,跑馬地,5,連贏,"4,9",98.00
2019-01-09,跑馬地,5,位置Q,"4,9",41.50
2019-01-09,跑馬地,5,3揀1（組合獨贏）,A1,未能勝出
2019-01-09,跑馬地,5,三重彩,"4,9,8","3,508.00"
2019-01-09,跑馬地,5,單T,"4,8,9",568.00
2019-01-09,跑馬地,5,四連環,"2,4,8,9","1,043.00"
2019-01-09,跑馬地,5,四重彩,"4,9,8,2","24,620.00"
2019-01-09,跑馬地,5,第四口孖寶,"6,10/4",112.00
2019-01-09,跑馬地,6,獨贏,6,52.00
2019-01-09,跑馬地,6,位置,6,18.00
2019-01-09,跑馬地,6,連贏,"6,8",951.50
2019-01-09,跑馬地,6,位置Q,"6,8",277.00
2019-01-09,跑馬地,6,3揀1（組合獨贏）,A1,未能勝出
2019-01-09,跑馬地,6,三重彩,"6,8,9","7,968.00"
2019-01-09,跑馬地,6,單T,"6,8,9","1,757.00"
2019-01-09,跑馬地,6,四連環,"1,6,8,9","1,195.00"
2019-01-09,跑馬地,6,四重彩,"6,8,9,1","33,889.00"
2019-01-09,跑馬地,6,第五口孖寶,4/6,716.50
2019-01-09,跑馬地,6,三T(安慰獎),"4>6,7,10/4,8,9/任何組合","11,527.00"
2019-01-09,跑馬地,7,獨贏,7,59.00
2019-01-09,跑馬地,7,位置,7,21.00
2019-01-09,跑馬地,7,連贏,"6,7",259.50
2019-01-09,跑馬地,7,位置Q,"6,7",83.50
2019-01-09,跑馬地,7,3揀1（組合獨贏）,A1,未能勝出
2019-01-09,跑馬地,7,三重彩,"7,6,2","1,861.00"
2019-01-09,跑馬地,7,單T,"2,6,7",285.00
2019-01-09,跑馬地,7,四連環,"2,6,7,9",627.00
2019-01-09,跑馬地,7,四重彩,"7,6,2,9","13,802.00"
2019-01-09,跑馬地,7,第六口孖寶,6/7,465.00
2019-01-09,跑馬地,7,第二口孖T,"6,8,9/2,6,7","71,545.00"
2019-01-09,跑馬地,8,獨贏,5,19.50
2019-01-09,跑馬地,8,位置,5,11.00
2019-01-09,跑馬地,8,連贏,"4,5",47.50
2019-01-09,跑馬地,8,位置Q,"4,5",22.50
2019-01-09,跑馬地,8,3揀1（組合獨贏）,A1,19.50
2019-01-09,跑馬地,8,三重彩,"5,4,6",625.00
2019-01-09,跑馬地,8,單T,"4,5,6",204.00
2019-01-09,跑馬地,8,四連環,"4,5,6,7",209.00
2019-01-09,跑馬地,8,四重彩,"5,4,6,7","2,409.00"
2019-01-09,跑馬地,8,第七口孖寶,7/5,157.00
2019-01-09,跑馬地,8,三寶,6/7/5,965.00
2019-01-09,跑馬地,8,六環彩,"6,9/6,7,10/4,9/6,8/6,7/4,5","1,028.00"
2019-01-09,跑馬地,8,騎師王 1,1 [莫雷拉],詳情
