date,venue,race_no,pool,combination,dividend_hkd
2019-05-05,沙田,1,獨贏,8,11.00
2019-05-05,沙田,1,位置,8,10.10
2019-05-05,沙田,1,連贏,"7,8",27.50
2019-05-05,沙田,1,位置Q,"7,8",13.00
2019-05-05,沙田,1,3揀1（組合獨贏）,A1,11.00
2019-05-05,沙田,1,三重彩,"8,7,5",447.00
2019-05-05,沙田,1,單T,"5,7,8",205.00
2019-05-05,沙田,1,四連環,"3,5,7,8",899.00
2019-05-05,沙田,1,四重彩,"8,7,5,3","4,458.00"
2019-05-05,沙田,2,獨贏,9,145.00
2019-05-05,沙田,2,位置,9,39.50
2019-05-05,沙田,2,連贏,"9,12",304.50
2019-05-05,沙田,2,位置Q,"9,12",98.50
2019-05-05,沙田,2,3揀1（組合獨贏）,A1,未能勝出
2019-05-05,沙田,2,三重彩,"9,12,1","3,871.00"
2019-05-05,沙田,2,單T,"1,9,12",442.00
2019-05-05,沙田,2,四連環,"1,9,12,13","1,019.00"
2019-05-05,沙田,2,四重彩,"9,12,1,13","33,745.00"
2019-05-05,沙田,2,第一口孖寶,8/9,151.50
2019-05-05,沙田,3,獨贏,2,18.50
2019-05-05,沙田,3,位置,2,12.50
2019-05-05,沙田,3,連贏,"2,8",41.50
2019-05-05,沙田,3,位置Q,"2,8",22.50
2019-05-05,沙田,3,3揀1（組合獨贏）,A1,13.50
2019-05-05,沙田,3,三重彩,"2,8,5",337.00
2019-05-05,沙田,3,單T,"2,5,8",105.00
2019-05-05,沙田,3,四連環,"2,5,7,8",491.00
2019-05-05,沙田,3,四重彩,"2,8,5,7","5,052.00"
2019-05-05,沙田,3,第二口孖寶,9/2,393.00
2019-05-05,沙田,4,獨贏,5,55.50
2019-05-05,沙田,4,位置,5,22.00
2019-05-05,沙田,4,連贏,"3,5",226.50
2019-05-05,沙田,4,位置Q,"3,5",78.50
2019-05-05,沙田,4,3揀1（組合獨贏）,A1,未能勝出
2019-05-05,沙田,4,三重彩,"5,3,13","2,574.00"
2019-05-05,沙田,4,單T,"3,5,13",541.00
2019-05-05,沙田,4,四連環,"3,5,13,14","4,668.00"
2019-05-05,沙田,4,四重彩,"5,3,13,14","65,153.00"
2019-05-05,沙田,4,第三口孖寶,2/5,140.00
2019-05-05,沙田,5,獨贏,7,34.00
2019-05-05,沙田,5,位置,7,15.00
2019-05-05,沙田,5,連贏,"7,12",70.00
2019-05-05,沙田,5,位置Q,"7,12",23.50
2019-05-05,沙田,5,3揀1（組合獨贏）,A1,18.50
2019-05-05,沙田,5,三重彩,"7,12,5","2,071.00"
2019-05-05,沙田,5,單T,"5,7,12",576.00
2019-05-05,沙田,5,四連環,"3,5,7,12",492.00
2019-05-05,沙田,5,四重彩,"7,12,5,3","7,238.00"
2019-05-05,沙田,5,第四口孖寶,5/7,225.00
2019-05-05,沙田,5,第一口孖T,"3,5,13/5,7,12","38,912.00"
2019-05-05,沙田,6,獨贏,7,50.50
2019-05-05,沙田,6,位置,7,20.00
2019-05-05,沙田,6,連贏,"7,11",204.50
2019-05-05,沙田,6,位置Q,"7,11",77.00
