date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2019-10-06,沙田,1,1,2,埼豐 (A083),1:48.21,1/2,1,13.99,1,1,23.09,1-1/4,1,24.37,N,1,23.21,1/2,1,23.55,,,
2019-10-06,沙田,1,2,7,財帥 (B134),1:48.31,3/4,3,14.11,1,2,23.13,1-1/4,2,24.41,N,2,23.05,1/2,2,23.61,,,
2019-10-06,沙田,1,3,4,賞心星 (C251),1:48.38,1/2,2,14.07,2-3/4,3,23.45,2-3/4,3,24.37,1-1/2,3,23.01,1,3,23.48,,,
2019-10-06,沙田,1,4,6,火天大有 (V406),1:48.42,5-1/2,8,14.87,6-1/4,6,23.21,5,6,24.17,3,5,22.89,1-1/4,4,23.28,,,
2019-10-06,沙田,1,5,3,帝豪寶駒 (C035),1:48.45,2-3/4,5,14.43,3-3/4,4,23.25,3,4,24.25,1-1/2,4,22.97,1-1/2,5,23.55,,,
2019-10-06,沙田,1,6,8,競駿飛鷹 (B292),1:48.56,6-1/2,10,15.03,9-3/4,9,23.61,6-3/4,9,23.89,5-1/4,9,22.97,2-1/4,6,23.06,,,
2019-10-06,沙田,1,7,5,靚籐王 (B425),1:48.57,2,4,14.31,4-1/2,5,23.49,4,5,24.29,3-3/4,7,23.17,2-1/4,7,23.31,,,
2019-10-06,沙田,1,8,1,鴻圖機會 (A284),1:48.90,5,7,14.79,8-3/4,8,23.69,6,8,23.93,3-1/4,6,22.77,4-1/4,8,23.72,,,
2019-10-06,沙田,1,9,9,醒目快駒 (B107),1:49.08,5-3/4,9,14.91,10-1/4,10,23.81,7-1/4,10,23.89,5,8,22.85,5-1/2,9,23.62,,,
2019-10-06,沙田,1,10,10,易勝相吸 (B275),1:50.19,3-1/2,6,14.55,6-1/2,7,23.57,5-3/4,7,24.25,6,10,23.25,12-1/2,10,24.57,,,
2019-10-06,沙田,2,1,2,榮冠大道 (V378),1:47.38,N,3,14.33,1-1/2,1,22.88,1,1,24.29,1-1/2,1,22.81,1/2,1,23.07,,,
2019-10-06,沙田,2,2,4,水箭龜 (C450),1:47.48,SH,2,14.29,1-3/4,3,23.20,1-3/4,3,24.29,1-1/2,3,22.77,1/2,2,22.93,,,
2019-10-06,沙田,2,3,9,牛精輝煌 (A118),1:47.65,3/4,4,14.41,3-3/4,5,23.40,3-1/4,5,24.21,4,7,22.93,1-3/4,3,22.70,,,
2019-10-06,沙田,2,4,6,君臨大地 (V192),1:47.82,3-1/2,8,14.85,6-1/2,8,23.40,5-1/2,8,24.13,5-1/4,8,22.77,2-3/4,4,22.67,,,
2019-10-06,沙田,2,5,8,蒜頭爺爺 (V039),1:47.89,2-3/4,7,14.73,5-1/2,7,23.36,5-1/4,7,24.25,3-3/4,6,22.57,3-1/4,5,22.98,,,
2019-10-06,沙田,2,6,7,新界之星 (A081),1:48.19,4-3/4,9,15.05,8,9,23.44,7,9,24.13,5-3/4,9,22.61,5,6,22.96,,,
2019-10-06,沙田,2,7,3,陽光 (A371),1:48.21,SH,1,14.29,1-1/2,2,23.16,1,2,24.21,1-1/2,2,22.89,5-1/4,7,23.66,,,
2019-10-06,沙田,2,8,1,大眾精英 (A416),1:48.31,1,5,14.45,3-1/2,4,23.32,2-1/2,4,24.13,2,4,22.73,5-3/4,8,23.68,,,
2019-10-06,沙田,2,9,5,華麗再現 (V326),1:48.43,2-1/4,6,14.65,5,6,23.36,4,6,24.13,2-1/2,5,22.57,6-1/2,9,23.72,,,
2019-10-06,沙田,3,1,8,執到笑 (B130),1:40.61,6,11,29.12,8-1/2,11,23.55,3-3/4,7,23.53,1-1/4,1,24.41,,,,,,
2019-10-06,沙田,3,2,14,神乎其技 (A174),1:40.79,7-1/2,13,29.36,8-3/4,12,23.35,3,6,23.37,1-1/4,2,24.71,,,,,,
2019-10-06,沙田,3,3,10,金獅雷將 (A325),1:40.99,1-3/4,4,28.44,1-3/4,4,23.15,1-1/4,4,24.21,2-1/2,3,25.19,,,,,,
2019-10-06,沙田,3,4,9,萬霸駒 (A186),1:41.39,5-3/4,10,29.08,7,10,23.35,6-1/2,9,24.21,4-3/4,4,24.75,,,,,,
2019-10-06,沙田,3,5,5,向前看 (B331),1:41.54,1-3/4,5,28.44,2-3/4,6,23.31,2-1/2,5,24.25,5-3/4,5,25.54,,,,,,
2019-10-06,沙田,3,6,7,東山再起 (B367),1:41.96,SH,2,28.16,1-1/4,3,23.35,1,3,24.25,8-1/2,6,26.20,,,,,,
2019-10-06,沙田,3,7,6,中華主將 (B298),1:42.05,2-1/4,6,28.52,N,2,22.83,1/2,1,24.25,9,7,26.45,,,,,,
2019-10-06,沙田,3,8,13,黃埔之星 (B146),1:42.23,3-3/4,8,28.76,4-3/4,8,23.31,4-1/2,8,24.25,10,8,25.91,,,,,,
2019-10-06,沙田,3,9,11,頌賞 (B007),1:42.51,10-1/4,14,29.80,12-3/4,14,23.55,11-1/2,14,24.09,11-3/4,9,25.07,,,,,,
2019-10-06,沙田,3,10,4,蜜運 (B341),1:43.10,7-1/2,12,29.36,9-3/4,13,23.51,9,13,24.17,15-1/2,10,26.06,,,,,,
2019-10-06,沙田,3,11,12,堅離地 (A235),1:43.12,SH,1,28.16,N,1,23.15,1/2,2,24.37,15-3/4,11,27.44,,,,,,
2019-10-06,沙田,3,12,2,駿協精英 (V207),1:43.41,4,9,28.80,6-3/4,9,23.59,8-1/2,12,24.57,17-1/2,12,26.45,,,,,,
2019-10-06,沙田,3,13,3,新獵狐者 (B389),1:45.84,1/2,3,28.24,2-1/2,5,23.47,6-1/2,10,24.93,32-3/4,13,29.20,,,,,,
2019-10-06,沙田,3,14,1,玩斗財星 (C243),1:46.30,3-1/2,7,28.72,4,7,23.23,8-1/4,11,24.97,35-1/2,14,29.38,,,,,,
2019-10-06,沙田,4,1,9,精進百樂 (C177),1:10.09,2-3/4,6,24.28,2,5,22.58,1-1/2,1,23.23,,,,,,,,,
2019-10-06,沙田,4,2,7,遨遊千里 (C363),1:10.32,1/2,2,23.92,N,1,22.62,1-1/2,2,23.78,,,,,,,,,
2019-10-06,沙田,4,3,3,愛添勝 (B362),1:10.42,7-1/4,13,25.00,5-1/4,14,22.38,2,3,23.04,,,,,,,,,
2019-10-06,沙田,4,4,4,清新動力 (B067),1:10.53,4-1/4,9,24.52,3-1/2,10,22.58,2-3/4,4,23.43,,,,,,,,,
2019-10-06,沙田,4,5,1,正時機 (C161),1:10.62,5-1/4,11,24.68,3-1/2,11,22.42,3-1/4,5,23.52,,,,,,,,,
2019-10-06,沙田,4,6,14,濃有 (C244),1:10.80,1-1/2,4,24.08,1-1/4,3,22.66,4-1/2,6,24.06,,,,,,,,,
2019-10-06,沙田,4,7,11,醫生雄星 (C335),1:11.24,8-1/4,14,25.16,4-1/2,13,22.10,7-1/4,7,23.98,,,,,,,,,
2019-10-06,沙田,4,8,5,肥仔 (V071),1:11.27,5,10,24.64,3-3/4,12,22.50,7-1/2,8,24.13,,,,,,,,,
2019-10-06,沙田,4,9,10,星河戰駒 (C245),1:11.34,6-1/2,12,24.88,3-1/4,9,22.18,7-3/4,9,24.28,,,,,,,,,
2019-10-06,沙田,4,10,2,大四喜 (A301),1:11.54,1/2,1,23.84,N,2,22.74,9,10,24.96,,,,,,,,,
2019-10-06,沙田,4,11,8,天天精彩 (C414),1:11.80,2-3/4,7,24.28,3-1/4,7,22.78,10-3/4,11,24.74,,,,,,,,,
2019-10-06,沙田,4,12,12,打鐵趁熱 (C133),1:11.97,2-3/4,8,24.28,2-3/4,6,22.70,11-3/4,12,24.99,,,,,,,,,
2019-10-06,沙田,4,13,13,紅旗福星 (B417),1:13.69,1-3/4,5,24.12,2,4,22.74,22-1/2,13,26.83,,,,,,,,,
2019-10-06,沙田,4,14,6,幸運世界 (C485),1:14.29,1/2,3,23.92,3-1/4,8,23.14,26-1/4,14,27.23,,,,,,,,,
2019-10-06,沙田,5,1,8,帶榮來 (B197),1:22.73,4-3/4,11,14.16,7,13,22.20,5-1/2,11,23.05,1/2,1,23.32,,,,,,
2019-10-06,沙田,5,2,9,得益良多 (C353),1:22.82,1/2,2,13.48,3/4,2,21.88,3/4,2,23.29,1/2,2,24.17,,,,,,
2019-10-06,沙田,5,3,3,熱血鬥士 (C360),1:22.98,4,10,14.04,4-1/4,9,21.88,3-1/4,5,23.13,1-1/2,3,23.93,,,,,,
2019-10-06,沙田,5,4,4,精彩有你 (C394),1:22.99,2,4,13.72,2-1/4,4,21.88,2-1/4,3,23.29,1-3/4,4,24.10,,,,,,
2019-10-06,沙田,5,5,1,偉大勝利 (C048),1:23.27,5-3/4,13,14.32,5-1/2,12,21.80,4-1/2,7,23.13,3-1/4,5,24.02,,,,,,
2019-10-06,沙田,5,6,7,老友威威 (T349),1:23.29,4,9,14.04,4,8,21.84,3-1/2,6,23.21,3-1/2,6,24.20,,,,,,
2019-10-06,沙田,5,7,2,太空戰士 (C339),1:23.42,1/2,1,13.40,3/4,1,21.84,3/4,1,23.29,4-1/4,7,24.89,,,,,,
2019-10-06,沙田,5,8,13,輝煌巨星 (C046),1:23.66,5-1/4,12,14.24,5-1/2,10,21.88,4-1/2,8,23.13,5-3/4,8,24.41,,,,,,
2019-10-06,沙田,5,9,5,繽紛駿驥 (A292),1:24.48,1-1/2,3,13.64,2-3/4,5,22.04,2-1/4,4,23.21,11,9,25.59,,,,,,
2019-10-06,沙田,5,10,12,出奇寶 (B471),1:24.55,2-1/2,6,13.80,4,7,22.08,5-1/2,12,23.53,11-1/2,10,25.14,,,,,,
2019-10-06,沙田,5,11,10,嘉應風采 (B115),1:24.58,3-1/2,7,13.96,3,6,21.76,4-3/4,9,23.57,11-1/2,11,25.29,,,,,,
2019-10-06,沙田,5,12,6,表表馬 (C233),1:24.60,3-1/2,8,13.96,5-1/2,11,22.16,7,13,23.53,11-3/4,12,24.95,,,,,,
2019-10-06,沙田,5,13,14,凱旋戰士 (C185),1:27.42,2-1/4,5,13.76,1-1/4,3,21.68,5,10,23.89,29-1/4,13,28.09,,,,,,
2019-10-06,沙田,5,14,11,真跑得 (A220),1:59.37,7-1/4,14,14.56,9,14,22.12,25,14,25.85,ML,14,56.84,,,,,,
2019-10-06,沙田,6,1,12,跑得威 (C127),1:40.22,1,4,28.74,1-1/4,3,22.96,1,3,24.30,1/2,1,24.22,,,,,,
2019-10-06,沙田,6,2,5,安賦 (B353),1:40.31,2-1/4,6,28.94,2-3/4,6,23.00,2-1/4,6,24.26,1/2,2,24.11,,,,,,
2019-10-06,沙田,6,3,11,南莊瑞寶 (B428),1:40.33,7,12,29.70,7-1/4,12,22.96,6,12,24.14,1/2,3,23.53,,,,,,
2019-10-06,沙田,6,4,3,好腳頭 (S131),1:40.50,5,11,29.38,6,11,23.08,5-1/2,11,24.26,1-3/4,4,23.78,,,,,,
2019-10-06,沙田,6,5,1,好運 (B376),1:41.20,3-1/4,8,29.10,4-1/2,8,23.12,3-1/2,7,24.18,6-1/4,5,24.80,,,,,,
2019-10-06,沙田,6,6,10,心所欲 (B017),1:41.48,2,5,28.90,2,4,22.92,1/2,2,24.10,8,6,25.56,,,,,,
2019-10-06,沙田,6,7,2,藍海策略 (A411),1:41.74,4,10,29.22,5,9,23.08,5-1/4,10,24.38,9-1/2,7,25.06,,,,,,
2019-10-06,沙田,6,8,6,君悅灣 (P421),1:41.79,1/2,1,28.58,3/4,1,22.92,1/2,1,24.34,9-3/4,8,25.95,,,,,,
2019-10-06,沙田,6,9,8,放馬過來 (V407),1:42.04,3/4,3,28.70,2,5,23.12,2-1/4,5,24.38,11-1/4,9,25.84,,,,,,
2019-10-06,沙田,6,10,4,真妙星 (C059),1:42.32,2-1/2,7,28.98,3-1/2,7,23.08,4-1/2,8,24.50,13,10,25.76,,,,,,
2019-10-06,沙田,6,11,7,金剛仔 (S146),1:42.54,3-1/2,9,29.14,5-1/4,10,23.20,5,9,24.30,14-1/2,11,25.90,,,,,,
2019-10-06,沙田,6,12,9,三圓䮭路 (C149),1:43.78,1/2,2,28.66,3/4,2,22.96,2,4,24.54,22-1/4,12,27.62,,,,,,
2019-10-06,沙田,7,1,5,英明神駒 (V046),1:39.34,8-1/4,14,29.74,7-3/4,14,22.90,5-1/4,11,23.44,N,1,23.26,,,,,,
2019-10-06,沙田,7,2,3,龍之星 (B268),1:39.38,6-3/4,12,29.50,6-1/4,11,22.90,4-1/4,8,23.52,N,2,23.46,,,,,,
2019-10-06,沙田,7,3,11,鵰神 (B023),1:39.80,1,3,28.58,1-3/4,4,23.10,1-1/4,3,23.76,2-3/4,3,24.36,,,,,,
2019-10-06,沙田,7,4,4,滿冠熊 (C143),1:39.92,2-1/4,5,28.78,2-1/2,6,23.02,1-1/2,4,23.68,3-3/4,4,24.44,,,,,,
2019-10-06,沙田,7,5,2,黃山 (C214),1:40.17,5-1/2,10,29.30,4,9,22.74,4,7,23.84,5-1/4,5,24.29,,,,,,
2019-10-06,沙田,7,6,1,包裝才子 (C069),1:40.24,1-3/4,4,28.70,3/4,3,22.82,SH,2,23.72,5-1/2,6,25.00,,,,,,
2019-10-06,沙田,7,7,8,兵貴神速 (B299),1:40.41,5-1/2,9,29.30,5-3/4,10,23.02,5-3/4,13,23.84,6-3/4,7,24.25,,,,,,
2019-10-06,沙田,7,8,14,可愛寶 (T029),1:40.63,7,13,29.54,7,12,22.98,5-3/4,12,23.64,8,8,24.47,,,,,,
2019-10-06,沙田,7,9,10,威利熱流 (T281),1:41.12,5-3/4,11,29.34,7,13,23.18,6-1/2,14,23.76,11-1/4,9,24.84,,,,,,
2019-10-06,沙田,7,10,12,歡樂小子 (S235),1:41.22,2-3/4,6,28.86,2-1/2,5,22.94,3-1/4,6,23.96,11-3/4,10,25.46,,,,,,
2019-10-06,沙田,7,11,6,金剛之星 (A067),1:41.80,SH,1,28.42,1/2,1,22.98,SH,1,23.84,15-1/2,11,26.56,,,,,,
2019-10-06,沙田,7,12,9,八太子 (A426),1:41.92,3-3/4,7,29.02,3-3/4,7,22.98,5,10,24.04,16-1/4,12,25.88,,,,,,
2019-10-06,沙田,7,13,13,獨角寶寶 (C203),1:42.04,SH,2,28.42,1/2,2,23.06,1-3/4,5,24.04,17,13,26.52,,,,,,
2019-10-06,沙田,7,14,7,精彩飛動 (B095),1:43.12,3-3/4,8,29.02,4,8,23.02,4-1/2,9,23.92,23-3/4,14,27.16,,,,,,
2019-10-06,沙田,8,1,4,健快聯盟 (C135),1:21.98,3/4,4,13.88,3-1/4,6,21.82,1-1/4,4,23.24,N,1,23.04,,,,,,
2019-10-06,沙田,8,2,3,追風者 (B414),1:22.02,2,8,14.08,4-1/2,9,21.82,2-1/4,8,23.20,N,2,22.92,,,,,,
2019-10-06,沙田,8,3,7,健康美麗 (B384),1:22.24,3/4,6,13.88,2,5,21.62,1-1/2,5,23.48,1-3/4,3,23.26,,,,,,
2019-10-06,沙田,8,4,6,酷比仔 (A297),1:22.25,3-3/4,10,14.36,6,12,21.78,3-1/2,12,23.16,1-3/4,4,22.95,,,,,,
2019-10-06,沙田,8,5,14,機智神駒 (B289),1:22.36,7-1/4,14,14.92,8-3/4,14,21.66,5-3/4,14,23.08,2-1/4,5,22.70,,,,,,
2019-10-06,沙田,8,6,10,龍船 (V186),1:22.45,2,7,14.08,3-1/4,7,21.62,1-3/4,7,23.32,3,6,23.43,,,,,,
2019-10-06,沙田,8,7,9,全民佳知 (C288),1:22.47,1/2,3,13.84,1-3/4,4,21.62,1-1/2,6,23.52,3,7,23.49,,,,,,
2019-10-06,沙田,8,8,1,請跟我來 (B440),1:22.48,2-1/4,9,14.12,4,8,21.70,2-3/4,9,23.36,3,8,23.30,,,,,,
2019-10-06,沙田,8,9,11,勁加加 (B319),1:22.50,4-1/4,12,14.44,5-1/4,11,21.58,2-3/4,10,23.16,3-1/4,9,23.32,,,,,,
2019-10-06,沙田,8,10,13,博愛友威 (C152),1:22.69,5,13,14.56,7,13,21.74,3-1/2,13,23.00,4-1/2,10,23.39,,,,,,
2019-10-06,沙田,8,11,5,太陽威威 (C111),1:22.71,N,1,13.76,N,3,21.46,1/2,2,23.60,4-1/2,11,23.89,,,,,,
2019-10-06,沙田,8,12,12,超趣 (C285),1:22.93,4,11,14.40,5,10,21.58,3,11,23.24,6,12,23.71,,,,,,
2019-10-06,沙田,8,13,2,事勝意 (T391),1:23.52,3/4,5,13.88,SH,1,21.30,1/2,1,23.56,9-3/4,13,24.78,,,,,,
2019-10-06,沙田,8,14,8,盛大光輝 (C121),1:23.85,N,2,13.80,SH,2,21.38,1,3,23.72,11-3/4,14,24.95,,,,,,
2019-10-06,沙田,9,1,13,閃電俠 (C099),1:09.40,1-1/2,4,24.06,2,4,22.73,1-1/4,1,22.61,,,,,,,,,
2019-10-06,沙田,9,2,11,加州更好 (B204),1:09.59,N,1,23.82,1/2,1,22.65,1-1/4,2,23.12,,,,,,,,,
2019-10-06,沙田,9,3,4,鑽飛鷹 (B309),1:09.59,2-3/4,5,24.26,3,5,22.69,1-1/4,3,22.64,,,,,,,,,
2019-10-06,沙田,9,4,12,翠湖飛鷹 (B391),1:09.68,4-1/4,8,24.50,4,7,22.61,1-3/4,4,22.57,,,,,,,,,
2019-10-06,沙田,9,5,6,利害了 (C367),1:09.73,1,3,23.98,1-1/2,3,22.73,2,5,23.02,,,,,,,,,
2019-10-06,沙田,9,6,14,英明勇將 (T348),1:09.88,10-1/4,14,25.46,7,13,22.13,3,6,22.29,,,,,,,,,
2019-10-06,沙田,9,7,5,安喜 (V338),1:09.88,2-3/4,6,24.26,3-1/2,6,22.77,3,7,22.85,,,,,,,,,
2019-10-06,沙田,9,8,2,朝五晚九 (B330),1:09.96,4,7,24.46,4-1/4,8,22.69,3-1/2,8,22.81,,,,,,,,,
2019-10-06,沙田,9,9,1,無限商機 (C432),1:10.01,N,2,23.86,1/2,2,22.69,3-3/4,9,23.46,,,,,,,,,
2019-10-06,沙田,9,10,9,心中有您 (B283),1:10.13,6,10,24.78,6-1/4,11,22.69,4-1/2,10,22.66,,,,,,,,,
2019-10-06,沙田,9,11,8,翹軍 (B424),1:10.30,9,13,25.26,6-1/2,12,22.25,5-1/2,11,22.79,,,,,,,,,
2019-10-06,沙田,9,12,7,老實人 (B200),1:10.35,5-1/2,9,24.70,5-3/4,10,22.69,6,12,22.96,,,,,,,,,
2019-10-06,沙田,9,13,10,赤火神龍 (A350),1:10.59,7-1/4,12,24.98,7-1/4,14,22.65,7-1/2,13,22.96,,,,,,,,,
2019-10-06,沙田,9,14,3,晉神 (C476),1:10.62,6-3/4,11,24.90,5-1/4,9,22.41,7-3/4,14,23.31,,,,,,,,,
2019-10-06,沙田,10,1,14,志在四方 (C140),1:21.06,1,4,13.69,3-1/4,4,22.19,1-3/4,4,22.51,3/4,1,22.67,,,,,,
2019-10-06,沙田,10,2,3,志同道合 (B287),1:21.19,2,5,13.85,5,5,22.31,2-3/4,5,22.39,3/4,2,22.64,,,,,,
2019-10-06,沙田,10,3,7,力奇先鋒 (B057),1:21.45,2-3/4,6,13.97,5-1/2,6,22.27,3-1/2,6,22.43,2-1/2,3,22.78,,,,,,
2019-10-06,沙田,10,4,2,百步穿雲 (A165),1:21.54,4-1/2,9,14.25,8-1/2,9,22.47,5-3/4,10,22.31,3,4,22.51,,,,,,
2019-10-06,沙田,10,5,10,紅心傾 (C145),1:21.77,5-1/2,11,14.41,10,12,22.55,7-1/4,13,22.31,4-1/2,5,22.50,,,,,,
2019-10-06,沙田,10,6,5,大金庫 (C146),1:21.87,SH,2,13.53,2,2,22.15,1-1/4,2,22.63,5,6,23.56,,,,,,
