date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,1,2,自由旺 (A209),利敬國,方嘉柏,133,1084,14,-,1 1 1,1:09.57,14
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,2,1,萬事欣 (T129),陳嘉熙,告東尼,123,1163,8,3/4,2 2 2,1:09.69,4.5
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,3,5,天皇巨星 (V367),梁家俊,蘇保羅,127,1181,11,1-1/2,10 8 3,1:09.79,17
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,4,4,怡昌福星 (B357),何澤堯,賀賢,130,1087,3,1-1/2,6 6 4,1:09.81,12
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,5,8,明月昇輝 (A324),蘇狄雄,何良,123,1064,13,2,12 12 5,1:09.89,6.2
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,6,14,確威龍 (P190),潘明輝,文家良,111,1068,10,2-1/4,14 10 6,1:09.92,60
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,7,13,日東昇 (V302),楊明綸,容天鵬,113,1134,7,4,9 11 7,1:10.20,21
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,8,6,洪荒駿駒 (A031),黃皓楠,徐雨石,123,1113,6,5-3/4,3 5 8,1:10.48,12
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,9,7,金剛秀 (T436),郭能,鄭俊偉,126,1112,1,6-1/2,5 3 9,1:10.63,17
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,10,12,勁皇子 (V143),莫雷拉,蔡約翰,117,1087,5,8-3/4,7 7 10,1:10.96,17
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,11,3,勇晉大師 (B452),沈拿,霍利時,132,1113,12,10,11 14 11,1:11.16,11
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,12,9,哥哥仔 (V074),蔡明紹,苗禮德,123,1066,9,12-1/2,13 13 12,1:11.55,40
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,13,10,開心再現 (A216),史卓豐,高伯新,121,1135,4,12-3/4,4 4 13,1:11.61,27
2019-06-23,沙田,1,751,大老山讓賽,第五班,1200,40-0,好地,"草地 - ""A"" 賽道",690000,(23.82) (46.24) (1:09.57),23.82 22.42 23.33,14,11,易勝相吸 (B275),潘頓,約翰摩亞,120,1128,2,23,8 9 14,1:13.25,4.6
2019-06-23,沙田,2,752,沙田嶺讓賽,第四班,2000,60-40,好地,"草地 - ""A"" 賽道",920000,(25.26) (50.30) (1:15.35) (1:38.92) (2:01.62),25.26 25.04 25.05 23.57 22.70,1,4,可愛寶 (T029),潘頓,葉楚航,129,1142,1,-,8 8 8 7 1,2:01.62,4
2019-06-23,沙田,2,752,沙田嶺讓賽,第四班,2000,60-40,好地,"草地 - ""A"" 賽道",920000,(25.26) (50.30) (1:15.35) (1:38.92) (2:01.62),25.26 25.04 25.05 23.57 22.70,2,11,華麗再現 (V326),杜美爾,沈集成,119,1094,10,1/2,7 7 9 6 2,2:01.71,7
2019-06-23,沙田,2,752,沙田嶺讓賽,第四班,2000,60-40,好地,"草地 - ""A"" 賽道",920000,(25.26) (50.30) (1:15.35) (1:38.92) (2:01.62),25.26 25.04 25.05 23.57 22.70,3,2,福多寶 (B026),何澤堯,賀賢,132,1065,3,1-3/4,6 6 6 9 3,2:01.87,3.5
2019-06-23,沙田,2,752,沙田嶺讓賽,第四班,2000,60-40,好地,"草地 - ""A"" 賽道",920000,(25.26) (50.30) (1:15.35) (1:38.92) (2:01.62),25.26 25.04 25.05 23.57 22.70,4,7,牛精輝煌 (A118),梁家俊,鄭俊偉,124,1084,9,2-3/4,11 11 11 10 4,2:02.04,29
2019-06-23,沙田,2,752,沙田嶺讓賽,第四班,2000,60-40,好地,"草地 - ""A"" 賽道",920000,(25.26) (50.30) (1:15.35) (1:38.92) (2:01.62),25.26 25.04 25.05 23.57 22.70,5,3,君臨大地 (V192),利敬國,何良,129,996,11,3,12 12 12 11 5,2:02.10,41
2019-06-23,沙田,2,752,沙田嶺讓賽,第四班,2000,60-40,好地,"草地 - ""A"" 賽道",920000,(25.26) (50.30) (1:15.35) (1:38.92) (2:01.62),25.26 25.04 25.05 23.57 22.70,6,8,多多 (C109),莫雷拉,蔡約翰,122,1023,4,3-1/2,3 3 3 3 6,2:02.17,3.8
2019-06-23,沙田,2,752,沙田嶺讓賽,第四班,2000,60-40,好地,"草地 - ""A"" 賽道",920000,(25.26) (50.30) (1:15.35) (1:38.92) (2:01.62),25.26 25.04 25.05 23.57 22.70,7,5,綠色勁駒 (V184),郭能,沈集成,128,1175,12,3-1/2,2 2 2 1 7,2:02.19,55
2019-06-23,沙田,2,752,沙田嶺讓賽,第四班,2000,60-40,好地,"草地 - ""A"" 賽道",920000,(25.26) (50.30) (1:15.35) (1:38.92) (2:01.62),25.26 25.04 25.05 23.57 22.70,8,12,靈鋒 (A245),黃皓楠,蘇保羅,112,1050,5,5-1/4,10 9 10 12 8,2:02.44,12
2019-06-23,沙田,2,752,沙田嶺讓賽,第四班,2000,60-40,好地,"草地 - ""A"" 賽道",920000,(25.26) (50.30) (1:15.35) (1:38.92) (2:01.62),25.26 25.04 25.05 23.57 22.70,9,10,賞心星 (C251),楊明綸,方嘉柏,116,1167,6,5-1/2,4 4 4 4 9,2:02.50,56
