date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2019-12-01,沙田,1,1,10,達心星 (D088),李寶利,TT1,起步後不久與他駒互相碰撞，走第二疊，居中間位置。直路彎前居相同位置。末段衝刺強勁，以一馬頸位之先勝出。
2019-12-01,沙田,1,2,3,發財福星 (C413),巫顯東,--,起步時被碰撞，居領放馬外側。直路彎前居相同位置。三百米處取得領先。保持佳勢，末段僅未能抗衡頭馬的挑戰。
2019-12-01,沙田,1,3,13,精彩千里 (C331),郭能,XB-,與對手同步出閘，走第二疊，落後一至兩個馬位。直路彎前居相同位置。跑過五百五十米處後向外移出。直路上保持穩勢，跑獲一席位置。
2019-12-01,沙田,1,4,8,凌駕 (C386),莫雷拉,--,出閘緩慢，走內欄，居中間稍後位置。直路彎走內欄節省腳程。直路初受催策，走勢甚佳。一百五十米處未能再增速。保持穩勢至終點。
2019-12-01,沙田,1,5,7,勁力威龍 (C437),巴度,--,出閘稍慢，沿欄居中間位置。直路彎前走內欄節省腳程。跑過五百五十米處後向外移出。末段保持穩勢。
2019-12-01,沙田,1,6,5,千金不換 (D091),何澤堯,TT1,與對手同步出閘，缺乏前速，沿欄居中間之後位置。跑過六百米處後開始發力。入直路時走第三至第四疊。直路上略為追前。
2019-12-01,沙田,1,7,1,嘉應精彩 (C526),田泰安,TT,自外檔出閘後留居中間之後位置，走第二疊。跑過六百米處後開始發力。入直路時走外疊。直路上略有進展。
2019-12-01,沙田,1,8,12,乘勢歡心 (C423),梁家俊,CP,自第十二檔出閘後留居後列，走內疊。直路彎沿欄進佔較接近位置。五百米處向外移出。直路初空位不足。望空後保持穩勢。（見競賽事件報告。）
2019-12-01,沙田,1,9,9,幸運飛彈 (C501),貝力斯,--,起步後不久與他駒互相碰撞，走第二疊，居後列。跑過六百米處後開始發力。入直路時走外疊。直路上略有進展。
2019-12-01,沙田,1,10,14,豹子膽 (C389),希威森,P-,自外檔出閘後留居包尾位置，走第二疊。跑過六百五十米處後開始發力。入直路時走大外疊。末段保持同速。
2019-12-01,沙田,1,11,6,一代莊主 (C419),潘明輝,TT,自最外檔出閘迅速，未能切入內疊，走大外疊，居中間位置。接近一千米處時走第三疊。直路彎沒遮擋。直路初未能再增速。其後逐漸轉弱。
2019-12-01,沙田,1,12,4,無極戰士 (D073),蘇兆輝,B1,自第一檔出閘普通，居領放馬之後位置，走內欄。直路彎前居相同位置。直路初空位不足。最後一百五十米轉弱。
2019-12-01,沙田,1,13,11,同有友 (D048),薛恩,--,出閘俐落，受催策上前，取得領先。入直路後未能再增速。接近三百米處時被超越，其後墮退。
2019-12-01,沙田,1,14,2,金獅勁將 (C202),沈拿,H1,起步時向外斜跑，碰撞他駒，在沒遮擋下走第三疊，落後約一個馬位。直路彎外閃。直路初洩氣。遙遙尾隨而回。（見競賽事件報告。）（翌晨左前腿不良於行。）
2019-12-01,沙田,2,1,6,威震天 (V119),潘明輝,B/TT,受力策上前，沿欄領放。四百米處開始拋離對手，勝出賽事。
2019-12-01,沙田,2,2,11,神乎其技 (A174),莫雷拉,B,早段受推策，走第三疊，居中間之後位置。三百五十米處展開強勁衝刺，跑獲亞軍。
2019-12-01,沙田,2,3,1,探險家 (C008),何澤堯,B,收慢留居中間位置。沿途走第三疊。三百米處走勢良佳，跑獲季軍。
2019-12-01,沙田,2,4,12,易勝相吸 (B275),巴度,B-/PC2/TT,居領放馬外側。直路上僅能保持位置。
2019-12-01,沙田,2,5,2,盛勢 (V243),蘇狄雄,--,早段受力策，走第三至第四疊，居中間之前位置。直路上保持位置。
2019-12-01,沙田,2,6,8,向前看 (B331),梁家俊,TT,在推策下居中間之前位置，走第二疊。直路上未能加速。
