date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2019-07-14,沙田,1,1,6,高瞻遠矚 (B345),1:47.60,3,9,14.49,7,9,22.87,7-1/4,10,24.08,2-3/4,5,23.54,2-1/2,1,22.62,,,
2019-07-14,沙田,1,2,1,劍聶風 (A201),1:47.99,3/4,1,14.01,N,1,22.23,1,1,24.04,1-1/4,1,24.26,2-1/2,2,23.45,,,
2019-07-14,沙田,1,3,4,跑得威 (C127),1:48.10,1,5,14.17,1-1/4,4,22.27,2-1/2,4,24.24,1-3/4,3,24.14,3-1/4,3,23.28,,,
2019-07-14,沙田,1,4,3,金童 (V232),1:48.26,1-1/2,6,14.25,3-3/4,7,22.59,4-1/2,7,24.16,3-3/4,7,24.14,4-1/4,4,23.12,,,
2019-07-14,沙田,1,5,2,賞心星 (C251),1:48.37,2,7,14.33,5-1/4,8,22.75,5-3/4,8,24.12,5,9,24.14,4-3/4,5,23.03,,,
2019-07-14,沙田,1,6,10,火天大有 (V406),1:48.64,4-1/4,11,14.69,8-1/2,11,22.91,8-1/2,11,24.04,6-1/2,11,23.94,6-1/2,6,23.06,,,
2019-07-14,沙田,1,7,12,金禧足球 (A085),1:48.71,2-3/4,8,14.45,3,6,22.27,3,5,24.04,3-1/4,6,24.30,7,7,23.65,,,
2019-07-14,沙田,1,8,7,黃埔之星 (B146),1:48.75,3/4,2,14.13,2-1/2,5,22.51,4,6,24.28,4-1/4,8,24.30,7-1/4,8,23.53,,,
2019-07-14,沙田,1,9,13,投資旺 (A424),1:48.75,5,14,14.81,11,14,23.19,10-1/2,14,23.96,7-3/4,14,23.82,7-1/4,9,22.97,,,
2019-07-14,沙田,1,10,9,競駿飛鷹 (B292),1:48.81,3-1/4,10,14.53,7-3/4,10,22.95,7,9,23.92,6,10,24.10,7-1/2,10,23.31,,,
2019-07-14,沙田,1,11,5,艦長天下 (B096),1:49.03,1,4,14.17,1-1/4,3,22.27,1-1/2,3,24.08,2,4,24.34,9,11,24.17,,,
2019-07-14,沙田,1,12,11,小奇妙 (T298),1:49.03,3/4,3,14.13,N,2,22.15,1,2,24.16,1-1/4,2,24.30,9,12,24.29,,,
2019-07-14,沙田,1,13,8,自由飛翔 (T292),1:49.39,4-1/2,12,14.73,10,13,23.11,10,13,24.04,7-1/2,13,23.86,11-1/4,13,23.65,,,
2019-07-14,沙田,1,14,14,火箭活力 (A322),1:49.85,4-3/4,13,14.77,9-1/2,12,22.99,9-1/4,12,24.00,6-1/2,12,23.82,14,14,24.27,,,
2019-07-14,沙田,2,1,3,全勝姿態 (V011),1:09.46,3/4,2,24.60,1/2,2,22.32,3,1,22.54,,,,,,,,,
