horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
J534,310,06,01/01/26,沙田,草地,B+2,1400,好,G3,4,91,巫偉傑,梁家俊,2-1/2,4.9,118,7 9 8 6,1.21.01,1237,B/XB/TT
J534,263,01,14/12/25,沙田,草地,A,1400,好,2,12,85,巫偉傑,梁家俊,頸位,3.4,117,6 5 5 1,1.22.07,1228,B/XB/TT
J534,185,03,15/11/25,沙田,草地,A+3,1200,好,2,1,84,巫偉傑,潘明輝,1/2,3.6,122,9 10 3,1.08.97,1222,B/XB/TT
J534,169,02,09/11/25,沙田,草地,C+3,1400,好,2,4,81,巫偉傑,梁家俊,1/2,10,117,6 6 7 2,1.21.87,1232,B/XB/TT
J534,093,04,12/10/25,沙田,草地,C,1200,好,2,12,81,巫偉傑,蔡明紹,1-1/4,24,120,11 11 4,1.08.54,1228,B/XB/TT
J534,846,06,16/07/25,跑馬地,草地,B,1200,好/快,2,1,81,容天鵬,蔡明紹,5,6.5,115,6 6 6,1.08.90,1257,B/XB/TT
J534,817,05,05/07/25,沙田,草地,C+3,1200,好/快,2,8,81,容天鵬,梁家俊,1-1/2,10,120,7 7 5,1.08.71,1268,B/XB/TT
J534,746,01,08/06/25,沙田,草地,C,1200,好/快,3,8,73,容天鵬,梁家俊,1-3/4,18,130,6 3 1,1.08.98,1258,V-/XB/B2/TT
J534,725,07,31/05/25,沙田,草地,B,1400,好,3,9,73,容天鵬,梁家俊,7,23,131,4 5 5 7,1.22.20,1270,V/XB/TT
J534,667,04,10/05/25,沙田,草地,C,1200,好,3,4,73,容天鵬,梁家俊,1,7.2,129,5 7 4,1.09.47,1269,V/XB/TT
J534,609,03,20/04/25,沙田,草地,C+3,1200,好/快,3,6,72,容天鵬,梁家俊,3/4,10,130,10 10 3,1.08.58,1265,V/XB/TT
J534,551,01,30/03/25,沙田,草地,A+3,1200,好,3,3,66,容天鵬,梁家俊,短馬頭位,18,122,6 6 1,1.09.35,1266,V/XB/TT
J534,459,07,26/02/25,跑馬地,草地,C,1650,好,3,5,68,容天鵬,班德禮,4-1/4,28,118,3 2 2 7,1.39.75,1280,V/XB/TT
J534,413,04,09/02/25,沙田,草地,C,1400,好,3,6,70,容天鵬,霍宏聲,4-1/4,28,129,3 3 4 4,1.21.97,1275,V/XB/TT
J534,385,06,26/01/25,沙田,草地,A+3,1200,好,3,6,70,容天鵬,布文,2-1/4,22,130,8 8 6,1.10.02,1260,B-/XB/V1/TT
J534,325,03,05/01/25,沙田,草地,C+3,1200,好,3,6,70,容天鵬,布文,2,20,129,6 5 3,1.09.71,1258,B/XB/TT
J534,267,09,15/12/24,沙田,草地,C+3,1200,好,3,7,70,容天鵬,布文,12-3/4,52,128,9 9 9,1.11.63,1263,B/XB1/TT
J534,209,13,24/11/24,沙田,草地,C,1400,好/快,3,5,72,容天鵬,梁家俊,8,25,128,5 6 8 13,1.22.67,1231,B/TT
J534,174,06,09/11/24,沙田,草地,A+3,1200,好/快,3,5,72,容天鵬,梁家俊,3,85,127,6 7 6,1.09.02,1268,B1/TT1
