horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
B030,645,14,07/05/2022,沙田,草地,C,1600,好,5,3,37,徐雨石,潘頓,21-1/2,3.8,130,7 7 7 14,1.38.74,1115,B2
B030,585,05,16/04/2022,沙田,草地,C+3,1400,好,5,10,39,徐雨石,何澤堯,3-3/4,13,131,8 10 10 5,1.23.40,1117,--
B030,548,05,03/04/2022,沙田,草地,B+2,1400,好,5,8,39,徐雨石,田泰安,1-3/4,8.6,132,6 13 13 5,1.23.33,1149,--
B030,492,03,12/03/2022,沙田,草地,C+3,1400,好,5,3,38,徐雨石,潘頓,3/4,3.7,131,6 10 9 3,1.23.05,1131,--
B030,415,02,12/02/2022,沙田,草地,C+3,1400,好,5,11,38,徐雨石,賀銘年,1-1/2,28,132,1 3 3 2,1.22.90,1150,--
B030,321,06,09/01/2022,沙田,草地,C,1400,好,5,13,40,徐雨石,賀銘年,2-3/4,25,133,2 3 4 6,1.23.59,1144,--
B030,076,12,06/10/2021,跑馬地,草地,A,1650,好,5,6,40,徐雨石,莫雷拉,7-3/4,4.2,133,5 5 4 12,1.42.30,1089,--
B030,022,04,12/09/2021,沙田,草地,B,1400,好/快,5,7,40,徐雨石,莫雷拉,1,4.6,133,5 9 6 4,1.22.38,1108,--
B030,808,02,07/07/2021,跑馬地,草地,A,1650,好,5,11,39,徐雨石,莫雷拉,1,5.2,132,2 3 4 2,1.40.53,1109,--
B030,779,04,26/06/2021,沙田,草地,B,1400,好/黏,5,13,40,徐雨石,莫雷拉,2-1/4,6.2,133,4 6 5 4,1.23.91,1113,--
B030,710,04,30/05/2021,沙田,草地,B,1400,好/快,4,12,41,徐雨石,蔡明紹,2-1/2,42,114,1 1 1 4,1.21.81,1099,--
B030,636,08,02/05/2021,沙田,草地,B,1600,好,4,6,41,徐雨石,田泰安,5-1/4,10,118,4 4 3 8,1.35.28,1078,--
B030,561,05,05/04/2021,沙田,草地,B+2,1600,好,4,14,41,徐雨石,田泰安,4,36,114,3 4 5 5,1.35.22,1100,--
B030,501,01,13/03/2021,沙田,草地,C+3,1600,好,5,11,35,徐雨石,莫雷拉,3/4,4.8,128,3 4 3 1,1.36.17,1095,--
B030,422,06,14/02/2021,沙田,草地,A,1400,好,5,9,35,徐雨石,彭國年,2-1/4,15,128,12 12 13 6,1.24.18,1095,--
B030,384,02,31/01/2021,沙田,草地,B+2,1400,好,5,9,34,徐雨石,彭國年,3/4,90,127,10 9 9 2,1.22.63,1117,--
B030,297,13,26/12/2020,沙田,草地,A+3,1400,好,5,8,37,徐雨石,彭國年,12-3/4,42,130,10 10 9 13,1.24.04,1106,--
B030,222,14,29/11/2020,沙田,草地,C,1400,好,5,9,39,徐雨石,巴度,13-1/2,29,132,3 5 6 14,1.24.33,1088,--
