horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
N234,757,01,01/07/2016,沙田,草地,A+3,1400,好/快,5,12,32,孫達志,黎海榮,頭位,36,126,7 5 6 1,1.21.91,1100,B/TT
N234,707,12,12/06/2016,沙田全天候,,,1650,濕快,5,1,34,孫達志,潘頓,17,9.1,127,1 1 1 12,1.42.89,1104,B/TT
N234,620,09,07/05/2016,沙田全天候,,,1200,好,5,3,36,孫達志,黎海榮,5-3/4,8.8,129,12 11 9,1.10.74,1111,B/TT
N234,547,06,10/04/2016,沙田,草地,C,1200,好/黏,5,9,38,孫達志,韋達,3-3/4,9.9,132,6 6 6,1.11.27,1115,B/TT
N234,490,10,20/03/2016,沙田,草地,A,1400,好,5,13,40,孫達志,韋達,6,11,133,9 9 13 10,1.24.11,1119,B/TT
N234,456,03,06/03/2016,沙田,草地,C,1200,好,4,5,40,孫達志,黎海榮,1-1/4,40,114,10 9 3,1.10.21,1122,B/TT
N234,391,08,10/02/2016,沙田,草地,C,1400,好,4,13,42,孫達志,黎海榮,5-1/4,23,115,11 11 13 8,1.23.36,1120,B/TT
N234,294,10,01/01/2016,沙田,草地,B+2,1400,好,4,5,44,孫達志,貝諾華,4-1/4,24,119,8 9 8 10,1.23.24,1126,B/TT
N234,267,08,19/12/2015,沙田,草地,C+3,1400,好,4,2,45,孫達志,黎海榮,2-3/4,48,119,12 11 10 8,1.23.17,1124,B/TT
N234,211,12,29/11/2015,沙田,草地,C,1400,好,4,2,45,孫達志,史卓豐,4-1/4,34,119,4 4 4 12,1.23.20,1127,B/TT
N234,156,05,08/11/2015,沙田,草地,C+3,1400,好,4,1,45,孫達志,史卓豐,3-1/2,14,118,9 7 8 5,1.23.07,1122,B/TT
N234,112,01,18/10/2015,沙田,草地,C+3,1400,好/快,5,2,40,孫達志,潘頓,1/2,3.2,133,3 4 3 1,1.23.22,1117,B/TT
N234,068,06,01/10/2015,沙田,草地,A+3,1200,好,4,3,42,孫達志,史卓豐,6,12,116,6 5 6,1.10.74,1117,B/TT
N234,038,05,19/09/2015,沙田,草地,C+3,1400,好/快,4,7,44,孫達志,史卓豐,2-1/4,7.8,117,3 2 2 5,1.23.30,1120,B2/TT
N234,006,05,06/09/2015,沙田,草地,B,1400,好,4,5,44,孫達志,鄭雨滇,4-3/4,11,121,5 6 6 5,1.23.28,1111,TT
N234,740,09,01/07/2015,沙田,草地,A,1400,好/快,4,11,50,孫達志,潘頓,3-1/2,5.6,123,8 8 9 9,1.22.99,1118,TT
N234,711,08,21/06/2015,沙田全天候,,,1650,好,4,9,52,孫達志,潘頓,4-1/2,7.9,127,11 11 13 8,1.39.27,1118,TT
N234,693,05,14/06/2015,沙田,草地,B+2,1400,好/快,4,8,54,孫達志,黎海榮,2-1/2,28,127,9 7 7 5,1.23.68,1125,TT
N234,601,07,09/05/2015,沙田,草地,B+2,1400,好/快,4,11,56,孫達志,黎海榮,4-3/4,11,127,10 10 9 7,1.23.02,1108,TT
N234,562,05,26/04/2015,沙田,草地,A,1400,好/快,4,5,57,孫達志,黎海榮,1-1/2,23,130,6 6 8 5,1.24.11,1099,TT
N234,516,10,07/04/2015,沙田,草地,B+2,1400,好/快,4,11,59,孫達志,黎海榮,3-1/2,34,130,12 11 11 10,1.23.44,1096,TT
N234,486,07,21/03/2015,沙田,草地,C+3,1400,好,3,7,61,孫達志,黎海榮,3,99,113,10 9 7 7,1.22.55,1085,TT
N234,446,10,08/03/2015,沙田全天候,,,1200,好,3,4,64,孫達志,黎海榮,9,78,115,6 5 10,1.09.57,1099,TT
N234,411,11,21/02/2015,沙田,草地,A+3,1400,好,3,5,65,孫達志,蔡明紹,10,61,119,4 1 2 11,1.23.87,1091,TT
N234,655,WV,25/05/2014,沙田,草地,A,1400,好,3,--,68,告東尼,蔡明紹,--,--,121,--,--,--,--
N234,619,05,10/05/2014,沙田,草地,C,1400,好/黏,3,1,70,告東尼,吳嘉晉,3-1/4,13,118,4 4 4 5,1.23.59,1130,TT
N234,563,06,16/04/2014,跑馬地,草地,C,1650,好/快,3,11,70,告東尼,郭能,1-3/4,9.9,124,7 7 5 6,1.41.44,1125,TT
N234,518,02,30/03/2014,沙田,草地,A+3,1400,好,3,14,68,告東尼,吳嘉晉,頸位,25,118,9 8 8 2,1.22.80,1127,TT
N234,476,07,16/03/2014,沙田,草地,A,1400,好,3,14,70,告東尼,蔡明紹,3-1/4,10,125,5 6 7 7,1.23.16,1119,TT
N234,425,04,23/02/2014,沙田全天候,,,1650,好,3,4,71,告東尼,呂卓賢,3,9.5,119,1 1 1 4,1.38.86,1127,TT
N234,387,05,08/02/2014,沙田全天候,,,1200,好,3,2,73,告東尼,蔡明紹,4,9.8,126,10 6 5,1.09.62,1121,B-/XB-/TT
N234,221,08,08/12/2013,沙田,草地,A,1200,好/快,3,9,75,苗禮德,貝湯美,6-3/4,13,128,14 14 8,1.10.08,1110,B/XB/TT
N234,133,05,03/11/2013,沙田,草地,C+3,1000,好/快,3,11,77,苗禮德,歐道樂,4,53,130,10 9 5,0.57.92,1117,B/XB1/TT2
N234,026,12,15/09/2013,沙田全天候,,,1200,好,3,1,78,苗禮德,潘頓,20,3.9,131,5 5 12,1.12.32,1116,B
N234,738,07,01/07/2013,沙田全天候,,,1200,濕快,2,12,83,苗禮德,霍勵賢,7,15,118,1 1 7,1.10.08,1117,B
N234,653,05,29/05/2013,跑馬地,草地,C+3,1200,好/快,3,6,83,苗禮德,貝湯美,4-1/4,13,132,5 4 5,1.10.32,1155,B
N234,591,04,05/05/2013,沙田,草地,A+3,1200,好,2,7,82,苗禮德,霍勵賢,1-1/4,20,115,12 13 4,1.09.33,1146,B
N234,515,11,07/04/2013,沙田全天候,,,1200,好,2,9,84,苗禮德,薛寶力,5-1/2,11,121,1 1 11,1.09.21,1131,B
N234,473,09,20/03/2013,沙田全天候,,,1650,好,2,6,86,苗禮德,霍勵賢,12-3/4,7.5,123,1 1 1 9,1.40.28,1146,B
N234,433,09,02/03/2013,沙田全天候,,,1200,好,2,12,88,苗禮德,潘頓,4,4.1,124,8 10 9,1.09.32,1142,B
N234,398,05,17/02/2013,沙田,草地,A,1200,好,2,13,88,苗禮德,李寶利,1-1/2,29,121,12 10 5,1.10.22,1142,B
N234,351,06,27/01/2013,沙田,草地,B,1200,好,2,13,89,苗禮德,李寶利,2-1/4,69,126,9 6 6,1.09.87,1142,B
