horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
V086,789,10,07/07/2019,沙田,草地,C,1400,好,5,4,26,高伯新,沈拿,9-1/4,24,119,1 2 1 10,1.24.31,1117,XB
V086,594,05,22/04/2019,沙田,草地,C+3,1400,好,5,2,26,高伯新,利敬國,2-1/4,7.4,119,2 3 4 5,1.23.27,1136,XB
V086,520,01,24/03/2019,沙田,草地,C+3,1400,好,5,8,21,高伯新,利敬國,1-1/4,30,114,1 1 1 1,1.23.23,1133,XB
V086,384,08,02/02/2019,沙田,草地,C,1000,好,5,2,23,高伯新,韋達,3-3/4,4,117,1 1 8,0.58.51,1137,XB
V086,369,07,27/01/2019,沙田,草地,B+2,1400,好,5,1,25,高伯新,巴度,4,17,118,2 1 1 7,1.23.69,1144,XB
V086,312,04,06/01/2019,沙田全天候,,,1200,好,5,11,27,高伯新,巴度,4-1/4,21,122,11 7 4,1.09.97,1146,XB
V086,292,03,29/12/2018,沙田,草地,B+2,1200,好,5,3,28,高伯新,莫雷拉,2-1/2,4.3,119,5 3 3,1.10.65,1150,XB
V086,209,WV,28/11/2018,跑馬地,草地,A,1200,好,5,--,28,高伯新,蔡明紹,--,--,121,--,--,--,--
V086,019,12,09/09/2018,沙田,草地,C,1000,好,5,11,30,高伯新,麥偉利,10-3/4,7.9,123,11 10 12,0.59.68,1176,H-/XB1/TT-
V086,391,08,04/02/2018,沙田,草地,C,1200,好,5,2,36,文家良,潘明輝,5,9.9,122,1 1 8,1.11.30,1160,H/TT
V086,329,08,10/01/2018,跑馬地,草地,B,1000,好,5,8,38,文家良,李寶利,3-1/4,18,131,3 2 8,0.58.56,1163,H/TT
V086,799,07,16/07/2017,沙田,草地,C,1200,好,4,10,42,文家良,黃皓楠,4,17,110,2 2 7,1.10.73,1137,H/TT
V086,729,11,14/06/2017,跑馬地,草地,B,1200,好/快,4,8,44,文家良,黎海榮,6-1/2,12,119,1 1 11,1.11.02,1128,H/TT
V086,069,05,01/10/2016,沙田,草地,A+3,1200,好,4,10,44,文家良,莫雷拉,2-3/4,2.9,117,2 3 5,1.10.05,1156,H/TT
V086,020,02,11/09/2016,沙田,草地,C,1200,好,4,9,44,文家良,莫雷拉,2-3/4,2.8,117,1 1 2,1.09.81,1151,H/TT
V086,745,04,26/06/2016,沙田,草地,A,1200,好/快,4,5,44,文家良,楊明綸,2-1/4,5.5,115,1 1 4,1.09.38,1142,H/TT
V086,688,02,05/06/2016,沙田,草地,B+2,1200,好,4,6,44,文家良,史卓豐,2-1/4,15,118,1 1 2,1.09.52,1149,H/TT
V086,567,07,16/04/2016,沙田,草地,C+3,1000,好/快,4,13,46,文家良,杜利萊,4-1/4,9,120,5 8 7,0.56.21,1132,H1/TT1
V086,514,12,28/03/2016,沙田全天候,,,1200,好,4,11,48,文家良,黎海榮,11,20,121,2 2 12,1.10.91,1136,--
V086,456,06,06/03/2016,沙田,草地,C,1200,好,4,1,50,文家良,巫斯義,5-1/2,4.9,124,3 3 6,1.10.90,1138,--
V086,328,11,17/01/2016,沙田,草地,C+3,1000,好/黏,4,14,52,文家良,巫斯義,7-1/2,3.6,125,3 6 11,0.58.07,1132,--
V086,263,06,19/12/2015,沙田,草地,C+3,1000,好,4,11,52,文家良,田泰安,1-1/2,2.2,126,5 5 6,0.57.74,1136,--
