horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
B108,617,09,27/04/2022,跑馬地,草地,C+3,2200,好/快,4,5,58,韋達,田泰安,6-1/2,6,131,9 9 9 9 12 9,2.16.75,1072,B/XB
B108,589,12,16/04/2022,沙田,草地,C+3,1800,好,4,6,60,韋達,希威森,6-3/4,21,133,13 14 14 14 12,1.49.62,1073,B/XB
B108,545,12,30/03/2022,沙田全天候,,,1800,快,3,10,62,韋達,潘明輝,6,48,112,14 11 12 11 12,1.47.44,1081,B/XB
B108,518,04,20/03/2022,沙田,草地,A,1400,好,3,12,63,韋達,霍宏聲,3-1/4,60,119,13 13 11 4,1.22.46,1088,B/XB
B108,481,09,06/03/2022,沙田,草地,C,1400,好,3,6,64,韋達,莫丹尼,4,105,117,13 13 14 9,1.22.38,1093,B/XB
B108,426,05,16/02/2022,跑馬地,草地,C,2200,好,3,1,66,韋達,莫丹尼,2-1/2,20,119,6 5 5 5 6 5,2.17.19,1099,B/XB
B108,405,10,06/02/2022,跑馬地,草地,A,1800,好,3,9,67,韋達,莫丹尼,6,44,123,10 10 11 12 10,1.51.21,1087,B/XB
B108,274,05,22/12/2021,跑馬地,草地,C+3,2200,好,3,7,67,韋達,周俊樂,3-1/4,9.8,121,10 10 10 10 9 5,2.15.80,1077,B/XB
B108,191,12,21/11/2021,沙田,草地,B+2,2000,好,3,8,67,韋達,周俊樂,4,8.1,121,1 2 2 3 12,2.02.76,1081,B/XB
B108,135,01,31/10/2021,跑馬地,草地,C+3,2200,好,3,10,61,韋達,周俊樂,頸位,5.1,116,11 11 11 10 7 1,2.16.98,1067,B/XB
B108,094,01,17/10/2021,沙田,草地,B+2,2000,好,4,5,56,韋達,周俊樂,頸位,7.6,128,6 6 7 8 1,2.02.37,1076,B/XB
B108,047,03,22/09/2021,跑馬地,草地,C+3,1800,好/快,4,3,57,韋達,周俊樂,2-1/2,7.4,121,2 4 4 4 3,1.48.74,1069,H-/B2/XB2
B108,008,09,05/09/2021,沙田,草地,A,1600,好,4,8,59,韋達,周俊樂,4-1/2,11,128,10 11 12 9,1.35.33,1070,XB-/H/TT-
B108,781,08,26/06/2021,沙田,草地,B,2000,好/黏,3,11,63,告東尼,巫顯東,6-1/2,36,114,14 14 14 14 8,2.03.16,1058,H/XB/TT
B108,717,11,30/05/2021,沙田,草地,B,1200,好/快,3,14,63,告東尼,巫顯東,5-1/4,113,113,14 14 11,1.09.12,1062,H/XB/TT
B108,640,06,02/05/2021,沙田,草地,B,1800,好,3,8,64,告東尼,馬雅,2-1/2,34,118,12 11 12 13 6,1.47.50,1057,H/XB/TT
B108,582,08,11/04/2021,沙田,草地,C,1800,好,3,7,66,告東尼,蔡明紹,8,15,120,9 8 7 11 8,1.47.59,1048,H/XB/TT
B108,519,09,21/03/2021,沙田,草地,A,2000,好,3,8,68,告東尼,莫雷拉,5-3/4,8,123,4 2 2 2 9,2.03.32,1048,H/XB/TT
