horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
E354,247,FE,12/12/2021,沙田,草地,A,1200,好,G1,6,111,大衛希斯,田泰安,---,6.7,126,9,--,1371,TT
E354,192,02,21/11/2021,沙田,草地,B+2,1200,好,G2,9,101,大衛希斯,潘頓,3/4,8.1,123,10 10 2,1.08.11,1366,TT1
E354,099,09,17/10/2021,沙田,草地,B+2,1200,好,G2,3,101,大衛希斯,巴度,5-1/4,3.2,114,9 9 9,1.08.79,1386,--
E354,064,02,26/09/2021,沙田,草地,C+3,1200,好/快,2,9,100,大衛希斯,潘頓,1-1/4,3.3,133,10 10 2,1.08.43,1381,--
E354,004,01,05/09/2021,沙田,草地,A,1200,好,1,6,90,大衛希斯,田泰安,1,2.7,113,7 8 1,1.08.11,1377,--
E354,786,WV,26/06/2021,沙田,草地,B,1200,好,2,--,90,大衛希斯,潘頓,--,--,127,--,--,--,--
E354,718,01,30/05/2021,沙田,草地,B,1200,好/快,2,7,82,大衛希斯,何澤堯,1-1/4,17,117,8 7 1,1.07.92,1360,--
