horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
K361,528,12,18/03/2026,跑馬地,草地,A,1000,好/快,4,10,51,游達榮,艾道拿,11,67,127,8 9 12,0.58.33,1103,H-/B1/TT-
K361,467,10,25/02/2026,跑馬地,草地,B,1200,好,4,6,54,游達榮,麥文堅,5,25,129,2 2 10,1.10.38,1119,H1/TT
K361,388,11,28/01/2026,跑馬地,草地,C,1000,好/快,4,9,56,游達榮,麥文堅,4-1/4,57,130,9 9 11,0.57.61,1134,TT
K361,189,12,19/11/2025,跑馬地,草地,B,1200,好,4,5,58,游達榮,布文,7-1/2,7.8,134,5 7 12,1.10.87,1139,TT
K361,147,07,02/11/2025,跑馬地,草地,C,1000,好/快,3,9,60,游達榮,巫顯東,5,55,113,11 10 7,0.57.45,1136,TT
K361,072,12,04/10/2025,沙田,草地,B+2,1000,好/快,3,7,62,游達榮,楊明綸,10,123,115,8 12 12,0.58.13,1138,TT
K361,035,11,17/09/2025,跑馬地,草地,B,1000,好/快,3,8,64,游達榮,田泰安,7-1/4,32,120,11 10 11,0.57.55,1129,TT
K361,824,08,09/07/2025,跑馬地,草地,A,1000,好/快,3,11,64,游達榮,田泰安,3,68,119,10 9 8,0.57.16,1129,XB-/TT
K361,786,12,25/06/2025,跑馬地,草地,C,1200,好/快,3,2,66,游達榮,蔡明紹,4-1/2,62,121,6 7 12,1.10.19,1133,XB/TT
K361,705,09,25/05/2025,沙田,草地,A,1000,好,3,3,66,游達榮,賀銘年,5,31,122,8 7 9,0.58.20,1135,XB1/TT1
