horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
D168,382,09,30/01/2022,沙田,草地,A+3,1600,好,3,14,61,大衛希斯,蔡明紹,2-3/4,34,116,13 12 12 9,1.35.44,1063,TT
D168,274,09,22/12/2021,跑馬地,草地,C+3,2200,好,3,10,61,大衛希斯,蔡明紹,5-3/4,7,118,5 5 7 7 7 9,2.16.20,1071,TT
D168,215,01,01/12/2021,跑馬地,草地,A,2200,好,4,2,54,大衛希斯,潘頓,2-1/4,2.7,131,3 3 3 3 3 1,2.18.86,1051,TT
D168,170,02,13/11/2021,沙田,草地,A+3,2000,好,4,3,54,大衛希斯,賀銘年,1-1/2,7.6,127,3 4 4 1 2,2.01.55,1058,TT
D168,094,04,17/10/2021,沙田,草地,B+2,2000,好,4,1,53,大衛希斯,賀銘年,1/2,7.8,128,3 3 4 4 4,2.02.45,1050,PC-/TT2
D168,088,14,10/10/2021,沙田全天候,,,1650,濕慢,4,10,55,大衛希斯,賀銘年,16-1/4,12,128,12 12 13 14,1.42.93,1059,PC
D168,060,05,26/09/2021,沙田,草地,C+3,1400,好/快,4,9,56,大衛希斯,賀銘年,2,13,130,11 11 10 5,1.21.66,1054,B-/PC1
D168,025,07,12/09/2021,沙田,草地,B,1400,好/快,4,2,56,大衛希斯,薛恩,3,4.4,129,11 9 10 7,1.22.24,1063,B
D168,794,04,01/07/2021,沙田,草地,C,1400,好/快,4,4,57,大衛希斯,薛恩,1-1/4,7.2,130,8 8 6 4,1.22.31,1054,B
D168,752,02,13/06/2021,沙田,草地,C+3,1400,好/快,4,8,55,大衛希斯,薛恩,1/2,15,128,12 8 5 2,1.21.29,1060,B2
D168,656,04,08/05/2021,沙田,草地,C,1800,好/快,4,3,57,大衛希斯,潘頓,3,4.5,130,10 8 6 7 4,1.48.10,1052,CP-/XB-
D168,597,09,17/04/2021,沙田,草地,C+3,1800,好,4,8,59,大衛希斯,周俊樂,4,6,126,12 11 11 10 9,1.50.78,1049,CP/XB
D168,547,04,31/03/2021,沙田全天候,,,1800,好,3,5,61,大衛希斯,楊明綸,3,13,115,8 6 6 4 4,1.48.45,1035,XB/CP2
D168,519,06,21/03/2021,沙田,草地,A,2000,好,3,2,63,大衛希斯,潘明輝,3-3/4,7.4,116,6 6 5 6 6,2.03.00,1046,XB
D168,466,05,28/02/2021,沙田,草地,B+2,1800,好,3,3,65,大衛希斯,潘明輝,3-3/4,5.8,116,9 9 9 8 5,1.47.24,1060,XB
D168,369,03,24/01/2021,沙田,草地,A+3,2000,好,3,8,66,大衛希斯,潘明輝,2,22,118,7 7 7 8 3,2.02.66,1057,XB2
D168,325,06,06/01/2021,跑馬地,草地,A,1800,好,3,11,68,大衛希斯,潘頓,3,15,121,11 6 6 6 6,1.50.74,1056,--
D168,260,09,13/12/2020,沙田,草地,A,1800,好,3,10,69,大衛希斯,馬昆,2-1/4,32,123,11 10 11 10 9,1.48.74,1050,--
D168,229,06,29/11/2020,沙田,草地,C,1600,好,3,9,70,大衛希斯,潘頓,2,13,123,10 10 9 6,1.34.50,1063,--
D168,192,06,14/11/2020,沙田,草地,C+3,1400,好,3,3,71,大衛希斯,楊明綸,2,12,119,7 8 8 6,1.21.87,1053,--
D168,119,07,18/10/2020,沙田,草地,B+2,1200,好/快,3,5,71,大衛希斯,薛恩,2-1/2,50,124,14 12 7,1.09.36,1065,--
D168,818,14,12/07/2020,沙田,草地,A,1400,好/快,3,14,71,約翰摩亞,梁家俊,6,24,124,14 12 13 14,1.22.46,1038,--
D168,798,01,05/07/2020,沙田,草地,C+3,1400,好/快,3,9,66,約翰摩亞,潘頓,頸位,4.1,120,12 12 11 1,1.21.34,1040,--
D168,758,05,21/06/2020,沙田,草地,A,1400,好/快,3,13,67,約翰摩亞,黃俊,2-1/2,43,115,12 13 11 5,1.21.73,1055,--
D168,708,10,31/05/2020,沙田,草地,B,1400,好,3,8,69,約翰摩亞,楊明綸,3-1/2,44,123,5 3 4 10,1.22.00,1044,B-
D168,666,10,17/05/2020,沙田,草地,C+3,1600,好/快,3,10,71,約翰摩亞,何澤堯,7-3/4,17,129,1 1 1 10,1.35.54,1042,B/TT-
D168,603,07,26/04/2020,沙田,草地,A,1200,好,3,8,73,約翰摩亞,蔡明紹,4-3/4,29,128,11 11 7,1.09.95,1051,CP-/XB-/B1/TT1
D168,460,WV,01/03/2020,沙田,草地,B+2,1400,好,3,--,73,約翰摩亞,薛恩,--,--,128,--,--,--,--
D168,414,11,12/02/2020,跑馬地,草地,C+3,1650,好/快,3,4,75,約翰摩亞,郭能,8-1/4,15,128,7 2 2 11,1.40.53,1048,XB/CP1
D168,368,09,27/01/2020,沙田,草地,B+2,1600,好,4YO,7,75,約翰摩亞,郭能,8-1/2,260,126,6 6 7 9,1.34.97,1050,XB
D168,331,08,11/01/2020,沙田,草地,A,1400,好,3,7,75,約翰摩亞,郭能,3,7.7,129,6 6 8 8,1.22.37,1070,XB1
