horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
G410,143,12,30/10/2024,跑馬地,草地,C+3,1650,好,4,9,46,蘇偉賢,巴度,45-3/4,20,122,8 8 11 12,1.47.93,1173,PC-/B2/TT
G410,687,12,22/05/2024,跑馬地,草地,C+3,1650,好,4,4,49,蘇偉賢,田泰安,74,9.8,125,4 4 8 12,1.52.32,1161,PC/TT
G410,575,04,10/04/2024,跑馬地,草地,B,1650,好,4,4,51,蘇偉賢,田泰安,2-3/4,12,127,1 1 1 4,1.42.20,1185,PC/TT
G410,489,09,10/03/2024,沙田,草地,C,1400,好,4,10,53,蘇偉賢,田泰安,8-1/2,26,129,7 10 10 9,1.23.62,1184,PC/TT
G410,396,08,04/02/2024,沙田,草地,B+2,1400,好,4,9,53,蘇偉賢,田泰安,4-1/4,7.2,128,12 10 9 8,1.23.34,1189,PC/TT
G410,337,02,13/01/2024,沙田,草地,C+3,1400,好,4,5,51,蘇偉賢,田泰安,鼻位,12,127,3 4 4 2,1.22.88,1187,PC/TT
G410,266,05,20/12/2023,跑馬地,草地,C,1650,好,4,4,53,蘇偉賢,田泰安,2-1/4,14,130,3 4 4 5,1.41.95,1189,B-/PC1/TT
G410,189,10,22/11/2023,跑馬地,草地,C,1650,好,4,1,55,蘇偉賢,田泰安,7-1/4,10,130,3 4 4 10,1.41.22,1181,B/TT
G410,152,04,08/11/2023,跑馬地,草地,A,1650,好,4,4,55,蘇偉賢,田泰安,1,16,133,3 4 3 4,1.40.67,1178,B/TT
G410,097,10,18/10/2023,跑馬地,草地,B,1650,黏,4,4,57,蘇偉賢,巴度,8-3/4,10,134,2 2 1 10,1.43.98,1178,B/TT
G410,802,05,06/07/2023,跑馬地,草地,A,1650,好,4,8,60,蘇偉賢,田泰安,4-1/2,20,135,3 4 5 5,1.40.87,1173,B/TT
G410,726,03,07/06/2023,跑馬地,草地,A,1650,好,4,12,60,蘇偉賢,田泰安,3/4,16,135,1 1 1 3,1.41.17,1171,B/TT
G410,645,10,07/05/2023,沙田,草地,B,1400,軟,3,5,62,蘇偉賢,蔡明紹,10-1/2,17,115,1 4 7 10,1.25.10,1170,B1/TT
G410,585,04,15/04/2023,沙田,草地,C,1400,好,3,12,63,蘇偉賢,蔡明紹,2-1/2,31,118,3 4 4 4,1.22.52,1174,XB-/TT
G410,491,08,11/03/2023,沙田,草地,C,1400,好,3,14,64,蘇偉賢,蔡明紹,5-1/2,39,121,5 3 3 8,1.22.22,1172,XB/TT
G410,425,08,15/02/2023,跑馬地,草地,C,1650,好/快,3,5,64,蘇偉賢,蔡明紹,3-3/4,11,124,3 3 4 8,1.40.23,1184,XB/TT
G410,346,03,18/01/2023,跑馬地,草地,C,1650,好,3,1,63,蘇偉賢,巴度,頸位,5.8,120,1 1 1 3,1.41.05,1185,XB1/TT1
G410,278,07,24/12/2022,沙田,草地,B,1400,好/快,3,12,65,蘇偉賢,田泰安,4,21,120,11 12 11 7,1.22.06,1185,--
G410,175,09,16/11/2022,跑馬地,草地,B,1200,好,3,11,67,蘇偉賢,梁家俊,4-3/4,79,124,7 8 9,1.10.25,1186,--
G410,110,09,19/10/2022,跑馬地,草地,B,1200,好/快,3,11,67,蘇偉賢,梁家俊,4,52,124,12 12 9,1.10.37,1165,--
