horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
E260,814,11,09/07/2023,沙田,草地,C+3,1200,好/快,3,8,65,蔡約翰,巴度,7,12,123,7 8 11,1.10.54,1125,--
E260,729,05,07/06/2023,跑馬地,草地,A,1000,好,3,2,67,蔡約翰,田泰安,3-1/4,13,117,4 5 5,0.57.28,1120,--
E260,688,05,24/05/2023,跑馬地,草地,C,1000,好,3,5,68,蔡約翰,田泰安,1-1/2,34,125,6 7 5,0.57.10,1122,P-
E260,644,12,07/05/2023,沙田,草地,B,1000,軟,3,3,70,蔡約翰,嘉里,8-1/4,69,125,7 10 12,0.58.38,1130,P
E260,602,07,23/04/2023,沙田全天候,,,1200,好,3,10,72,蔡約翰,巴度,7,46,123,7 8 7,1.09.18,1130,B-/P2
E260,158,10,09/11/2022,跑馬地,草地,A,1200,好,3,1,74,蔡約翰,巴度,4-1/4,7.7,133,3 4 10,1.10.05,1151,B
E260,110,07,19/10/2022,跑馬地,草地,B,1200,好/快,3,2,76,蔡約翰,潘頓,3-3/4,6.2,133,4 5 7,1.10.32,1136,B
E260,071,04,05/10/2022,跑馬地,草地,C+3,1200,好/快,3,2,76,蔡約翰,潘頓,3-1/2,2.2,135,5 4 4,1.09.74,1134,B
E260,035,02,21/09/2022,跑馬地,草地,B,1200,好/快,3,5,75,蔡約翰,潘頓,3/4,10,132,7 7 2,1.09.79,1119,B1
E260,007,12,11/09/2022,沙田,草地,A,1200,好,3,13,77,蔡約翰,嘉里,11,20,134,8 7 12,1.10.82,1124,--
E260,785,10,28/06/2022,跑馬地,草地,C,1200,好/快,3,7,79,蔡約翰,莫雷拉,4-1/2,7.7,134,3 3 10,1.10.08,1126,--
E260,739,09,08/06/2022,跑馬地,草地,A,1200,黏,3,5,80,蔡約翰,莫雷拉,4,3.9,133,3 2 9,1.11.98,1129,--
E260,678,03,18/05/2022,跑馬地,草地,B,1200,好,3,10,80,蔡約翰,潘頓,3/4,3.7,133,5 6 3,1.09.62,1132,--
E260,634,02,01/05/2022,沙田,草地,B,1200,好/黏,3,1,80,蔡約翰,田泰安,3,6.6,133,4 2 2,1.10.77,1135,P-
E260,593,06,16/04/2022,沙田全天候,,,1200,好,3,1,81,蔡約翰,波健士,5,10,130,11 6 6,1.08.99,1139,P
E260,546,05,30/03/2022,沙田全天候,,,1200,快,3,3,81,蔡約翰,波健士,2-1/2,10,130,8 9 5,1.08.13,1137,P1
E260,278,WV,22/12/2021,跑馬地,草地,C+3,1000,好,2,--,81,蔡約翰,莫雷拉,--,--,115,--,--,--,--
E260,204,02,24/11/2021,跑馬地,草地,C+3,1200,好,2,4,81,蔡約翰,莫雷拉,1-1/2,3.4,116,4 3 2,1.09.31,1123,--
E260,164,04,10/11/2021,跑馬地,草地,B,1200,好,2,9,81,蔡約翰,莫雷拉,2-1/4,4,116,4 4 4,1.09.74,1122,--
E260,074,01,01/10/2021,沙田,草地,A,1200,好,3,6,75,蔡約翰,莫雷拉,1,2.5,129,2 2 1,1.08.95,1119,--
E260,044,05,19/09/2021,沙田,草地,C,1200,好,3,11,75,蔡約翰,莫雷拉,1,2.3,130,2 2 5,1.09.02,1123,--
E260,824,01,11/07/2021,沙田,草地,A,1200,好/快,3,7,64,蔡約翰,莫雷拉,1-1/2,1.8,118,1 1 1,1.08.55,1135,--
E260,785,03,26/06/2021,沙田,草地,B,1200,好,3,4,64,蔡約翰,莫雷拉,1-1/4,1.8,117,6 4 3,1.08.72,1129,--
E260,735,03,06/06/2021,沙田,草地,C,1200,好/快,3,10,64,蔡約翰,莫雷拉,1,1.5,117,5 3 3,1.08.98,1132,--
E260,691,01,23/05/2021,沙田,草地,A,1200,好/快,4,7,52,蔡約翰,莫雷拉,2-1/4,1.8,127,1 1 1,1.08.89,1134,--
