horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
K479,587,03,08/04/26,跑馬地,草地,C+3,1000,好,4,6,58,呂健威,奧爾民,1-1/2,7.1,133,3 3 3,0.56.72,1016,CP/XB
K479,529,02,18/03/26,跑馬地,草地,A,1200,好/快,4,12,58,呂健威,潘頓,1-3/4,2.9,133,1 1 2,1.09.53,1011,CP/XB
K479,482,08,01/03/26,沙田,草地,B+2,1200,好,3,4,60,呂健威,巴度,5,27,118,4 2 8,1.09.98,1031,XB/CP2
K479,428,10,11/02/26,跑馬地,草地,A,1200,好/快,4,12,60,呂健威,奧爾民,4-1/2,4,135,1 2 10,1.10.48,1034,XB
K479,387,02,28/01/26,跑馬地,草地,C,1200,好/快,4,8,58,呂健威,奧爾民,頭位,5.5,133,2 2 2,1.09.79,1041,XB
K479,330,04,07/01/26,跑馬地,草地,A,1200,好,4,8,59,呂健威,布文,2-1/4,8.7,135,2 2 4,1.10.03,1034,XB1
K479,271,04,17/12/25,跑馬地,草地,B,1000,好,3,9,60,呂健威,杜苑欣,1-3/4,12,115,2 5 4,0.56.98,1024,--
K479,233,04,03/12/25,跑馬地,草地,C+3,1000,好,3,10,60,呂健威,杜苑欣,1-1/2,43,117,5 6 4,0.56.95,1042,--
K479,182,11,15/11/25,沙田,草地,A+3,1000,好,3,3,62,呂健威,蔡明紹,6-1/2,38,117,5 5 11,0.57.79,1042,--
K479,131,08,26/10/25,沙田,草地,A,1000,好/快,3,4,63,呂健威,董明朗,2,103,122,5 6 8,0.56.70,1039,--
K479,072,14,04/10/25,沙田,草地,B+2,1000,好/快,3,5,63,呂健威,巴度,12-1/2,24,115,9 9 14,0.58.53,1057,CP-
