horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
N333,470,11,09/03/2016,跑馬地,草地,A,1200,好/黏,2,11,85,告東尼,蔡明紹,9,17,118,11 11 11,1.11.38,1160,CP/H/TT
N333,253,03,13/12/2015,沙田,草地,A,1200,好,2,14,85,告東尼,巫斯義,2-1/2,13,122,2 2 3,1.09.73,1155,CP/H/TT
N333,197,02,21/11/2015,沙田,草地,B+2,1200,好,2,8,85,告東尼,霍勵賢,2,10,119,4 4 2,1.09.04,1156,CP/H/TT
N333,091,06,07/10/2015,跑馬地,草地,A,1200,好/黏,2,9,85,告東尼,吳嘉晉,3,28,117,2 2 6,1.10.50,1166,CP/H/TT
N333,688,09,10/06/2015,跑馬地,草地,B,1200,好/快,2,4,91,告東尼,蔡明紹,6-1/4,12,128,6 8 9,1.10.37,1137,CP/H/TT
N333,560,11,22/04/2015,跑馬地,草地,C,1200,好/快,2,10,94,告東尼,薛寶力,3-1/4,59,131,5 4 11,1.10.45,1150,CP/H/TT
N333,510,08,01/04/2015,跑馬地,草地,A,1200,好/快,2,3,96,告東尼,吳嘉晉,9,13,128,4 5 8,1.10.38,1133,CP/H/TT
N333,458,10,11/03/2015,跑馬地,草地,B,1200,好,2,5,98,告東尼,吳嘉晉,5,22,128,4 4 10,1.10.56,1139,CP/H/TT
N333,425,09,01/03/2015,沙田全天候,,,1200,好,1,5,100,告東尼,楊明綸,5,99,114,4 6 9,1.08.61,1159,CP/H/TT
N333,390,09,11/02/2015,跑馬地,草地,B,1200,好/快,2,11,102,告東尼,韋達,5-3/4,14,133,5 6 9,1.10.51,1151,H/CP1/TT
N333,361,07,01/02/2015,沙田,草地,C,1200,好/快,1,1,104,告東尼,紀仁安,4,14,127,3 5 7,1.09.29,1148,H/TT
N333,334,03,21/01/2015,跑馬地,草地,C,1200,好,2,4,105,告東尼,吳嘉晉,3-1/4,5.4,128,4 4 3,1.09.70,1145,H/TT
N333,307,08,10/01/2015,沙田全天候,,,1200,好,1,5,107,告東尼,巫斯義,9-3/4,37,133,3 5 8,1.09.63,1161,H/TT
N333,249,05,17/12/2014,跑馬地,草地,B,1200,好/快,1,5,107,告東尼,郭能,1-3/4,19,126,5 6 5,1.09.38,1146,H/TT
N333,118,09,26/10/2014,沙田,草地,B+2,1200,好/快,HKG2,1,109,告東尼,蔡明紹,5-1/4,50,118,4 4 9,1.09.53,1149,H/TT
N333,053,07,01/10/2014,沙田,草地,C+3,1000,好/快,HKG3,6,110,告東尼,吳嘉晉,4-3/4,79,120,9 9 7,0.56.15,1151,H/TT
N333,003,09,14/09/2014,沙田,草地,A,1200,好/快,1,1,110,告東尼,潘頓,6,21,120,3 4 9,1.09.33,1144,H1/TT
N333,656,08,25/05/2014,沙田,草地,A,1200,好,HKG3,5,110,告東尼,薛寶力,3,14,122,5 6 8,1.09.58,1133,TT
N333,580,03,27/04/2014,沙田,草地,A,1200,好/快,HKG2,4,105,告東尼,田泰安,1-1/4,8.3,123,3 3 3,1.09.30,1126,TT
N333,499,05,23/03/2014,沙田,草地,C+3,1400,好,2,4,105,告東尼,吳嘉晉,3-3/4,11,128,1 3 2 5,1.22.45,1138,TT
N333,405,05,16/02/2014,沙田,草地,A,1200,好,HKG1,4,100,告東尼,潘頓,1/2,12,126,1 1 5,1.09.47,1142,TT
N333,332,01,15/01/2014,跑馬地,草地,C,1200,好,2,2,95,告東尼,蔡明紹,短馬頭位,4.1,123,3 3 1,1.09.89,1141,TT
N333,273,06,26/12/2013,跑馬地,草地,A,1200,好/快,1,7,97,告東尼,蔡明紹,2-3/4,5.4,121,3 4 6,1.10.45,1135,TT
N333,222,05,08/12/2013,沙田,草地,A,1400,好/快,1,7,98,告東尼,紀仁安,4-1/2,8.6,120,2 2 2 5,1.21.64,1135,TT
N333,172,07,17/11/2013,沙田,草地,B+2,1200,好/快,G2,11,98,告東尼,馬偉昌,3-1/4,36,123,2 2 7,1.09.32,1133,TT
N333,108,02,23/10/2013,跑馬地,草地,C,1200,好/快,2,3,96,告東尼,呂卓賢,3/4,4.5,121,1 1 2,1.09.76,1136,TT
N333,064,06,06/10/2013,沙田,草地,A,1200,好/快,2,5,97,告東尼,蔡明紹,2-1/2,9.3,131,1 2 6,1.09.41,1133,TT
N333,017,06,11/09/2013,跑馬地,草地,A,1200,好/快,2,5,97,告東尼,蔡明紹,2-1/2,3.7,130,3 3 6,1.10.15,1125,TT
N333,767,02,10/07/2013,跑馬地,草地,B,1200,好,1,9,95,告東尼,蔡明紹,短馬頭位,4.1,117,6 6 2,1.10.21,1112,TT
N333,682,06,08/06/2013,沙田,草地,B+2,1200,好/快,2,7,95,告東尼,蔡明紹,1-1/2,3.8,130,1 1 6,1.09.52,1120,TT
N333,628,04,18/05/2013,沙田,草地,C,1400,好,2,13,95,告東尼,楊明綸,4,9,127,7 2 2 4,1.22.30,1118,TT
N333,591,01,05/05/2013,沙田,草地,A+3,1200,好,2,13,89,告東尼,蔡明紹,頸位,5.5,119,3 3 1,1.09.11,1116,TT
N333,560,01,24/04/2013,跑馬地,草地,C,1200,好,3,2,81,告東尼,蔡明紹,1,3,127,4 4 1,1.10.15,1121,TT
N333,505,01,01/04/2013,沙田,草地,B+2,1200,好,3,9,75,告東尼,王志偉,頭位,9.1,127,3 3 1,1.09.74,1117,TT
N333,469,06,17/03/2013,沙田,草地,A,1200,好/快,3,3,75,告東尼,蔡明紹,2,3.1,126,1 1 6,1.09.82,1110,TT
N333,414,01,24/02/2013,沙田,草地,B,1200,好,3,4,69,告東尼,蔡明紹,鼻位,2.4,122,1 1 1,1.09.81,1115,TT
N333,388,02,12/02/2013,沙田,草地,C+3,1200,好,3,7,65,告東尼,蔡明紹,鼻位,7,116,1 1 2,1.10.10,1107,TT
N333,343,01,27/01/2013,沙田,草地,B,1200,好,4,3,58,告東尼,蔡明紹,3/4,9.4,131,4 3 1,1.09.95,1131,TT
N333,293,10,06/01/2013,沙田全天候,,,1200,快,4,1,58,告東尼,蔡明紹,6,7.3,130,3 5 10,1.10.01,1140,TT
N333,721,05,01/07/2012,沙田,草地,B,1000,好,GRIFFIN,11,--,告東尼,蔡明紹,2,1.9,125,5 4 5,0.57.41,1086,TT
N333,692,01,17/06/2012,沙田,草地,C+3,1200,好/黏,GRIFFIN,1,--,告東尼,蔡明紹,3/4,1.8,115,1 1 1,1.10.81,1092,TT
N333,637,03,27/05/2012,沙田,草地,A,1200,好,GRIFFIN,5,--,告東尼,蔡明紹,1/2,13,118,7 3 3,1.11.23,1105,TT1
