horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
T220,703,02,02/06/2019,沙田,草地,B,2000,好/快,5,3,38,方嘉柏,何澤堯,3-1/2,16,133,2 2 2 2 2,2.02.12,961,--
T220,648,13,11/05/2019,沙田,草地,C,1800,好,5,11,38,方嘉柏,陳嘉熙,10-3/4,4.6,121,1 2 3 5 13,1.49.52,959,--
T220,578,01,14/04/2019,沙田,草地,C,1800,好,5,3,31,方嘉柏,陳嘉熙,2,4.7,114,1 1 1 1 1,1.49.43,964,--
T220,539,02,31/03/2019,沙田,草地,A+3,1600,好,5,14,29,方嘉柏,陳嘉熙,頸位,6.4,114,1 1 1 2,1.35.29,979,B-
T220,520,13,24/03/2019,沙田,草地,C+3,1400,好,5,14,31,方嘉柏,夏禮賢,7,11,124,7 10 13 13,1.24.35,992,B
T220,442,03,24/02/2019,沙田,草地,B+2,1400,好,5,5,31,方嘉柏,夏禮賢,1-1/2,23,124,7 6 2 3,1.23.36,990,B1
T220,302,08,01/01/2019,沙田,草地,C,1600,好,5,3,33,方嘉柏,何澤堯,4-1/4,11,125,4 4 6 8,1.36.44,962,--
T220,265,03,19/12/2018,沙田全天候,,,1650,好,5,3,34,方嘉柏,何澤堯,4-1/4,5.4,127,6 6 4 3,1.40.47,980,--
T220,227,12,05/12/2018,跑馬地,草地,B,1650,好,5,9,34,方嘉柏,田泰安,26-1/4,7,128,3 4 9 12,1.45.12,988,--
T220,147,02,04/11/2018,沙田,草地,C+3,1600,好,5,3,32,方嘉柏,田泰安,頸位,5.1,127,5 5 5 2,1.35.90,996,--
T220,002,10,02/09/2018,沙田,草地,B,1600,好,5,7,34,方嘉柏,楊明綸,13-1/4,6.7,118,4 4 6 10,1.36.48,980,E-/PC-/XB-
T220,797,08,15/07/2018,沙田,草地,A,1800,好,5,12,38,李易達,潘頓,3-1/2,3.3,132,3 2 2 2 8,1.50.63,984,E/PC/XB
T220,461,04,28/02/2018,沙田全天候,,,1800,好,4,11,38,李易達,楊明綸,4-1/2,45,111,5 5 5 6 4,1.48.47,1022,E/PC/XB
T220,320,06,07/01/2018,沙田全天候,,,1800,濕慢,5,10,40,李易達,潘頓,6-1/4,7.8,133,11 9 10 6 6,1.49.75,1016,E/PC/XB
T220,242,14,03/12/2017,沙田全天候,,,1650,好,4,3,40,李易達,史卓豐,23-1/2,10,116,9 5 14 14,1.41.88,1014,E/PC/XB
T220,199,02,19/11/2017,沙田全天候,,,1650,好,5,2,39,李易達,楊明綸,2-3/4,7.2,129,7 7 6 2,1.39.62,1008,E/PC/XB
T220,159,03,01/11/2017,沙田全天候,,,1650,快,4,3,40,李易達,楊明綸,2,3.8,111,3 3 3 3,1.40.04,1015,E/XB/PC1
T220,097,05,08/10/2017,沙田全天候,,,1650,好,4,14,42,李易達,楊明綸,3,42,113,7 4 4 5,1.40.79,1010,E/XB
T220,041,04,16/09/2017,沙田全天候,,,1650,好,4,4,42,李易達,楊明綸,2,19,114,3 4 5 4,1.39.97,998,E/XB
T220,021,08,10/09/2017,沙田,草地,C,1600,好,4,7,42,李易達,賴維銘,4-1/2,49,116,3 2 2 8,1.36.00,1007,E/XB
T220,762,06,28/06/2017,跑馬地,草地,C+3,1650,好/快,4,2,44,李易達,楊明綸,3-1/2,16,115,10 11 11 6,1.40.44,990,E/XB
T220,736,09,18/06/2017,沙田全天候,,,1650,濕慢,4,12,46,李易達,楊明綸,11-1/4,43,117,7 7 10 9,1.41.53,998,E/XB
T220,719,05,11/06/2017,沙田,草地,C,1600,好/快,4,4,47,李易達,楊明綸,2,48,118,5 5 4 5,1.35.86,997,E/XB
