horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
P119,173,08,09/11/2016,跑馬地,草地,B,1800,好,3,5,61,容天鵬,黎海榮,15-1/4,73,118,2 3 3 3 8,1.54.57,1187,B/TT
P119,117,09,19/10/2016,跑馬地,草地,C,1650,好/黏,3,6,63,容天鵬,梁家俊,6-1/4,37,115,10 10 9 9,1.41.14,1176,B/TT
P119,068,09,01/10/2016,沙田,草地,A+3,1600,好,3,9,65,容天鵬,梁家俊,8-1/2,13,120,10 10 9 9,1.36.23,1179,B/TT
P119,028,05,11/09/2016,沙田,草地,C,1600,好,3,2,65,容天鵬,梁家俊,1-3/4,30,116,8 7 7 5,1.34.79,1170,B/TT
P119,780,04,10/07/2016,沙田,草地,B+2,1600,好/快,3,10,68,容天鵬,寶遜,2-1/4,20,121,6 6 6 4,1.33.93,1177,B/TT
P119,720,06,15/06/2016,跑馬地,草地,B,1650,好/快,3,4,70,容天鵬,寶遜,6-1/2,10,124,10 10 10 6,1.41.17,1174,B/TT
P119,693,08,05/06/2016,沙田,草地,B+2,1600,好/快,3,4,72,容天鵬,羅理雅,4-1/4,17,125,9 9 9 8,1.34.39,1182,B/TT
P119,629,05,07/05/2016,沙田,草地,C,1600,好,3,3,72,容天鵬,羅理雅,1-1/4,25,127,10 8 8 5,1.34.27,1171,B/TT
P119,553,07,10/04/2016,沙田,草地,C,1600,好/黏,3,1,74,容天鵬,羅理雅,2-3/4,12,129,8 9 7 7,1.35.80,1173,B/TT
P119,515,06,28/03/2016,沙田,草地,A+3,1600,好,3,9,76,容天鵬,潘頓,3-3/4,8.6,129,12 13 13 6,1.34.98,1169,B/TT
P119,463,03,06/03/2016,沙田,草地,C,1400,好,3,9,76,容天鵬,田泰安,1-1/4,27,129,11 14 11 3,1.22.73,1172,B/TT
P119,380,03,06/02/2016,沙田,草地,B+2,1600,好,3,8,76,容天鵬,田泰安,3-3/4,22,129,13 13 10 3,1.35.12,1180,B/TT
P119,300,09,01/01/2016,沙田,草地,B+2,1600,好,3,6,77,容天鵬,巫斯義,6-3/4,21,132,12 12 12 9,1.35.59,1181,B/TT
P119,242,10,09/12/2015,跑馬地,草地,A,1650,黏,3,7,77,容天鵬,韋達,9,16,132,8 8 9 10,1.42.46,1180,B/TT
P119,179,02,14/11/2015,沙田,草地,A+3,1600,好,3,11,76,容天鵬,貝諾華,1-1/4,28,129,12 10 11 2,1.36.11,1166,B/TT
P119,136,08,25/10/2015,沙田,草地,A,1600,好/快,3,1,76,容天鵬,楊明綸,3-1/2,11,131,10 9 8 8,1.36.33,1166,B/TT
P119,774,01,12/07/2015,沙田,草地,B+2,1600,好/快,3,5,71,容天鵬,巫斯義,短馬頭位,3.5,125,13 12 10 1,1.34.41,1144,B/TT
P119,746,01,01/07/2015,沙田,草地,A,1600,好/快,3,7,64,容天鵬,楊明綸,1,6.5,115,11 12 12 1,1.35.06,1148,B/TT
P119,676,01,07/06/2015,沙田,草地,A+3,1600,好/快,4,10,57,容天鵬,潘頓,3/4,5.4,130,11 11 10 1,1.34.87,1160,B/TT
P119,621,02,16/05/2015,沙田,草地,C,1600,好,4,9,56,容天鵬,潘頓,1-1/4,9.3,129,10 10 10 2,1.35.63,1150,B/TT
P119,563,03,26/04/2015,沙田,草地,A,1600,好/快,4,7,57,容天鵬,布文,3-1/4,10,130,6 6 1 3,1.36.10,1149,B/TT
P119,500,06,29/03/2015,沙田,草地,A+3,1600,好,4,6,57,容天鵬,莫雷拉,4-1/2,3,130,11 9 7 6,1.36.38,1166,B/TT
P119,370,05,04/02/2015,跑馬地,草地,A,1650,好,4,8,57,容天鵬,田泰安,3/4,8.4,132,9 8 9 5,1.41.84,1179,B/TT
P119,306,04,10/01/2015,沙田,草地,A,1600,好/快,4,10,57,容天鵬,韋達,1-1/2,3.1,130,9 8 8 4,1.36.82,1179,B/TT
P119,254,01,20/12/2014,沙田,草地,A+3,1600,好/快,4,2,48,容天鵬,潘頓,4-1/2,4.7,121,8 7 7 1,1.34.65,1184,B/TT
P119,200,07,30/11/2014,沙田,草地,C,1600,好/快,4,11,49,容天鵬,艾兆禮,3,13,122,12 13 12 7,1.35.16,1171,B/TT
P119,162,03,15/11/2014,沙田,草地,A,1600,好/快,4,13,49,容天鵬,潘頓,2-1/2,8.6,122,11 10 11 3,1.35.25,1164,B/TT
P119,131,03,02/11/2014,沙田,草地,C,1400,好/快,4,1,48,容天鵬,李富,3/4,36,124,11 11 10 3,1.22.91,1159,B/TT1
P119,458,12,09/03/2014,沙田,草地,C,1800,好,4,5,52,容天鵬,潘頓,12,10,128,5 7 7 7 12,1.51.40,1143,B
P119,402,14,16/02/2014,沙田,草地,A,1800,好,4,10,52,容天鵬,潘頓,13,7.9,125,9 11 14 14 14,1.51.58,1161,B
P119,337,02,19/01/2014,沙田,草地,A+3,1600,好,4,13,51,容天鵬,潘頓,1,17,124,13 14 12 2,1.35.94,1167,B2
P119,262,03,21/12/2013,沙田,草地,A+3,1600,好/快,4,9,51,容天鵬,潘頓,1,32,124,12 12 11 3,1.36.68,1161,--
P119,233,08,11/12/2013,跑馬地,草地,B,1650,好/快,4,4,53,容天鵬,潘頓,4-3/4,13,127,3 4 3 8,1.41.93,1167,--
P119,169,10,17/11/2013,沙田,草地,B+2,1600,好/快,4,7,55,容天鵬,安國倫,5-1/2,14,128,8 8 6 10,1.36.87,1162,--
P119,111,04,27/10/2013,沙田,草地,B+2,1600,好/快,4,2,55,容天鵬,安國倫,1-1/2,36,128,3 7 6 4,1.36.74,1151,--
P119,060,12,06/10/2013,沙田,草地,A,1200,好/快,4,10,58,容天鵬,楊明綸,10,99,130,6 7 12,1.11.43,1157,B-
P119,019,14,15/09/2013,沙田,草地,B,1200,好/快,4,5,60,容天鵬,吳嘉晉,9-1/4,39,128,10 11 14,1.11.29,1137,B1
P119,567,UR,28/04/2013,沙田,草地,A,1400,好,3,4,63,伍碧權,鄭雨滇,--,50,117,--,--,1129,--
P119,483,09,24/03/2013,沙田,草地,A+3,1200,好,3,3,65,伍碧權,楊明綸,4,76,116,4 4 9,1.10.62,1128,--
P119,390,10,17/02/2013,沙田,草地,A,1200,好,3,2,65,伍碧權,吳嘉晉,4,34,111,1 1 10,1.12.08,1142,--
