horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
H235,613,07,15/04/26,跑馬地,草地,A,1200,好,3,2,76,巫偉傑,潘明輝,3-1/4,36,133,3 3 7,1.09.96,1084,B/TT
H235,533,12,18/03/26,跑馬地,草地,A,1200,好/快,3,3,76,巫偉傑,潘明輝,7-1/4,12,132,1 1 12,1.09.66,1095,B/TT
H235,493,06,04/03/26,跑馬地,草地,C,1200,好,3,8,76,巫偉傑,潘明輝,2-1/2,9.4,135,7 7 6,1.10.09,1109,B/TT
H235,433,01,11/02/26,跑馬地,草地,A,1200,好/快,3,4,70,巫偉傑,潘明輝,短馬頭位,6.1,126,1 1 1,1.09.44,1112,B/TT
H235,391,02,28/01/26,跑馬地,草地,C,1200,好/快,3,10,68,巫偉傑,潘明輝,1/2,9.2,124,1 1 2,1.09.41,1104,B/TT
H235,347,01,14/01/26,跑馬地,草地,B,1200,好,4,6,59,巫偉傑,潘明輝,2-3/4,9.6,135,1 1 1,1.09.37,1103,B/TT
H235,291,03,23/12/25,跑馬地,草地,C,1200,好,3,4,60,巫偉傑,潘明輝,3,12,115,1 1 3,1.09.55,1091,B/TT
H235,216,06,26/11/25,跑馬地,草地,C,1200,好/快,3,12,60,巫偉傑,潘明輝,1/2,47,120,2 2 6,1.10.16,1091,B/TT
H235,148,10,02/11/25,跑馬地,草地,C,1200,好/快,3,4,62,巫偉傑,黃寶妮,7-3/4,7.1,111,1 1 10,1.10.51,1093,B/TT
H235,102,03,15/10/25,跑馬地,草地,A,1200,好/快,3,5,62,巫偉傑,潘明輝,1,20,118,1 1 3,1.09.60,1090,B/TT
H235,064,11,01/10/25,沙田,草地,A+3,1200,好/快,3,9,64,巫偉傑,潘明輝,4-1/4,51,119,1 1 11,1.09.43,1085,B/TT
H235,018,08,10/09/25,跑馬地,草地,A,1200,好,3,8,64,巫偉傑,潘明輝,4,52,119,7 3 8,1.10.54,1065,B/TT
H235,837,13,13/07/25,沙田,草地,A,1200,好/快,3,14,65,巫偉傑,蔡明紹,9-1/4,72,122,5 7 13,1.10.19,1071,B/TT
H235,765,11,14/06/25,沙田全天候,,,1200,濕快,3,1,65,巫偉傑,蔡明紹,19,16,120,3 4 11,1.11.27,1071,B/TT
H235,658,09,07/05/25,跑馬地,草地,A,1200,好,3,7,65,巫偉傑,蔡明紹,6-1/4,5.2,120,2 2 9,1.10.45,1072,B/TT
H235,599,01,16/04/25,跑馬地,草地,B,1200,好/快,4,8,54,巫偉傑,蔡明紹,4,4.9,130,1 1 1,1.09.64,1084,B/TT
H235,527,01,23/03/25,沙田,草地,A,1200,好/快,4,9,46,巫偉傑,蔡明紹,1-3/4,29,121,1 1 1,1.08.63,1084,B/TT
H235,477,03,05/03/25,跑馬地,草地,C+3,1200,好,4,1,46,巫偉傑,蔡明紹,1-3/4,3.3,122,3 3 3,1.10.08,1080,B/TT
H235,332,09,08/01/25,跑馬地,草地,A,1200,好,4,4,48,韋達,貝知仁,5-1/2,23,124,5 7 9,1.11.26,1064,B/TT
H235,198,11,20/11/24,跑馬地,草地,C,1200,好/黏,4,11,49,韋達,霍宏聲,10,34,127,3 3 11,1.11.46,1071,B/TT
H235,132,06,27/10/24,跑馬地,草地,C,1200,好,4,1,49,韋達,班德禮,4-3/4,2.5,125,1 1 6,1.10.86,1057,B/TT
H235,031,07,18/09/24,跑馬地,草地,B,1200,好,4,3,49,韋達,蔡明紹,4-1/2,2.9,124,1 1 7,1.10.80,1084,B/TT
H235,815,01,10/07/24,跑馬地,草地,B,1200,好/快,4,1,40,韋達,蔡明紹,2-1/4,2.6,117,1 1 1,1.09.17,1085,B/TT
H235,767,05,23/06/24,沙田,草地,A,1400,好/快,4,12,42,韋達,蔡明紹,2,24,118,2 2 2 5,1.21.92,1081,B/TT
H235,698,07,26/05/24,沙田,草地,A,1200,好,4,5,44,韋達,班德禮,2-1/4,11,119,3 3 7,1.09.38,1083,B/TT
H235,524,04,24/03/24,沙田,草地,A,1200,好,4,11,44,韋達,班德禮,2-1/2,12,119,2 2 4,1.09.42,1089,B/TT1
H235,483,02,06/03/24,跑馬地,草地,B,1200,好,4,9,44,韋達,班德禮,2,8,119,3 4 2,1.11.09,1070,B
H235,355,07,21/01/24,沙田,草地,A,1400,好,4,3,44,韋達,田泰安,3-1/4,4.1,119,6 6 5 7,1.22.88,1076,B
H235,301,02,01/01/24,沙田,草地,A,1400,好,4,1,43,韋達,田泰安,1/2,4.7,119,3 3 3 2,1.23.83,1086,B
H235,232,03,10/12/23,沙田,草地,A,1200,好,4,3,44,韋達,田泰安,5-3/4,11,120,10 8 3,1.10.47,1084,B
H235,171,04,15/11/23,跑馬地,草地,B,1200,好,4,12,45,韋達,田泰安,2-1/4,10,120,9 9 4,1.10.43,1085,B
H235,124,03,29/10/23,跑馬地,草地,C,1200,好,4,2,46,韋達,董明朗,4,4.8,121,6 3 3,1.10.38,1085,SR-/B1
H235,064,13,01/10/23,沙田,草地,C+3,1400,好,4,5,48,韋達,希威森,6-1/2,10,124,4 6 6 13,1.23.23,1077,SR
