horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
K021,582,07,06/04/26,沙田,草地,B+2,1600,好,G2,5,108,呂健威,巴度,3-1/2,34,123,9 12 13 7,1.34.22,1107,--
K021,166,PU,09/11/25,沙田,草地,C+3,1800,好,G3,12,108,呂健威,潘頓,---,3.9,127,3 2 2 13,--,1090,--
K021,110,08,19/10/25,沙田,草地,C+3,1600,好/快,G2,3,108,呂健威,楊明綸,4-1/4,19,115,7 8 10 8,1.33.22,1085,--
K021,774,02,22/06/25,沙田,草地,A,1800,好,G3,9,107,呂健威,布文,1-1/4,8.5,126,8 9 9 6 2,1.47.09,1065,--
K021,704,03,25/05/25,沙田,草地,A,2400,好,G1,7,105,呂健威,韋紀力,4,15,126,3 4 6 6 5 3,2.27.30,1060,--
K021,627,05,27/04/25,沙田,草地,A,2000,好,G1,8,102,呂健威,韋紀力,3,17,126,2 2 2 1 5,2.00.98,1072,--
K021,530,01,23/03/25,沙田,草地,A,2000,好/快,4YO,2,83,呂健威,韋紀力,短馬頭位,26,126,4 4 4 4 1,2.00.67,1071,--
K021,472,09,02/03/25,沙田,草地,B,1800,好/快,4YO,10,83,呂健威,韋紀力,4,22,126,2 4 4 4 9,1.46.94,1071,--
K021,394,12,31/01/25,沙田,草地,B+2,1600,好,4YO,3,83,呂健威,何澤堯,4-1/4,6.2,126,8 8 8 12,1.34.67,1081,--
K021,268,02,15/12/24,沙田,草地,C+3,1600,好,3,4,80,呂健威,何澤堯,頸位,13,135,9 9 6 2,1.34.07,1071,--
