horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
P405,356,12,21/01/2018,沙田,草地,A,2000,好,5,12,35,李易達,楊明綸,7-3/4,16,126,13 13 13 13 12,2.05.83,1095,B/TT
P405,210,03,22/11/2017,跑馬地,草地,C+3,2200,好,5,6,35,李易達,潘明輝,1-1/4,8.7,121,12 11 10 8 3 3,2.18.54,1095,B/TT
P405,145,01,29/10/2017,跑馬地,草地,A,2200,好/快,5,5,30,李易達,楊明綸,1-1/4,5.8,128,9 6 5 5 5 1,2.18.77,1086,B/TT
P405,092,04,08/10/2017,沙田,草地,B+2,2000,好,5,2,31,李易達,潘明輝,2-1/2,7.9,120,4 7 5 6 4,2.03.98,1082,B/TT
P405,002,09,03/09/2017,沙田,草地,B,1600,好,5,10,32,李易達,潘明輝,4,40,118,11 9 8 9,1.36.80,1084,B/TT
P405,761,06,28/06/2017,跑馬地,草地,C+3,2200,好/快,5,1,36,李易達,楊明綸,4-1/2,9.6,127,7 8 7 6 5 6,2.17.03,1074,B/TT
P405,718,09,11/06/2017,沙田,草地,C,2200,好/快,4,8,38,李易達,楊明綸,7-1/2,38,111,11 11 13 13 12 9,2.16.06,1068,B/TT
P405,654,09,17/05/2017,跑馬地,草地,B,2200,好/快,5,7,38,李易達,楊明綸,5-1/2,6,131,9 9 10 9 11 9,2.21.40,1072,B/TT
P405,581,02,20/04/2017,跑馬地,草地,B,2200,好,5,10,37,李易達,楊明綸,1/2,7.6,129,11 10 9 9 7 2,2.18.18,1073,B/TT
P405,517,03,26/03/2017,沙田,草地,A+3,2000,好,5,7,38,李易達,楊明綸,2,10,129,11 11 9 9 3,2.05.33,1076,B/TT
P405,485,10,12/03/2017,沙田,草地,C+3,2200,好,4,11,38,李易達,蘇狄雄,8-1/4,39,111,11 6 5 3 5 10,2.18.58,1084,B/TT
P405,409,02,11/02/2017,沙田,草地,C+3,1800,好/快,5,1,37,李易達,潘頓,1-1/2,5.8,131,8 7 6 5 2,1.48.24,1079,B/TT
P405,383,02,02/02/2017,跑馬地,草地,A,2200,好,5,2,35,李易達,楊明綸,3/4,4.4,127,8 7 7 8 5 2,2.19.29,1079,B/TT
P405,297,07,01/01/2017,沙田,草地,B+2,2000,好/快,5,8,37,李易達,潘頓,6,7.9,130,10 9 9 7 7,2.04.13,1077,B/TT
P405,232,05,04/12/2016,沙田全天候,,,1800,好,5,1,37,李易達,潘頓,4-1/2,7.1,130,14 8 8 5 5,1.49.82,1068,B/TT
P405,205,02,23/11/2016,跑馬地,草地,C+3,1800,好/黏,5,9,36,李易達,潘頓,3/4,9.4,131,11 11 6 2 2,1.51.96,1072,E-/P-/B2/TT
