horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
A178,798,07,05/07/2020,沙田,草地,C+3,1400,好/快,3,8,74,韋達,周俊樂,4,8.8,118,4 3 2 7,1.21.96,1180,B/XB
A178,726,03,07/06/2020,沙田,草地,C,1400,黏,3,13,74,韋達,周俊樂,1-3/4,15,117,2 2 1 3,1.23.10,1183,B/XB
A178,647,01,09/05/2020,沙田,草地,C,1200,好/快,3,1,69,韋達,周俊樂,頭位,3,112,3 3 1,1.09.26,1174,B/XB
A178,603,01,26/04/2020,沙田,草地,A,1200,好,3,10,63,韋達,陳嘉熙,頸位,21,111,8 3 1,1.09.18,1184,B/XB
A178,460,WV,01/03/2020,沙田,草地,B+2,1400,好,3,--,63,韋達,巴度,--,--,118,--,--,--,--
A178,396,03,05/02/2020,跑馬地,草地,C,1200,好,3,9,63,韋達,田泰安,2,7.9,119,3 4 3,1.09.91,1182,B/XB
A178,360,05,22/01/2020,跑馬地,草地,A,1200,好,3,12,63,韋達,莫雷拉,2-3/4,14,117,7 7 5,1.09.90,1177,B/XB
A178,232,11,08/12/2019,沙田,草地,A,1400,好,3,8,63,韋達,陳嘉熙,8-1/4,6.7,108,2 2 2 11,1.22.63,1178,B/XB
A178,145,01,03/11/2019,沙田,草地,C+3,1400,好/快,4,1,57,韋達,陳嘉熙,3/4,3.6,122,1 1 1 1,1.21.08,1162,B/XB
A178,091,01,12/10/2019,沙田,草地,C,1400,好/快,4,4,51,韋達,莫雷拉,短馬頭位,2.4,124,4 4 3 1,1.21.12,1157,B/XB
A178,041,02,21/09/2019,沙田,草地,A,1400,好/快,4,4,50,韋達,莫雷拉,1-1/4,3.1,126,2 1 1 2,1.21.76,1142,XB1/B2
A178,746,08,16/06/2019,沙田,草地,C+3,1400,好/快,4,2,54,蘇偉賢,杜美爾,4,4.4,125,7 7 7 8,1.22.78,1134,--
A178,661,10,15/05/2019,跑馬地,草地,A,1650,好,4,10,56,蘇偉賢,貝力斯,7,17,130,3 1 2 10,1.41.37,1151,--
A178,611,04,28/04/2019,沙田,草地,A,1400,好,4,4,58,蘇偉賢,史卓豐,3,6,129,2 3 3 4,1.22.55,1157,--
A178,554,04,03/04/2019,沙田全天候,,,1200,好,3,5,60,蘇偉賢,吳嘉晉,3,62,110,7 7 4,1.09.35,1150,--
A178,476,09,06/03/2019,跑馬地,草地,A,1200,好,3,9,62,蘇偉賢,吳嘉晉,2-3/4,78,113,12 12 9,1.10.59,1152,--
A178,433,12,17/02/2019,沙田,草地,A+3,1400,好,3,5,64,蘇偉賢,梁家俊,5,36,117,4 5 4 12,1.23.03,1149,--
A178,347,07,16/01/2019,跑馬地,草地,B,1650,好,3,2,66,蘇偉賢,史卓豐,2-3/4,14,119,3 3 2 7,1.40.33,1158,--
A178,289,08,26/12/2018,跑馬地,草地,C+3,1650,好,3,11,67,蘇偉賢,史卓豐,8-1/2,17,123,1 1 2 8,1.41.13,1154,--
A178,253,03,12/12/2018,跑馬地,草地,C,1650,好,3,6,67,蘇偉賢,史卓豐,3/4,16,121,6 6 4 3,1.40.46,1155,--
A178,226,08,02/12/2018,沙田,草地,C+3,1400,好,3,11,67,蘇偉賢,史卓豐,4-1/4,14,120,2 2 2 8,1.22.62,1165,--
A178,153,02,04/11/2018,沙田,草地,C+3,1400,好,3,4,65,蘇偉賢,史卓豐,1/2,6.7,119,2 1 1 2,1.22.88,1179,--
A178,100,05,13/10/2018,沙田,草地,C,1400,好,3,1,65,蘇偉賢,梁家俊,1-1/2,10,118,5 5 4 5,1.22.40,1168,--
A178,045,02,22/09/2018,沙田,草地,A,1400,好/快,3,4,63,蘇偉賢,史卓豐,頸位,7.1,116,4 5 5 2,1.22.18,1172,--
A178,805,02,15/07/2018,沙田,草地,A,1400,黏,3,5,62,蘇偉賢,史卓豐,6,4.1,117,7 8 8 2,1.23.38,1160,--
A178,735,01,16/06/2018,沙田,草地,C+3,1400,好/快,4,12,56,蘇偉賢,史卓豐,短馬頭位,12,129,10 12 11 1,1.21.54,1145,--
A178,680,06,27/05/2018,沙田,草地,A,1200,好/快,4,9,56,蘇偉賢,史卓豐,1-1/4,6,132,9 7 6,1.09.57,1158,--
A178,625,03,06/05/2018,沙田,草地,B,1200,好,4,11,57,蘇偉賢,史卓豐,2-3/4,7.5,133,7 7 3,1.10.81,1148,B-
A178,541,WV,02/04/2018,沙田,草地,B+2,1200,好,4,--,57,蘇偉賢,史卓豐,--,--,131,--,--,--,--
A178,396,12,04/02/2018,沙田,草地,C,1400,好,4,4,59,蘇偉賢,莫雷拉,9,9.1,132,1 1 1 12,1.23.33,1189,B
A178,345,08,13/01/2018,沙田全天候,,,1200,好,3,6,61,蘇偉賢,楊明綸,6-1/4,37,116,4 7 8,1.09.35,1195,B
A178,280,09,17/12/2017,沙田全天候,,,1200,好,3,11,63,蘇偉賢,梁家俊,6-1/2,19,118,9 9 9,1.09.67,1182,CP-/B1
A178,216,09,22/11/2017,跑馬地,草地,C+3,1650,好,3,1,64,蘇偉賢,莫雷拉,5-1/2,3.9,119,1 1 1 9,1.41.40,1182,CP
A178,152,06,29/10/2017,跑馬地,草地,A,1650,好/快,3,12,64,蘇偉賢,韋達,2,7.7,119,2 3 3 6,1.40.65,1175,CP
A178,081,06,01/10/2017,沙田,草地,A+3,1400,好/黏,3,10,64,蘇偉賢,莫雷拉,2-1/4,3.4,117,3 2 2 6,1.22.55,1181,CP1
A178,756,01,25/06/2017,沙田,草地,A,1400,好/快,4,11,58,蘇偉賢,莫雷拉,1/2,4.4,131,1 1 1 1,1.23.15,1162,--
A178,684,04,28/05/2017,沙田,草地,A,1400,好/快,4,14,58,蘇偉賢,莫雷拉,1-1/2,5,130,4 5 4 4,1.22.80,1156,--
A178,608,01,30/04/2017,沙田,草地,A,1200,好/快,4,5,52,蘇偉賢,莫雷拉,頸位,3.8,125,6 6 1,1.09.76,1153,--
