jockey_code,jockey_name,season,date,venue,race_index,place,total_starters,track,course,distance_m,race_class,going,horse_name,draw,rating,trainer,gear,body_wt_lbs,actual_wt_lbs
DAA,范以誠,Previous,27/04/2025,沙田,627,3,11,草地,A,2000,G1,好,奇力駒,2,,納斯,V/XB,1070,126
DAA,范以誠,Previous,08/12/2024,沙田,247,6,11,草地,A,2000,G1,好,奇力駒,8,,雷拿及雷恩,B/XB,1044,126
