date,venue,race_no,pool,combination,dividend_hkd
2022-02-12,沙田,1,獨贏,3,111.50
2022-02-12,沙田,1,位置,3,38.50
2022-02-12,沙田,1,連贏,"3,6","1,693.50"
2022-02-12,沙田,1,位置Q,"3,6",480.50
2022-02-12,沙田,1,3揀1（組合獨贏）,A1,未能勝出
2022-02-12,沙田,1,二重彩,"3,6","2,944.00"
2022-02-12,沙田,1,三重彩,"3,6,1","47,706.00"
2022-02-12,沙田,1,單T,"1,3,6","9,030.00"
2022-02-12,沙田,1,四連環,"1,3,6,12","14,095.00"
2022-02-12,沙田,1,四重彩,"3,6,1,12","361,425.00"
2022-02-12,沙田,2,獨贏,1,757.50
2022-02-12,沙田,2,位置,1,154.50
2022-02-12,沙田,2,連贏,"1,3","2,809.00"
2022-02-12,沙田,2,位置Q,"1,3",613.50
2022-02-12,沙田,2,3揀1（組合獨贏）,A1,未能勝出
2022-02-12,沙田,2,二重彩,"1,3","5,771.00"
2022-02-12,沙田,2,三重彩,"1,3,8","39,468.00"
2022-02-12,沙田,2,單T,"1,3,8","1,802.00"
2022-02-12,沙田,2,四連環,"1,3,6,8","3,131.00"
2022-02-12,沙田,2,四重彩,"1,3,8,6","127,155.00"
2022-02-12,沙田,2,第一口孖寶,3/1,"10,603.50"
2022-02-12,沙田,3,獨贏,4,48.50
2022-02-12,沙田,3,位置,4,15.50
2022-02-12,沙田,3,連贏,"4,7",140.50
2022-02-12,沙田,3,位置Q,"4,7",45.00
2022-02-12,沙田,3,3揀1（組合獨贏）,A1,13.00
2022-02-12,沙田,3,二重彩,"4,7",275.00
2022-02-12,沙田,3,三重彩,"4,7,10","1,635.00"
2022-02-12,沙田,3,單T,"4,7,10",367.00
2022-02-12,沙田,3,四連環,"2,4,7,10",110.00
2022-02-12,沙田,3,四重彩,"4,7,10,2","4,961.00"
2022-02-12,沙田,3,第二口孖寶,1/4,"5,998.00"
2022-02-12,沙田,4,獨贏,1,22.50
2022-02-12,沙田,4,位置,1,13.00
2022-02-12,沙田,4,連贏,"1,12",129.00
2022-02-12,沙田,4,位置Q,"1,12",55.50
2022-02-12,沙田,4,3揀1（組合獨贏）,A1,17.50
2022-02-12,沙田,4,二重彩,"1,12",232.00
2022-02-12,沙田,4,三重彩,"1,12,4","2,133.00"
2022-02-12,沙田,4,單T,"1,4,12",551.00
2022-02-12,沙田,4,四連環,"1,4,5,12",796.00
2022-02-12,沙田,4,四重彩,"1,12,4,5","11,315.00"
2022-02-12,沙田,4,第三口孖寶,4/1,180.50
2022-02-12,沙田,4,第一口孖T,"4,7,10/1,4,12","28,174.00"
2022-02-12,沙田,5,獨贏,13,204.00
2022-02-12,沙田,5,位置,13,37.00
2022-02-12,沙田,5,連贏,"4,13","3,478.00"
2022-02-12,沙田,5,位置Q,"4,13",864.50
2022-02-12,沙田,5,3揀1（組合獨贏）,A1,未能勝出
2022-02-12,沙田,5,二重彩,"13,4","4,589.00"
2022-02-12,沙田,5,三重彩,"13,4,12","71,809.00"
2022-02-12,沙田,5,單T,"4,12,13","10,968.00"
2022-02-12,沙田,5,四連環,"4,5,12,13","11,416.00"
2022-02-12,沙田,5,四重彩,"13,4,12,5","321,195.00"
2022-02-12,沙田,5,第四口孖寶,1/13,601.00
2022-02-12,沙田,6,獨贏,1,129.50
2022-02-12,沙田,6,位置,1,41.50
2022-02-12,沙田,6,連贏,"1,10","1,203.50"
2022-02-12,沙田,6,位置Q,"1,10",262.50
2022-02-12,沙田,6,3揀1（組合獨贏）,A1,未能勝出
2022-02-12,沙田,6,二重彩,"1,10","1,644.00"
2022-02-12,沙田,6,三重彩,"1,10,11","11,671.00"
2022-02-12,沙田,6,單T,"1,10,11","1,282.00"
2022-02-12,沙田,6,四連環,"1,5,10,11","3,159.00"
2022-02-12,沙田,6,四重彩,"1,10,11,5","95,815.00"
2022-02-12,沙田,6,第五口孖寶,13/1,"2,212.50"
2022-02-12,沙田,6,三T(安慰獎),"1,4,12/任何組合/任何組合",61.00
2022-02-12,沙田,7,獨贏,9,726.50
2022-02-12,沙田,7,位置,9,146.50
2022-02-12,沙田,7,連贏,"4,9","2,049.00"
2022-02-12,沙田,7,位置Q,"4,9",605.00
2022-02-12,沙田,7,3揀1（組合獨贏）,A1,未能勝出
2022-02-12,沙田,7,二重彩,"9,4","4,037.00"
2022-02-12,沙田,7,三重彩,"9,4,8","36,699.00"
2022-02-12,沙田,7,單T,"4,8,9","4,157.00"
2022-02-12,沙田,7,四連環,"1,4,8,9","8,593.00"
2022-02-12,沙田,7,四重彩,"9,4,8,1","334,124.00"
2022-02-12,沙田,7,第六口孖寶,1/9,"10,470.50"
2022-02-12,沙田,7,第二口孖T,"1,10,11/4,8,9","329,617.00"
2022-02-12,沙田,8,獨贏,13,118.50
2022-02-12,沙田,8,位置,13,34.50
2022-02-12,沙田,8,連贏,"8,13",202.00
2022-02-12,沙田,8,位置Q,"8,13",80.00
2022-02-12,沙田,8,3揀1（組合獨贏）,A1,未能勝出
2022-02-12,沙田,8,二重彩,"13,8",725.00
2022-02-12,沙田,8,三重彩,"13,8,2","5,710.00"
2022-02-12,沙田,8,單T,"2,8,13",600.00
2022-02-12,沙田,8,四連環,"2,8,9,13","2,792.00"
2022-02-12,沙田,8,四重彩,"13,8,2,9","66,942.00"
