date,venue,race_no,pool,combination,dividend_hkd
2022-03-09,跑馬地,1,獨贏,4,32.50
2022-03-09,跑馬地,1,位置,4,23.50
2022-03-09,跑馬地,1,連贏,"4,6",118.50
2022-03-09,跑馬地,1,位置Q,"4,6",52.00
2022-03-09,跑馬地,1,3揀1（組合獨贏）,A1,22.50
2022-03-09,跑馬地,1,二重彩,"4,6",143.00
2022-03-09,跑馬地,1,三重彩,"4,6,10","1,907.00"
2022-03-09,跑馬地,1,單T,"4,6,10",799.00
2022-03-09,跑馬地,1,四連環,"4,6,7,10","3,295.00"
2022-03-09,跑馬地,1,四重彩,"4,6,10,7","23,464.00"
2022-03-09,跑馬地,2,獨贏,3,99.00
2022-03-09,跑馬地,2,位置,3,24.00
2022-03-09,跑馬地,2,連贏,"3,6",259.50
2022-03-09,跑馬地,2,位置Q,"3,6",88.00
2022-03-09,跑馬地,2,3揀1（組合獨贏）,A1,25.50
2022-03-09,跑馬地,2,二重彩,"3,6",617.00
2022-03-09,跑馬地,2,三重彩,"3,6,8","1,243.00"
2022-03-09,跑馬地,2,單T,"3,6,8",148.00
2022-03-09,跑馬地,2,四連環,"1,3,6,8",231.00
2022-03-09,跑馬地,2,四重彩,"3,6,8,1","7,275.00"
2022-03-09,跑馬地,2,第一口孖寶,4/3,236.00
2022-03-09,跑馬地,3,獨贏,8,87.00
2022-03-09,跑馬地,3,位置,8,33.50
2022-03-09,跑馬地,3,連贏,"8,12",882.50
2022-03-09,跑馬地,3,位置Q,"8,12",272.00
2022-03-09,跑馬地,3,3揀1（組合獨贏）,A1,未能勝出
2022-03-09,跑馬地,3,二重彩,"8,12","2,336.00"
2022-03-09,跑馬地,3,三重彩,"8,12,4","7,602.00"
2022-03-09,跑馬地,3,單T,"4,8,12","1,065.00"
2022-03-09,跑馬地,3,四連環,"4,8,11,12","1,909.00"
2022-03-09,跑馬地,3,四重彩,"8,12,4,11","58,447.00"
2022-03-09,跑馬地,3,第二口孖寶,3/8,686.50
2022-03-09,跑馬地,4,獨贏,10,30.00
2022-03-09,跑馬地,4,位置,10,13.50
2022-03-09,跑馬地,4,連贏,"2,10",30.50
2022-03-09,跑馬地,4,位置Q,"2,10",15.50
2022-03-09,跑馬地,4,3揀1（組合獨贏）,A1,13.00
2022-03-09,跑馬地,4,二重彩,"10,2",67.00
2022-03-09,跑馬地,4,三重彩,"10,2,9",422.00
2022-03-09,跑馬地,4,單T,"2,9,10",100.00
2022-03-09,跑馬地,4,四連環,"2,7,9,10",81.00
2022-03-09,跑馬地,4,四重彩,"10,2,9,7","1,090.00"
2022-03-09,跑馬地,4,第三口孖寶,8/10,277.00
2022-03-09,跑馬地,5,獨贏,6,30.50
2022-03-09,跑馬地,5,位置,6,15.00
2022-03-09,跑馬地,5,連贏,"6,8",255.00
2022-03-09,跑馬地,5,位置Q,"6,8",86.00
2022-03-09,跑馬地,5,3揀1（組合獨贏）,A1,21.50
2022-03-09,跑馬地,5,二重彩,"6,8",478.00
2022-03-09,跑馬地,5,三重彩,"6,8,5","4,224.00"
2022-03-09,跑馬地,5,單T,"5,6,8",782.00
2022-03-09,跑馬地,5,四連環,"5,6,7,8","4,290.00"
2022-03-09,跑馬地,5,四重彩,"6,8,5,7","70,412.00"
2022-03-09,跑馬地,5,第四口孖寶,10/6,90.00
2022-03-09,跑馬地,5,第一口孖T,"2,9,10/5,6,8","16,321.00"
2022-03-09,跑馬地,6,獨贏,4,66.00
2022-03-09,跑馬地,6,位置,4,18.00
2022-03-09,跑馬地,6,連贏,"1,4",187.50
2022-03-09,跑馬地,6,位置Q,"1,4",67.00
2022-03-09,跑馬地,6,3揀1（組合獨贏）,A1,未能勝出
2022-03-09,跑馬地,6,二重彩,"4,1",359.00
2022-03-09,跑馬地,6,三重彩,"4,1,8","1,598.00"
2022-03-09,跑馬地,6,單T,"1,4,8",261.00
2022-03-09,跑馬地,6,四連環,"1,4,8,11",170.00
2022-03-09,跑馬地,6,四重彩,"4,1,8,11","4,377.00"
2022-03-09,跑馬地,6,第五口孖寶,6/4,156.00
2022-03-09,跑馬地,7,獨贏,6,21.00
2022-03-09,跑馬地,7,位置,6,12.50
2022-03-09,跑馬地,7,連贏,"6,7",36.00
2022-03-09,跑馬地,7,位置Q,"6,7",19.00
2022-03-09,跑馬地,7,3揀1（組合獨贏）,A1,13.50
2022-03-09,跑馬地,7,二重彩,"6,7",55.00
2022-03-09,跑馬地,7,三重彩,"6,7,1",171.00
2022-03-09,跑馬地,7,單T,"1,6,7",48.00
2022-03-09,跑馬地,7,四連環,"1,3,6,7",154.00
2022-03-09,跑馬地,7,四重彩,"6,7,1,3","1,220.00"
2022-03-09,跑馬地,7,第六口孖寶,4/6,122.00
2022-03-09,跑馬地,7,第二口孖T,"1,4,8/1,6,7","1,268.00"
2022-03-09,跑馬地,7,三T,"5,6,8/1,4,8/1,6,7","192,386.00"
2022-03-09,跑馬地,7,三T(安慰獎),"5,6,8/1,4,8/任何組合","3,847.00"
2022-03-09,跑馬地,8,獨贏,5,17.00
2022-03-09,跑馬地,8,位置,5,11.50
2022-03-09,跑馬地,8,連贏,"5,9",42.00
2022-03-09,跑馬地,8,位置Q,"5,9",19.50
2022-03-09,跑馬地,8,3揀1（組合獨贏）,A1,13.50
2022-03-09,跑馬地,8,二重彩,"5,9",71.00
2022-03-09,跑馬地,8,三重彩,"5,9,6",196.00
2022-03-09,跑馬地,8,單T,"5,6,9",44.00
2022-03-09,跑馬地,8,四連環,"3,5,6,9",65.00
2022-03-09,跑馬地,8,四重彩,"5,9,6,3",737.00
2022-03-09,跑馬地,8,第七口孖寶,6/5,39.00
2022-03-09,跑馬地,9,獨贏,5,141.50
2022-03-09,跑馬地,9,位置,5,47.00
2022-03-09,跑馬地,9,連贏,"5,11",693.00
2022-03-09,跑馬地,9,位置Q,"5,11",184.50
2022-03-09,跑馬地,9,3揀1（組合獨贏）,A1,未能勝出
2022-03-09,跑馬地,9,二重彩,"5,11","1,402.00"
