date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2022-12-21,跑馬地,1,1,4,電訊飛彈 (D209),1:09.92,1-3/4,4,23.87,1-1/2,3,22.71 11.03    11.68,HD,1,23.34 11.38    11.96,,,,,,,,,
2022-12-21,跑馬地,1,2,6,美滿將來 (D115),1:09.95,4,8,24.23,5,7,22.91 11.11    11.80,HD,2,22.81 11.14    11.67,,,,,,,,,
2022-12-21,跑馬地,1,3,11,合金皇 (D287),1:10.01,2-1/2,5,23.99,3-3/4,5,22.95 11.15    11.80,1/2,3,23.07 11.26    11.81,,,,,,,,,
2022-12-21,跑馬地,1,4,12,旅遊達人 (E170),1:10.11,6,11,24.55,6-1/4,10,22.79 11.11    11.68,1-1/4,4,22.77 11.22    11.55,,,,,,,,,
2022-12-21,跑馬地,1,5,2,陽光傳奇 (G214),1:10.29,7-1/4,12,24.75,8,12,22.87 11.11    11.76,2-1/4,5,22.67 11.10    11.57,,,,,,,,,
2022-12-21,跑馬地,1,6,8,天天智庫 (D231),1:10.40,N,1,23.59,1-1/4,1,22.75 11.03    11.72,3,6,24.06 11.46    12.60,,,,,,,,,
2022-12-21,跑馬地,1,7,1,佳尊三 (D186),1:10.51,3-1/2,6,24.15,5,8,22.99 11.11    11.88,3-3/4,7,23.37 11.34    12.03,,,,,,,,,
2022-12-21,跑馬地,1,8,9,坪山新星 (C242),1:10.66,5-1/2,10,24.47,5-1/4,9,22.71 10.99    11.72,4-3/4,8,23.48 11.54    11.94,,,,,,,,,
2022-12-21,跑馬地,1,9,3,當家信心 (E153),1:10.68,5-1/4,9,24.43,6-1/2,11,22.95 11.03    11.92,4-3/4,9,23.30 11.30    12.00,,,,,,,,,
2022-12-21,跑馬地,1,10,10,揚威四方 (G026),1:10.74,3-3/4,7,24.19,4,6,22.79 11.03    11.76,5-1/4,10,23.76 11.58    12.18,,,,,,,,,
