date,venue,race_no,pool,combination,dividend_hkd
2022-01-16,沙田,1,獨贏,6,54.00
2022-01-16,沙田,1,位置,6,19.00
2022-01-16,沙田,1,連贏,"6,7",94.00
2022-01-16,沙田,1,位置Q,"6,7",39.50
2022-01-16,沙田,1,3揀1（組合獨贏）,A1,21.00
2022-01-16,沙田,1,二重彩,"6,7",242.00
2022-01-16,沙田,1,三重彩,"6,7,3","1,267.00"
2022-01-16,沙田,1,單T,"3,6,7",245.00
2022-01-16,沙田,1,四連環,"3,6,7,13","1,296.00"
2022-01-16,沙田,1,四重彩,"6,7,3,13","21,087.00"
2022-01-16,沙田,2,獨贏,8,33.50
2022-01-16,沙田,2,位置,8,15.50
2022-01-16,沙田,2,連贏,"8,11",106.00
2022-01-16,沙田,2,位置Q,"8,11",45.00
2022-01-16,沙田,2,3揀1（組合獨贏）,A1,23.00
2022-01-16,沙田,2,二重彩,"8,11",182.00
2022-01-16,沙田,2,三重彩,"8,11,7",672.00
2022-01-16,沙田,2,單T,"7,8,11",169.00
2022-01-16,沙田,2,四連環,"1,7,8,11",145.00
2022-01-16,沙田,2,四重彩,"8,11,7,1","2,834.00"
2022-01-16,沙田,2,第一口孖寶,6/8,252.50
2022-01-16,沙田,3,獨贏,3,433.50
2022-01-16,沙田,3,位置,3,91.00
2022-01-16,沙田,3,連贏,"3,11","1,799.00"
2022-01-16,沙田,3,位置Q,"3,11",410.50
2022-01-16,沙田,3,3揀1（組合獨贏）,A1,未能勝出
2022-01-16,沙田,3,二重彩,"3,11","4,409.00"
2022-01-16,沙田,3,三重彩,"3,11,8","20,561.00"
2022-01-16,沙田,3,單T,"3,8,11","2,073.00"
2022-01-16,沙田,3,四連環,"3,4,8,11","1,605.00"
2022-01-16,沙田,3,四重彩,"3,11,8,4","69,659.00"
2022-01-16,沙田,3,第二口孖寶,8/3,"1,554.50"
2022-01-16,沙田,4,獨贏,3,157.00
2022-01-16,沙田,4,位置,3,32.00
2022-01-16,沙田,4,連贏,"3,7",527.50
2022-01-16,沙田,4,位置Q,"3,7",140.00
2022-01-16,沙田,4,3揀1（組合獨贏）,A1,未能勝出
2022-01-16,沙田,4,二重彩,"3,7",806.00
2022-01-16,沙田,4,三重彩,"3,7,5","5,749.00"
2022-01-16,沙田,4,單T,"3,5,7","1,231.00"
2022-01-16,沙田,4,四連環,"3,5,7,8",536.00
2022-01-16,沙田,4,四重彩,"3,7,5,8","19,969.00"
2022-01-16,沙田,4,第三口孖寶,3/3,"5,576.00"
2022-01-16,沙田,4,第一口孖T,"3,8,11/3,5,7","245,159.00"
2022-01-16,沙田,5,獨贏,4,32.50
2022-01-16,沙田,5,位置,4,16.00
2022-01-16,沙田,5,連贏,"4,12",238.50
2022-01-16,沙田,5,位置Q,"4,12",93.50
2022-01-16,沙田,5,3揀1（組合獨贏）,A1,21.00
2022-01-16,沙田,5,二重彩,"4,12",406.00
2022-01-16,沙田,5,三重彩,"4,12,8","13,895.00"
2022-01-16,沙田,5,單T,"4,8,12","3,366.00"
2022-01-16,沙田,5,四連環,"4,8,12,14","24,273.00"
2022-01-16,沙田,5,四重彩,"4,12,8,14","248,413.00"
2022-01-16,沙田,5,第四口孖寶,3/4,648.00
2022-01-16,沙田,6,獨贏,13,322.50
2022-01-16,沙田,6,位置,13,81.00
2022-01-16,沙田,6,連贏,"10,13","1,230.00"
2022-01-16,沙田,6,位置Q,"10,13",360.50
2022-01-16,沙田,6,3揀1（組合獨贏）,A1,未能勝出
