date,venue,race_no,pool,combination,dividend_hkd
2022-02-20,沙田,1,獨贏,7,29.50
2022-02-20,沙田,1,位置,7,13.00
2022-02-20,沙田,1,連贏,"5,7",81.00
2022-02-20,沙田,1,位置Q,"5,7",27.00
2022-02-20,沙田,1,3揀1（組合獨贏）,A1,14.00
2022-02-20,沙田,1,二重彩,"7,5",144.00
2022-02-20,沙田,1,三重彩,"7,5,1",370.00
2022-02-20,沙田,1,單T,"1,5,7",90.00
2022-02-20,沙田,1,四連環,"1,4,5,7",29.00
2022-02-20,沙田,1,四重彩,"7,5,1,4",695.00
2022-02-20,沙田,2,獨贏,6,99.50
2022-02-20,沙田,2,位置,6,38.00
2022-02-20,沙田,2,連贏,"6,12",610.00
2022-02-20,沙田,2,位置Q,"6,12",214.00
2022-02-20,沙田,2,3揀1（組合獨贏）,A1,未能勝出
2022-02-20,沙田,2,二重彩,"6,12","1,006.00"
2022-02-20,沙田,2,三重彩,"6,12,8","4,097.00"
2022-02-20,沙田,2,單T,"6,8,12",728.00
2022-02-20,沙田,2,四連環,"6,8,12,14","5,627.00"
2022-02-20,沙田,2,四重彩,"6,12,8,14","149,835.00"
2022-02-20,沙田,2,第一口孖寶,7/6,342.50
2022-02-20,沙田,3,獨贏,4,66.50
2022-02-20,沙田,3,位置,4,18.00
2022-02-20,沙田,3,連贏,"2,4",490.00
2022-02-20,沙田,3,位置Q,"2,4",134.00
2022-02-20,沙田,3,3揀1（組合獨贏）,A1,未能勝出
2022-02-20,沙田,3,勝出練馬師（組合獨贏）,B1,未能勝出
2022-02-20,沙田,3,二重彩,"4,2",967.00
2022-02-20,沙田,3,三重彩,"4,2,1","2,605.00"
2022-02-20,沙田,3,單T,"1,2,4",331.00
2022-02-20,沙田,3,四連環,"1,2,3,4",93.00
2022-02-20,沙田,3,四重彩,"4,2,1,3","4,188.00"
2022-02-20,沙田,3,第二口孖寶,6/4,782.00
2022-02-20,沙田,4,獨贏,1,17.50
2022-02-20,沙田,4,位置,1,11.50
2022-02-20,沙田,4,連贏,"1,3",164.50
2022-02-20,沙田,4,位置Q,"1,3",63.00
2022-02-20,沙田,4,3揀1（組合獨贏）,A1,13.50
2022-02-20,沙田,4,二重彩,"1,3",180.00
2022-02-20,沙田,4,三重彩,"1,3,9","3,712.00"
2022-02-20,沙田,4,單T,"1,3,9","1,137.00"
2022-02-20,沙田,4,四連環,"1,3,9,12","8,852.00"
2022-02-20,沙田,4,四重彩,"1,3,9,12","72,388.00"
2022-02-20,沙田,4,第三口孖寶,"4/1,10",163.50
2022-02-20,沙田,4,第一口孖T,"1,2,4/3,9>1,10","29,121.00"
2022-02-20,沙田,5,獨贏,6,46.50
