date,venue,race_no,pool,combination,dividend_hkd
2022-01-01,沙田,1,獨贏,10,388.00
2022-01-01,沙田,1,位置,10,117.00
2022-01-01,沙田,1,連贏,"2,10","2,108.50"
2022-01-01,沙田,1,位置Q,"2,10",588.50
2022-01-01,沙田,1,3揀1（組合獨贏）,A1,未能勝出
2022-01-01,沙田,1,二重彩,"10,2","3,459.00"
2022-01-01,沙田,1,三重彩,"10,2,9","99,937.00"
2022-01-01,沙田,1,單T,"2,9,10","19,308.00"
2022-01-01,沙田,1,四連環,"2,5,9,10","28,609.00"
2022-01-01,沙田,1,四重彩,"10,2,9,5","836,189.00"
2022-01-01,沙田,2,獨贏,2,20.50
2022-01-01,沙田,2,位置,2,12.50
2022-01-01,沙田,2,連贏,"2,11",73.50
2022-01-01,沙田,2,位置Q,"2,11",33.50
2022-01-01,沙田,2,3揀1（組合獨贏）,A1,17.50
2022-01-01,沙田,2,二重彩,"2,11",142.00
2022-01-01,沙田,2,三重彩,"2,11,5",654.00
2022-01-01,沙田,2,單T,"2,5,11",179.00
2022-01-01,沙田,2,四連環,"2,5,11,14",687.00
2022-01-01,沙田,2,四重彩,"2,11,5,14","7,499.00"
2022-01-01,沙田,2,第一口孖寶,10/2,"1,552.50"
2022-01-01,沙田,3,獨贏,5,29.00
2022-01-01,沙田,3,位置,5,15.00
2022-01-01,沙田,3,連贏,"2,5",159.00
2022-01-01,沙田,3,位置Q,"2,5",59.00
2022-01-01,沙田,3,3揀1（組合獨贏）,A1,17.50
2022-01-01,沙田,3,二重彩,"5,2",253.00
2022-01-01,沙田,3,三重彩,"5,2,11","1,057.00"
2022-01-01,沙田,3,單T,"2,5,11",288.00
2022-01-01,沙田,3,四連環,"1,2,5,11",122.00
2022-01-01,沙田,3,四重彩,"5,2,11,1","2,891.00"
2022-01-01,沙田,3,第二口孖寶,2/5,108.50
2022-01-01,沙田,4,獨贏,2,66.50
2022-01-01,沙田,4,位置,2,19.50
2022-01-01,沙田,4,連贏,"2,4",318.00
2022-01-01,沙田,4,位置Q,"2,4",75.00
2022-01-01,沙田,4,3揀1（組合獨贏）,A1,未能勝出
2022-01-01,沙田,4,二重彩,"2,4",566.00
2022-01-01,沙田,4,三重彩,"2,4,6","1,355.00"
2022-01-01,沙田,4,單T,"2,4,6",196.00
2022-01-01,沙田,4,四連環,"2,4,6,7",209.00
2022-01-01,沙田,4,四重彩,"2,4,6,7","8,520.00"
2022-01-01,沙田,4,第三口孖寶,5/2,347.00
2022-01-01,沙田,5,獨贏,11,144.50
2022-01-01,沙田,5,位置,11,37.50
2022-01-01,沙田,5,連贏,"4,11",603.50
2022-01-01,沙田,5,位置Q,"4,11",175.00
2022-01-01,沙田,5,3揀1（組合獨贏）,A1,未能勝出
2022-01-01,沙田,5,二重彩,"11,4","1,760.00"
2022-01-01,沙田,5,三重彩,"11,4,2","6,551.00"
2022-01-01,沙田,5,單T,"2,4,11",580.00
2022-01-01,沙田,5,四連環,"2,4,6,11","1,704.00"
2022-01-01,沙田,5,四重彩,"11,4,2,6","59,384.00"
2022-01-01,沙田,5,第四口孖寶,2/11,748.00
2022-01-01,沙田,5,第一口孖T,"2,4,6/2,4,11","12,594.00"
2022-01-01,沙田,6,獨贏,6,51.50
2022-01-01,沙田,6,位置,6,22.50
2022-01-01,沙田,6,連贏,"6,12",170.00
2022-01-01,沙田,6,位置Q,"6,12",66.00
2022-01-01,沙田,6,3揀1（組合獨贏）,A1,未能勝出
2022-01-01,沙田,6,二重彩,"6,12",379.00
2022-01-01,沙田,6,三重彩,"6,12,7","4,076.00"
2022-01-01,沙田,6,單T,"6,7,12",793.00
2022-01-01,沙田,6,四連環,"6,7,12,13","1,352.00"
2022-01-01,沙田,6,四重彩,"6,12,7,13","32,947.00"
2022-01-01,沙田,6,第五口孖寶,11/6,932.00
2022-01-01,沙田,7,獨贏,7,40.00
2022-01-01,沙田,7,位置,7,17.50
2022-01-01,沙田,7,連贏,"7,13",76.00
2022-01-01,沙田,7,位置Q,"7,13",33.50
2022-01-01,沙田,7,3揀1（組合獨贏）,A1,19.00
2022-01-01,沙田,7,二重彩,"7,13",146.00
2022-01-01,沙田,7,三重彩,"7,13,10","1,529.00"
2022-01-01,沙田,7,單T,"7,10,13",411.00
2022-01-01,沙田,7,四連環,"6,7,10,13","2,671.00"
2022-01-01,沙田,7,四重彩,"7,13,10,6","29,459.00"
2022-01-01,沙田,7,第六口孖寶,6/7,194.00
2022-01-01,沙田,7,三T,"2,4,11/6,7,12/7,10,13","2,379,612.00"
2022-01-01,沙田,7,三T(安慰獎),"2,4,11/6,7,12/任何組合","7,270.00"
2022-01-01,沙田,8,獨贏,5,13.50
2022-01-01,沙田,8,位置,5,11.00
2022-01-01,沙田,8,連贏,"3,5",54.50
2022-01-01,沙田,8,位置Q,"3,5",24.00
2022-01-01,沙田,8,3揀1（組合獨贏）,A1,13.50
2022-01-01,沙田,8,勝出練馬師（組合獨贏）,B1,未能勝出
2022-01-01,沙田,8,二重彩,"5,3",59.00
