date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,1,10,福星 (H239),艾道拿,賀賢,126,1046,3,-,6 6 1,1:09.25,7.8
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,2,6,雙贏 (H382),周俊樂,容天鵬,125,1126,10,3/4,1 2 2,1:09.38,62
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,3,1,揚揚大道 (G050),蔡明紹,羅富全,135,1195,2,2-1/4,9 10 3,1:09.59,9.6
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,4,7,手錶之星 (H483),潘頓,丁冠豪,127,1148,4,2-3/4,4 4 4,1:09.69,8.3
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,5,5,善傳香江 (G283),梁家俊,文家良,128,1236,7,3,2 1 5,1:09.71,45
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,6,8,浪漫梟雄 (H482),田泰安,沈集成,127,1150,1,3-1/4,8 7 6,1:09.75,1.8
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,7,3,勇創派對 (E368),希威森,呂健威,133,1043,6,3-3/4,11 9 7,1:09.85,25
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,8,12,喜傲龍 (E352),何澤堯,方嘉柏,120,1194,8,5,12 11 8,1:10.04,27
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,9,13,投資有利 (G025),董明朗,韋達,120,1134,12,5-1/4,5 5 9,1:10.09,32
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,10,2,喜喜任務 (H050),霍宏聲,廖康銘,134,1107,13,5-1/4,7 8 10,1:10.10,43
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,11,4,九運 (E443),巴度,葉楚航,131,1127,9,5-1/4,13 13 11,1:10.10,18
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,12,14,醒目勇駒 (B456),艾兆禮,蘇偉賢,116,1135,5,6-3/4,10 12 12,1:10.32,14
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,13,9,陽光燦爛 (H484),賀銘年,伍鵬志,127,1117,14,8-1/4,14 14 13,1:10.57,126
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,14,11,美麗同心 (H414),楊明綸,黎昭昇,124,1273,11,16-1/4,3 3 14,1:11.86,220
2023-11-19,沙田,1,176,中銀香港跨境服務讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.65) (46.21) (1:09.25),23.65 22.56,WV,,八威小子 (G239),潘明輝,鄭俊偉,121,---,---,---,---,---,---
2023-11-19,沙田,2,177,中銀香港中小企理財讓賽,第二班,1800,100-80,好地,"草地 - ""B+2"" 賽道",3120000,(14.00) (38.22) (1:03.06) (1:26.83) (1:49.51),14.00 24.22 24.84 23.77,1,4,龍船狀元 (G070),巴度,告東尼,127,1129,1,-,2 2 2 2 1,1:49.51,2.5
2023-11-19,沙田,2,177,中銀香港中小企理財讓賽,第二班,1800,100-80,好地,"草地 - ""B+2"" 賽道",3120000,(14.00) (38.22) (1:03.06) (1:26.83) (1:49.51),14.00 24.22 24.84 23.77,2,1,飛輪閃耀 (E054),艾道拿,廖康銘,135,1236,6,3/4,9 9 9 9 2,1:49.65,14
2023-11-19,沙田,2,177,中銀香港中小企理財讓賽,第二班,1800,100-80,好地,"草地 - ""B+2"" 賽道",3120000,(14.00) (38.22) (1:03.06) (1:26.83) (1:49.51),14.00 24.22 24.84 23.77,3,3,保羅承傳 (C517),潘明輝,羅富全,127,1096,7,3/4,1 1 1 1 3,1:49.65,14
2023-11-19,沙田,2,177,中銀香港中小企理財讓賽,第二班,1800,100-80,好地,"草地 - ""B+2"" 賽道",3120000,(14.00) (38.22) (1:03.06) (1:26.83) (1:49.51),14.00 24.22 24.84 23.77,4,2,笑哥兒 (E365),賀銘年,蔡約翰,130,1041,2,1,4 3 3 4 4,1:49.66,11
2023-11-19,沙田,2,177,中銀香港中小企理財讓賽,第二班,1800,100-80,好地,"草地 - ""B+2"" 賽道",3120000,(14.00) (38.22) (1:03.06) (1:26.83) (1:49.51),14.00 24.22 24.84 23.77,5,9,路路醒 (E053),蔡明紹,羅富全,118,1126,5,1-3/4,3 4 4 3 5,1:49.79,42
2023-11-19,沙田,2,177,中銀香港中小企理財讓賽,第二班,1800,100-80,好地,"草地 - ""B+2"" 賽道",3120000,(14.00) (38.22) (1:03.06) (1:26.83) (1:49.51),14.00 24.22 24.84 23.77,6,6,時時有餘 (C465),何澤堯,方嘉柏,123,1079,3,1-3/4,5 6 6 5 6,1:49.79,9
2023-11-19,沙田,2,177,中銀香港中小企理財讓賽,第二班,1800,100-80,好地,"草地 - ""B+2"" 賽道",3120000,(14.00) (38.22) (1:03.06) (1:26.83) (1:49.51),14.00 24.22 24.84 23.77,7,5,勇猛神駒 (C462),霍宏聲,沈集成,123,1191,4,2-1/4,6 8 8 7 7,1:49.87,11
2023-11-19,沙田,2,177,中銀香港中小企理財讓賽,第二班,1800,100-80,好地,"草地 - ""B+2"" 賽道",3120000,(14.00) (38.22) (1:03.06) (1:26.83) (1:49.51),14.00 24.22 24.84 23.77,8,8,寶賢得得 (E430),楊明綸,方嘉柏,120,1113,8,2-3/4,8 5 5 6 8,1:49.95,25
2023-11-19,沙田,2,177,中銀香港中小企理財讓賽,第二班,1800,100-80,好地,"草地 - ""B+2"" 賽道",3120000,(14.00) (38.22) (1:03.06) (1:26.83) (1:49.51),14.00 24.22 24.84 23.77,9,7,同舟共濟 (G075),潘頓,黎昭昇,122,1062,9,3,7 7 7 8 9,1:49.99,3.1
2023-11-19,沙田,3,178,中銀人壽讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.61) (45.69) (1:08.91),23.61 22.08,1,4,精算暴雪 (H368),潘頓,蔡約翰,130,1083,11,-,5 4 1,1:08.91,2.4
2023-11-19,沙田,3,178,中銀人壽讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.61) (45.69) (1:08.91),23.61 22.08,2,12,龍城強將 (H095),董明朗,韋達,119,1032,3,1/2,4 5 2,1:09.02,16
2023-11-19,沙田,3,178,中銀人壽讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.61) (45.69) (1:08.91),23.61 22.08,3,8,華麗再勝 (J008),田泰安,沈集成,127,1179,10,2,1 1 3,1:09.24,4.4
2023-11-19,沙田,3,178,中銀人壽讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",1170000,(23.61) (45.69) (1:08.91),23.61 22.08,4,11,超好運 (G388),何澤堯,姚本輝,125,1173,6,2-1/2,3 3 4,1:09.30,5.6
