date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,1,1,鈦易搵 (H216),黃智弘,方嘉柏,125,1116,3,-,4 3 1,1:09.36,3.3
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,2,2,非凡達 (H364),布文,沈集成,134,1127,1,2-1/4,7 5 2,1:09.72,3.8
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,3,3,球星 (H412),希威森,大衛希斯,132,1122,4,2-1/4,2 1 3,1:09.73,4.9
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,4,6,占士德 (J007),梁家俊,容天鵬,129,1127,7,3,1 2 4,1:09.83,84
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,5,8,黑白 (H466),田泰安,葉楚航,129,1069,8,4-3/4,6 6 5,1:10.13,13
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,6,9,定數 (H438),霍宏聲,丁冠豪,129,1171,13,6-1/4,13 11 6,1:10.34,10
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,7,7,妙算高歌 (H444),潘頓,廖康銘,129,1193,12,6-1/4,11 10 7,1:10.38,6.2
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,8,10,全神貫注 (H465),潘明輝,姚本輝,127,1060,2,7-1/2,14 12 8,1:10.54,131
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,9,13,超勁日子 (H119),賀銘年,伍鵬志,120,1102,6,7-3/4,3 4 9,1:10.62,86
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,10,11,驍勇者 (H307),周俊樂,鄭俊偉,123,1067,9,8-1/2,12 14 10,1:10.73,103
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,11,12,同得寶 (H365),蔡明紹,巫偉傑,125,1130,10,9-3/4,5 7 11,1:10.91,90
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,12,4,鄉村樂韻 (H436),艾道拿,蔡約翰,129,1088,14,10,8 9 12,1:10.98,22
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,13,5,皇者之寶 (H370),董明朗,黎昭昇,129,1212,5,17-1/2,10 8 13,1:12.15,66
2023-11-11,沙田,1,157,PANASHOP樂聲牌專門店讓賽,第四班（條件限制）,1200,60-40,好地,"草地 - ""A+3"" 賽道",1170000,(23.42) (45.60) (1:09.36),23.42 22.18,14,14,事事利高 (H152),巫顯東,徐雨石,117,1108,11,18-1/2,9 13 14,1:12.34,158
2023-11-11,沙田,2,158,PANASONIC ZIAINO空間淨化機讓賽,第五班,2000,40-0,好地,"草地 - ""A+3"" 賽道",875000,(26.09) (50.82) (1:15.29) (1:39.18) (2:03.49),26.09 24.73 24.47 23.89,1,10,國大合 (G322),潘頓,廖康銘,128,1052,3,-,5 5 5 5 1,2:03.49,3.8
