date,venue,race_no,video_full_url,video_passthrough_url,video_aerial_url
2023-10-08,沙田,1,,,
2023-10-08,沙田,2,,,
2023-10-08,沙田,3,,,
2023-10-08,沙田,4,,,
2023-10-08,沙田,5,,,
2023-10-08,沙田,6,,,
2023-10-08,沙田,7,,,
2023-10-08,沙田,8,,,
2023-10-08,沙田,9,,,
2023-10-08,沙田,10,,,
2023-10-08,沙田,1,,,
