date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2023-10-25,沙田,1,1,7,慶萬家 (G029),1:49.08,2-1/2,8,14.02,4,7,23.76,3-1/2,6,24.17,3,5,23.96 12.02    11.94,SH,1,23.17 11.45    11.72,,,
2023-10-25,沙田,1,2,2,美滿星雲 (G279),1:49.10,N,1,13.62,3/4,1,23.52,3/4,1,24.25,1-1/4,1,24.04 12.14    11.90,SH,2,23.67 11.61    12.06,,,
2023-10-25,沙田,1,3,11,活力多多 (H022),1:49.22,5,11,14.42,6-1/4,11,23.72,7,11,24.37,4,8,23.56 11.74    11.82,3/4,3,23.15 11.41    11.74,,,
2023-10-25,沙田,1,4,12,綠登 (E409),1:49.36,N,2,13.66,3/4,2,23.60,3/4,2,24.25,1-1/4,2,24.12 12.10    12.02,1-3/4,4,23.73 11.61    12.12,,,
2023-10-25,沙田,1,5,5,日就月將 (D157),1:49.61,4-1/4,10,14.30,4-3/4,8,23.60,4-3/4,8,24.25,1-3/4,4,23.56 11.78    11.78,3-1/4,5,23.90 11.61    12.29,,,
2023-10-25,沙田,1,6,6,豐盛多彩 (G301),1:49.82,1/2,3,13.70,2-1/4,4,23.80,2,3,24.21,1-3/4,3,24.00 12.02    11.98,4-1/2,6,24.11 11.77    12.34,,,
2023-10-25,沙田,1,7,8,麒麟 (E151),1:50.69,3-3/4,9,14.22,5-1/2,10,23.80,5-1/2,10,24.25,4-1/2,9,23.88 11.90    11.98,10,7,24.54 11.73    12.81,,,
2023-10-25,沙田,1,8,9,日日靚 (D070),1:51.25,6-1/4,12,14.62,7-3/4,12,23.76,8,12,24.29,5-3/4,10,23.68 11.78    11.90,13-1/2,8,24.90 11.93    12.97,,,
2023-10-25,沙田,1,9,10,摘星光輝 (E316),1:51.63,1/2,4,13.70,1-3/4,3,23.72,2-1/4,4,24.33,3-1/2,6,24.24 12.02    12.22,16,9,25.64 12.33    13.31,,,
2023-10-25,沙田,1,10,3,樂捉鳥 (G470),1:51.68,1-1/2,7,13.86,2-3/4,5,23.72,2-1/2,5,24.21,4,7,24.28 12.06    12.22,16-1/4,10,25.61 12.25    13.36,,,
2023-10-25,沙田,1,11,1,最佳拍檔 (H261),1:52.23,1-1/2,6,13.86,3-1/4,6,23.80,3-3/4,7,24.33,7-1/2,11,24.64 12.06    12.58,19-3/4,11,25.60 12.37    13.23,,,
2023-10-25,沙田,1,12,4,領航聖心 (H107),1:52.96,1-1/4,5,13.82,5,9,24.12,5-1/2,9,24.33,9,12,24.60 11.98    12.62,24-1/4,12,26.09 12.25    13.84,,,
2023-10-25,沙田,2,1,11,東風壹號 (G042),1:09.91,2-1/4,6,23.72,5,6,22.45 10.75    11.70,1-3/4,1,23.74 11.53    12.21,,,,,,,,,
