date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2021-02-28,沙田,1,1,4,打鐵趁熱 (C133),1:09.83,4-3/4,9,24.57,4-3/4,10,22.21,2-1/4,1,23.05,,,,,,,,,
2021-02-28,沙田,1,2,3,帝豪精彩 (D010),1:10.18,2-1/2,5,24.21,3,5,22.29,2-1/4,2,23.68,,,,,,,,,
2021-02-28,沙田,1,3,12,坪山新星 (C242),1:10.20,6-1/4,12,24.81,5,11,22.01,2-1/4,3,23.38,,,,,,,,,
2021-02-28,沙田,1,4,9,虎視眈眈 (D290),1:10.22,4,7,24.45,3-1/2,7,22.13,2-1/2,4,23.64,,,,,,,,,
2021-02-28,沙田,1,5,11,表表馬 (C233),1:10.31,2-1/2,4,24.21,2-1/4,3,22.17,3,5,23.93,,,,,,,,,
2021-02-28,沙田,1,6,8,太陽戰馬 (C212),1:10.33,1,1,23.81,1-1/4,1,22.21,3,6,24.31,,,,,,,,,
2021-02-28,沙田,1,7,2,合金皇 (D287),1:10.37,4-1/4,8,24.49,4-1/2,9,22.25,3-1/4,7,23.63,,,,,,,,,
2021-02-28,沙田,1,8,13,盛勢 (V243),1:10.38,3-1/2,6,24.37,3-3/4,8,22.25,3-1/2,8,23.76,,,,,,,,,
2021-02-28,沙田,1,9,10,合金之星 (D053),1:10.39,7,13,24.93,6-3/4,13,22.17,3-1/2,9,23.29,,,,,,,,,
2021-02-28,沙田,1,10,6,辣得驕 (D159),1:10.40,5-3/4,10,24.73,3-1/2,6,21.85,3-1/2,10,23.82,,,,,,,,,
2021-02-28,沙田,1,11,5,友盈有款 (B182),1:10.62,2,3,24.13,2-1/2,4,22.29,5,11,24.20,,,,,,,,,
2021-02-28,沙田,1,12,7,惜多福 (A323),1:10.80,1,2,23.97,1-1/4,2,22.25,6,12,24.58,,,,,,,,,
2021-02-28,沙田,1,13,1,怡威 (C496),1:11.30,7-1/4,14,24.97,8,14,22.33,9-1/4,13,24.00,,,,,,,,,
2021-02-28,沙田,1,14,14,眾善積福 (B334),1:11.46,5-3/4,11,24.73,6,12,22.25,10-1/4,14,24.48,,,,,,,,,
2021-02-28,沙田,2,1,8,攻頂 (E221),0:56.68,1/2,4,13.28,1/2,3,20.58,SH,1,22.82,,,,,,,,,
2021-02-28,沙田,2,2,10,霸勝 (A270),0:56.69,SH,2,13.20,1/2,4,20.66,SH,2,22.83,,,,,,,,,
2021-02-28,沙田,2,3,3,令才 (D350),0:57.00,1-1/4,7,13.40,1-1/2,5,20.62,2,3,22.98,,,,,,,,,
2021-02-28,沙田,2,4,12,寶貝兒 (B365),0:57.01,2-1/2,13,13.60,2-3/4,8,20.62,2,4,22.79,,,,,,,,,
2021-02-28,沙田,2,5,2,帆哥兒 (B089),0:57.06,1,6,13.36,1-1/2,6,20.66,2-1/2,5,23.04,,,,,,,,,
2021-02-28,沙田,2,6,7,發贏喜 (E251),0:57.20,1-1/2,10,13.44,3-3/4,12,20.94,3-1/4,6,22.82,,,,,,,,,
2021-02-28,沙田,2,7,4,威妙星 (D356),0:57.26,SH,1,13.20,SH,1,20.58,3-3/4,7,23.48,,,,,,,,,
2021-02-28,沙田,2,8,13,魅力星光 (C540),0:57.31,1/2,3,13.28,SH,2,20.50,4,8,23.53,,,,,,,,,
2021-02-28,沙田,2,9,1,怡心聲 (E114),0:57.31,2,11,13.52,3-3/4,13,20.86,4,9,22.93,,,,,,,,,
2021-02-28,沙田,2,10,9,好友順 (C337),0:57.46,1-1/4,9,13.40,2-3/4,9,20.82,4-3/4,10,23.24,,,,,,,,,
2021-02-28,沙田,2,11,6,快一步 (D454),0:57.97,1-1/4,8,13.40,3-1/2,10,20.94,8,11,23.63,,,,,,,,,
2021-02-28,沙田,2,12,14,見龍在田 (D220),0:58.30,2-1/2,14,13.60,3-3/4,11,20.78,10,12,23.92,,,,,,,,,
2021-02-28,沙田,2,13,5,蟲草老爺 (E259),0:58.42,3/4,5,13.32,2-1/4,7,20.82,11,13,24.28,,,,,,,,,
2021-02-28,沙田,2,14,11,萬事有 (D443),0:59.73,2-1/4,12,13.56,4,14,20.86,19,14,25.31,,,,,,,,,
2021-02-28,沙田,3,1,9,好好學習 (C458),1:21.12,SH,1,13.51,N,2,21.62,SH,1,22.96,HD,1,23.03,,,,,,
2021-02-28,沙田,3,2,3,加州得迅 (D276),1:21.15,3/4,4,13.63,1-3/4,4,21.74,1/2,3,22.80,HD,2,22.98,,,,,,
2021-02-28,沙田,3,3,1,美麗笑容 (D347),1:21.33,2,5,13.83,3,5,21.74,1-3/4,8,22.80,1-1/4,3,22.96,,,,,,
