date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2021-12-05,沙田,1,1,6,華卓晴 (E449),1:48.77,3/4,3,14.21,N,2,24.06,1,2,23.79,1,2,23.02,1/2,1,23.69,,,
2021-12-05,沙田,1,2,5,玩具達人 (D203),1:48.86,1/2,1,14.09,N,1,24.14,1,1,23.67,1,1,23.02,1/2,2,23.94,,,
2021-12-05,沙田,1,3,1,嘉才 (D196),1:49.12,1-1/4,4,14.29,1-1/4,3,24.14,2-1/4,4,23.83,2-1/2,4,23.06,2-1/4,3,23.80,,,
2021-12-05,沙田,1,4,9,皮具之星 (C307),1:49.37,4,9,14.73,4-1/2,9,24.22,4-1/2,8,23.67,4,7,22.94,3-3/4,4,23.81,,,
2021-12-05,沙田,1,5,2,正本開心 (C227),1:49.50,1/2,2,14.17,1-1/2,4,24.30,2,3,23.75,1-3/4,3,22.98,4-1/2,5,24.30,,,
2021-12-05,沙田,1,6,4,摘星光輝 (E316),1:49.54,2-1/4,5,14.45,3,7,24.26,3-1/2,6,23.75,4,6,23.10,4-3/4,6,23.98,,,
2021-12-05,沙田,1,7,7,順心寶 (E313),1:50.18,4-1/4,10,14.77,4-1/2,8,24.18,5-1/4,9,23.79,6-3/4,9,23.26,8-3/4,7,24.18,,,
2021-12-05,沙田,1,8,3,皇龍司令 (C208),1:50.31,2-1/2,6,14.49,2-3/4,6,24.18,3,5,23.71,2-1/2,5,22.94,9-3/4,8,24.99,,,
2021-12-05,沙田,1,9,10,馬主星輝 (B427),1:50.64,2-1/2,7,14.49,2-1/2,5,24.14,3-3/4,7,23.87,5,8,23.22,11-3/4,9,24.92,,,
2021-12-05,沙田,1,10,8,麒麟才子 (E393),1:51.83,3-3/4,8,14.69,4-1/2,10,24.26,5-1/4,10,23.79,7,10,23.30,19-1/4,10,25.79,,,
2021-12-05,沙田,2,1,4,中華精神 (D148),1:08.98,1,1,23.92,1/2,1,21.84,2,1,23.22,,,,,,,,,
2021-12-05,沙田,2,2,6,日日夠 (D310),1:09.28,4-1/4,10,24.60,5-1/4,10,22.00,2,2,22.68,,,,,,,,,
2021-12-05,沙田,2,3,12,金剛石 (C106),1:09.30,1,2,24.08,1/2,2,21.76,2,3,23.46,,,,,,,,,
2021-12-05,沙田,2,4,3,獵狐章者 (B187),1:09.61,2-1/2,5,24.32,2,5,21.76,4,4,23.53,,,,,,,,,
2021-12-05,沙田,2,5,7,首飾傳奇 (D032),1:09.61,5,11,24.72,6-1/4,11,22.04,4,5,22.85,,,,,,,,,
2021-12-05,沙田,2,6,8,電訊飛彈 (D209),1:09.64,1-1/2,3,24.16,1-3/4,4,21.88,4-1/4,6,23.60,,,,,,,,,
2021-12-05,沙田,2,7,2,活力爵士 (D266),1:09.67,3-3/4,8,24.52,4-1/4,7,21.92,4-1/4,7,23.23,,,,,,,,,
2021-12-05,沙田,2,8,11,智弗拍檔 (D330),1:09.70,3-3/4,9,24.52,3-1/2,6,21.80,4-1/2,8,23.38,,,,,,,,,
2021-12-05,沙田,2,9,1,友誼至佳 (E208),1:09.89,2,4,24.24,1-3/4,3,21.80,5-3/4,9,23.85,,,,,,,,,
2021-12-05,沙田,2,10,5,東龍陣 (B394),1:10.00,2-3/4,7,24.36,5,9,22.20,6-1/4,10,23.44,,,,,,,,,
2021-12-05,沙田,2,11,9,頌聖 (E171),1:10.53,2-1/2,6,24.32,4-3/4,8,22.20,9-3/4,11,24.01,,,,,,,,,
2021-12-05,沙田,3,1,11,有緣人 (D348),1:10.11,5-3/4,10,24.76,3-1/2,9,23.14,1/2,1,22.21,,,,,,,,,
2021-12-05,沙田,3,2,3,伊臣 (G061),1:10.18,1/2,1,23.84,N,1,23.50,1/2,2,22.84,,,,,,,,,
2021-12-05,沙田,3,3,8,太陽拍檔 (E364),1:10.26,1/2,2,23.92,N,2,23.46,1,3,22.88,,,,,,,,,
2021-12-05,沙田,3,4,1,錢多多 (E397),1:10.38,1-1/4,3,24.04,1-1/2,3,23.54,1-3/4,4,22.80,,,,,,,,,
2021-12-05,沙田,3,5,4,超悅明駒 (G003),1:10.40,6-1/2,11,24.88,4-1/4,11,23.14,1-3/4,5,22.38,,,,,,,,,
2021-12-05,沙田,3,6,7,精明勇駿 (G031),1:10.53,2-3/4,6,24.28,3-1/2,8,23.62,2-3/4,6,22.63,,,,,,,,,
2021-12-05,沙田,3,7,6,從所願 (G036),1:10.67,2-3/4,7,24.28,3,7,23.54,3-1/2,7,22.85,,,,,,,,,
2021-12-05,沙田,3,8,12,快樂歡騰 (B272),1:10.68,4-1/2,8,24.56,2-1/2,6,23.18,3-1/2,8,22.94,,,,,,,,,
2021-12-05,沙田,3,9,2,草上飛 (G019),1:10.83,1-1/2,4,24.08,1-1/2,4,23.50,4-1/2,9,23.25,,,,,,,,,
2021-12-05,沙田,3,10,10,獵狐者威 (E296),1:11.06,7-1/2,12,25.04,4-3/4,12,23.06,6,10,22.96,,,,,,,,,
2021-12-05,沙田,3,11,5,幸運天賜 (E474),1:11.61,4-1/2,9,24.56,4,10,23.42,9-1/4,11,23.63,,,,,,,,,
2021-12-05,沙田,3,12,9,高高 (D397),1:11.97,2,5,24.16,2,5,23.50,11-1/2,12,24.31,,,,,,,,,
2021-12-05,沙田,4,1,14,緣份 (C535),1:38.69,1-1/2,3,28.52,1-3/4,3,23.18,1,2,23.16,1-3/4,1,23.83,,,,,,
2021-12-05,沙田,4,2,3,榮冠大道 (V378),1:38.96,6-1/2,14,29.32,7-1/2,12,23.30,6,11,23.04,1-3/4,2,23.30,,,,,,
2021-12-05,沙田,4,3,7,雷霆戰駒 (D124),1:38.98,3-1/2,7,28.84,5-1/4,8,23.42,4-3/4,7,23.20,1-3/4,3,23.52,,,,,,
2021-12-05,沙田,4,4,8,幸運勝駒 (C514),1:39.04,1,1,28.28,3/4,1,23.14,1,1,23.28,2-1/4,4,24.34,,,,,,
2021-12-05,沙田,4,5,13,輝煌巨星 (C046),1:39.07,4-1/4,9,28.96,6,9,23.42,4-1/4,5,23.00,2-1/2,5,23.69,,,,,,
2021-12-05,沙田,4,6,12,愛逍遙 (D190),1:39.09,3,6,28.76,4,6,23.30,3,3,23.12,2-1/2,6,23.91,,,,,,
2021-12-05,沙田,4,7,4,驃騎飛 (C456),1:39.23,5,10,29.08,7-1/4,11,23.50,5-3/4,10,23.04,3-1/2,7,23.61,,,,,,
2021-12-05,沙田,4,8,10,靈鋒 (A245),1:39.32,5-3/4,12,29.20,8,13,23.50,6,13,22.96,4,8,23.66,,,,,,
2021-12-05,沙田,4,9,1,旅英福星 (C368),1:39.60,5-1/4,11,29.12,6,10,23.26,6,12,23.28,5-3/4,9,23.94,,,,,,
2021-12-05,沙田,4,10,5,帝豪寶駒 (C035),1:39.64,6-1/2,13,29.32,8-3/4,14,23.50,7-3/4,14,23.12,6,10,23.70,,,,,,
2021-12-05,沙田,4,11,6,電訊精英 (D355),1:40.26,2,4,28.60,3,5,23.30,3-1/2,4,23.36,9-3/4,11,25.00,,,,,,
2021-12-05,沙田,4,12,9,紅海之星 (D317),1:40.58,2-3/4,5,28.72,3/4,2,22.82,4-1/4,6,23.84,11-3/4,12,25.20,,,,,,
2021-12-05,沙田,4,13,2,睿智 (E387),1:40.95,4,8,28.92,4,7,23.14,5-1/2,8,23.52,14-1/4,13,25.37,,,,,,
2021-12-05,沙田,4,14,11,怡威 (C496),1:41.09,1,2,28.44,2,4,23.30,5-3/4,9,23.88,15,14,25.47,,,,,,
2021-12-05,沙田,5,1,12,八心之威 (D285),1:08.48,3/4,1,23.27,3-1/4,1,21.39,HD,1,23.82,,,,,,,,,
2021-12-05,沙田,5,2,6,火鑽 (G022),1:08.51,1-1/2,3,23.51,3-1/4,2,21.67,HD,2,23.33,,,,,,,,,
2021-12-05,沙田,5,3,3,淺草飛 (C477),1:08.68,3-1/4,7,23.79,6,4,21.83,1-1/4,3,23.06,,,,,,,,,
2021-12-05,沙田,5,4,8,龍寶寶 (E098),1:09.27,2,4,23.59,6,5,22.03,5,4,23.65,,,,,,,,,
2021-12-05,沙田,5,5,9,紅海福星 (D338),1:09.41,3/4,2,23.39,4,3,21.91,5-3/4,5,24.11,,,,,,,,,
2021-12-05,沙田,5,6,4,醒目勇駒 (B456),1:09.48,4-3/4,11,24.03,8-1/4,9,21.95,6-1/4,6,23.50,,,,,,,,,
