date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2021-11-24,跑馬地,1,1,1,南區寶 (D149),莫雷拉,H/XB,起步時向外斜跑，受催策上前領放。直路彎前走勢良佳。末段保持勁勢，以兩個馬位之先勝出。
2021-11-24,跑馬地,1,2,4,智醒財星 (D421),何澤堯,P-/H,出閘迅速，早段居前列，但走第三疊。自六百五十米處起走第二疊。直路彎落後四分三個馬位。直路上保持佳勢，取得亞軍，未能威脅頭馬。
2021-11-24,跑馬地,1,3,7,志勝時機 (E444),田泰安,--,出閘稍慢，居中間之後位置，走內疊。直路彎沿欄略為追近。以佳勢衝刺，取得一席季軍，未能構成威脅。
2021-11-24,跑馬地,1,4,8,前風 (E281),楊明綸,--,出閘普通，居中間稍前位置，走內欄。直路彎走內欄節省腳程。以穩勢衝刺。
2021-11-24,跑馬地,1,5,2,戰臣 (E317),薛恩,TT1,起步時受妨礙，早段居中間位置，走第三疊。直路彎走第二疊。直路初保持佳勢。最後一百五十米逐漸轉弱。
2021-11-24,跑馬地,1,6,3,佳景福星 (C454),陳嘉熙,--,出閘迅速，早段居第二位，走第二疊。六百五十米處讓對手過頭。直路彎落後兩個馬位。直路上衝刺乏力。（見競賽事件報告。）
2021-11-24,跑馬地,1,7,9,再大大 (D084),巫顯東,B,出閘笨拙，碰撞對手，居後列。直路彎落後六個馬位。以穩勢衝刺。
2021-11-24,跑馬地,1,8,5,箭意 (D106),蔡明紹,B/TT1,起步時被碰撞，居後列，走第二疊。直路彎走第三疊。直路上保持同速。
2021-11-24,跑馬地,1,9,6,快意 (G148),周俊樂,CP1,出閘普通，早段居中間位置，走第二疊。五百五十米處略受妨礙。入直路時落後五個馬位。直路初在催策下毫無反應。最後二百米轉弱。
2021-11-24,跑馬地,2,1,11,怡昌勇士 (E025),潘頓,H/XB,收慢留居中間之後位置，走內欄。三百米處以穩勢追前，勝出賽事。
2021-11-24,跑馬地,2,2,4,博愛之光 (E139),薛恩,--,起步後收慢，取得遮擋，居包尾位置。五百五十米處靠近他駒後蹄。二百五十米處以穩勢追前。
2021-11-24,跑馬地,2,3,8,焱焱元帥 (G053),莫雷拉,TT,受推策佔取包廂位置。以勁勢衝刺，跑獲季軍。
2021-11-24,跑馬地,2,4,12,旅遊達人 (E170),巴度,B,受推策上前切入第二疊，居中間之前位置。三百米處以穩勢追前。
2021-11-24,跑馬地,2,5,3,雄龍 (C191),波健士,B/TT,收慢留居中間位置，走第二疊。二百五十米處追前。
2021-11-24,跑馬地,2,6,7,逍遙駒 (E065),蔡明紹,--,收慢留居中間位置，沿途走第三至第四疊。直路上保持位置。
2021-11-24,跑馬地,2,7,5,雪戰神駒 (B371),周俊樂,B,居後列，走內欄。五百五十米處靠近他駒後蹄。走勢尚可。
2021-11-24,跑馬地,2,8,1,大地歡笑 (E353),馬雅,XB/B1/TT,受催策上前，移入內欄領放。保持佳勢。一百五十米處轉弱。
2021-11-24,跑馬地,2,9,6,勁力威龍 (C437),田泰安,V/XB,早段受推策，居後列，走第二疊。直路上毫無進展。接近二百五十米處時騎師跌掉馬鞭。賽後接受獸醫檢查，並無發現任何明顯異常之處。
2021-11-24,跑馬地,2,10,10,綠續爆發 (E104),何澤堯,XB,沿途居中間位置，走第三疊。六百米處力竭。賽後接受獸醫檢查，並無發現任何明顯異常之處。
2021-11-24,跑馬地,2,11,9,富存鉅星 (E248),巫顯東,H/TT,早段受推策，但從未能加速。以末段最為接近。
2021-11-24,跑馬地,2,12,2,鴻圖巨星 (C163),梁家俊,B-/V2,受力策上前，走第二疊。五百米處墮退。賽後接受獸醫檢查，並無發現任何明顯異常之處。
2021-11-24,跑馬地,3,1,2,信心滿滿 (D229),潘頓,H,居第二疊第二位。直路上保持勁勢，以四分三個馬位之先勝出賽事。
2021-11-24,跑馬地,3,2,5,勁叻仔 (D513),莫雷拉,B/TT,居中間位置，走第二疊。入直路時力拼，但未能追近頭馬，取得亞軍。
2021-11-24,跑馬地,3,3,6,謎語 (D491),薛恩,H-,居前列位置，走第二疊。保持佳勢，最後五十米再無餘力。
2021-11-24,跑馬地,3,4,11,白鷺盛世 (D163),賀銘年,B/XB/TT,居領放馬之後位置，走內欄。持續上前，但過了一百米處後僅能保持同速。
2021-11-24,跑馬地,3,5,3,好友無敵 (A217),巴度,B,居中間位置，走內欄。大致保持同速。
2021-11-24,跑馬地,3,6,1,爪皇烈焰 (T353),田泰安,B/TT,居後列，走內欄。入直路時移出最外疊，以穩勢上前至終點。
2021-11-24,跑馬地,3,7,9,挺秀精神 (E027),何澤堯,B/TT,受催策上前領先，走內欄。趨近一百米處時轉弱。
2021-11-24,跑馬地,3,8,4,小武士 (E267),霍宏聲,TT,居後列，走第二疊。直路上略為追前。（氣管內有血。）
2021-11-24,跑馬地,3,9,12,勝出魅力 (D192),波健士,B,居中間之後位置，走第二疊。從未有力一爭。
2021-11-24,跑馬地,3,10,10,葵涌精英 (C173),梁家俊,B,居中間之後位置，走第二疊。毫無進展。
2021-11-24,跑馬地,3,11,8,生生發發 (B467),蔡明紹,B/TT,居中間位置，走內欄。直路上失地。（右後腿不良於行。）
2021-11-24,跑馬地,3,12,7,馬上喝采 (D302),潘明輝,XB/TT,居後列，走內欄。直路上未能以勁勢衝刺。
2021-11-24,跑馬地,4,1,9,噴火龍 (B463),霍宏聲,B/TT,居中間好位，離欄競跑。跑過五百米處時追近。持續追前，七十五米處並排領先。過終點時以短距離之先取勝。
2021-11-24,跑馬地,4,2,2,忠誠駒 (E130),莫雷拉,--,上前，居第三位，早段沒有遮擋。自七百米處起推進至領先馬匹之後。趨近彎位時走勢強勁。入直路時固守內欄。七十五米處並排領先。過終點時僅敗。
2021-11-24,跑馬地,4,3,4,二雋 (D415),巴度,H/P/TT,墮居中間之後位置。五百米處靠近他駒後蹄處於窘境。四百米處落後八個馬位。直路中段向外移出。末段交出凌厲衝刺，僅以一馬頸位之差見負。（騎師被查詢騎法。）
2021-11-24,跑馬地,4,4,11,金獅大將 (E057),賀銘年,--,沿途居中間位置，走內欄。最後二百米在馬匹之間持續追前。過終點時僅以半個馬位之差落敗。
2021-11-24,跑馬地,4,5,3,好運寶寶 (D372),田泰安,B/TT,起步後受催策上前，早段走第三疊。接近千二米處時上前領放。持續以短距離領先，七十五米處被追上，末段被超越。僅以約一個馬位之差落敗。
2021-11-24,跑馬地,4,6,5,佳運來 (T380),蔡明紹,--,沿途居中間位置，走內欄。入直路時移離內疊。直路上以穩勢衝刺。居中間位置過終點，僅負兩個馬位。
2021-11-24,跑馬地,4,7,8,鵲橋飛渡 (A247),波健士,H/TT,早段領放。接近千二米處時被超越，居領先馬匹之後。自六百米處起移離內欄，推進至領先馬匹旁側。二百米處僅落後一個馬位，其後再無餘力。末段轉弱，墮退數個馬位。
2021-11-24,跑馬地,4,8,10,天空之城 (E370),何澤堯,TT,居中間之後位置，離欄競跑。接近五百五十米處時在馬匹之間無路可上之際收慢。趨近彎位時移出更外疊，落後六個半馬位。其後追前數個馬位，但未能構成威脅。
2021-11-24,跑馬地,4,9,7,真感 (E209),潘頓,B/TT,起步時受阻礙，其後在馬群之後切入，居尾三位置，離欄競跑。自五百米處起受催策。轉彎時被迫走第四疊，落後六個半馬位。其後略為追前，未能取得更佳名次。
2021-11-24,跑馬地,4,10,12,福星高照 (D407),梁家俊,V,起步時受阻礙，其後在馬群之後切入，居包尾位置。四百米處持續居後列，落後領放馬八個半馬位。直路上未能追前。
