date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2021-04-08,跑馬地,1,1,6,天衣無縫 (C261),田泰安,H-/XB1,與對手同步出閘，居中間位置，走第三疊。跑過八百米處後追近。入直路時向領放馬展開挑戰。二百米處取得領先。末段保持勁勢，以二又四分一馬位之先取勝。
2021-04-08,跑馬地,1,2,2,威力爆發 (D304),何澤堯,XB1,自第一檔出閘俐落，居中間之前位置，走內疊。自五百米處起走第二疊。衝刺良佳，跑獲亞軍，未能威脅頭馬。
2021-04-08,跑馬地,1,3,7,喜進龍 (C539),賀銘年,B/TT,起步時向外斜跑，觸碰對手，居中間之後位置，走第三疊，有遮擋。跑過八百米處後略為追近。直路彎受力策。衝刺良佳，取得季軍，未能構成威脅。
2021-04-08,跑馬地,1,4,3,金剛福星 (D017),波健士,E/TT,起步時被觸碰，居後列，走第二疊。直路彎落後約五個馬位。入直路時走大外疊。末段追前甚多，過終點時最為接近。
2021-04-08,跑馬地,1,5,1,快活一番 (D037),巴度,B,出閘普通，居第二位，走第二疊。接近六百米處時取得領先。入直路時受到對手挑戰。二百米處未能再增速並被超越。其後逐漸轉弱。
2021-04-08,跑馬地,1,6,12,盛勢 (V243),馬雅,V,躍出時與對手互相碰撞，居中間稍後位置，走第二疊。四百米處向外移出。直路上超越數匹已呈疲態的對手。
2021-04-08,跑馬地,1,7,4,開心大師 (B222),莫雷拉,V/TT,出閘普通，落後領放馬三個馬位，走內欄。跑過四百五十米處後向外移出。直路初對催策反應平平。最後一百米轉弱。
2021-04-08,跑馬地,1,8,11,飛帥 (C455),潘明輝,B/H,出閘迅速，居中間位置，走第二疊。接近一千二百五十米處時勒避。跑過六百米處後移出較外疊。四百米處開始上前。入直路時走大外疊。直路上衝刺乏力。（見競賽事件報告。）
2021-04-08,跑馬地,1,9,5,合進駒 (A327),史卓豐,--,起步時被碰撞，居中間之後位置，走內疊。直路彎前走內疊節省腳程。跑過四百米處後向外移出。直路初未能再增速。最後二百米轉弱。
2021-04-08,跑馬地,1,10,10,有苗頭 (D097),潘頓,H2,躍出時與對手互相碰撞，早段居前列，但走外疊。跑過千一米處後居中間之前位置，走第二疊。直路彎未能保持位置。直路上毫無表現。
2021-04-08,跑馬地,1,11,9,智理共想 (D060),梁家俊,B2/TT,起步時碰撞對手，居包尾位置，落後約七個馬位。直路彎落後相同距離。直路上毫無進展。
2021-04-08,跑馬地,1,12,8,笑傲成功 (C250),黃俊,B/TT,出閘俐落，受催策上前，取得領先。跑過千二米處後移入內欄。六百米處被超越。四百米處轉弱。直路初再無餘力及收慢。表現令人難以接受。
2021-04-08,跑馬地,2,1,3,西利哥 (D128),莫雷拉,V/TT,收慢留後，走第二疊。四百米處穩步上前，勝出賽事。
2021-04-08,跑馬地,2,2,1,甲烷 (C469),周俊樂,--,起步後收慢，移入內欄。三百米處穩步追前，跑獲亞席。
2021-04-08,跑馬地,2,3,6,有視力 (D251),巴度,--,受催策上前。保持走勢，跑獲季軍。
2021-04-08,跑馬地,2,4,8,勝利波幅 (D499),梁家俊,B,起步後收慢，居包尾位置，移入內欄。二百五十米處穩步上前。
2021-04-08,跑馬地,2,5,2,馬主星輝 (B427),潘頓,B/TT,早段受推策，但走外疊，收慢留後以取得遮擋。二百五十米處略為追前。
2021-04-08,跑馬地,2,6,10,勇晉大師 (B452),楊明綸,B/TT,收慢，佔取包廂位置。二百五十米處轉弱。
2021-04-08,跑馬地,2,7,9,精彩飛動 (B095),何澤堯,XB,早段受推策，居中間位置，走內欄。毫無進展。賽後接受獸醫檢查，並無發現任何明顯異常之處。
2021-04-08,跑馬地,2,8,7,神舟寶駒 (C269),潘明輝,B/TT,受力策，移入內欄領放。三百米處力竭。
2021-04-08,跑馬地,2,9,5,紅麗舍 (A005),史卓豐,B,受推策上前，走第二疊。四百米處再無餘力。賽後接受獸醫檢查，並無發現任何明顯異常之處。
2021-04-08,跑馬地,2,10,4,寶得住 (C125),賀銘年,TT,走第三疊。從未超越中間位置。
2021-04-08,跑馬地,2,11,11,連利之友 (C471),波健士,XB/TT,起步時碰撞對手，居中間位置。五百米處墮退。賽後接受獸醫檢查，並無發現任何明顯異常之處。
