date,venue,race_no,pool,combination,dividend_hkd
2021-07-04,沙田,1,獨贏,1,25.50
2021-07-04,沙田,1,位置,1,10.50
2021-07-04,沙田,1,連贏,"1,2",32.50
2021-07-04,沙田,1,位置Q,"1,2",16.00
2021-07-04,沙田,1,3揀1（組合獨贏）,A1,12.50
2021-07-04,沙田,1,二重彩,"1,2",72.00
2021-07-04,沙田,1,三重彩,"1,2,6",999.00
2021-07-04,沙田,1,單T,"1,2,6",274.00
2021-07-04,沙田,1,四連環,"1,2,3,6",86.00
2021-07-04,沙田,1,四重彩,"1,2,6,3","2,152.00"
2021-07-04,沙田,2,獨贏,12,91.00
2021-07-04,沙田,2,位置,12,31.00
2021-07-04,沙田,2,連贏,"4,12",536.50
2021-07-04,沙田,2,位置Q,"4,12",174.50
2021-07-04,沙田,2,3揀1（組合獨贏）,A1,未能勝出
2021-07-04,沙田,2,二重彩,"12,4","1,610.00"
2021-07-04,沙田,2,三重彩,"12,4,8","24,648.00"
2021-07-04,沙田,2,單T,"4,8,12","4,413.00"
2021-07-04,沙田,2,四連環,"4,8,11,12","16,995.00"
2021-07-04,沙田,2,四重彩,"12,4,8,11","344,551.00"
2021-07-04,沙田,2,第一口孖寶,1/12,340.00
2021-07-04,沙田,3,獨贏,1,29.00
2021-07-04,沙田,3,位置,1,15.00
2021-07-04,沙田,3,連贏,"1,10",61.50
2021-07-04,沙田,3,位置Q,"1,10",31.00
2021-07-04,沙田,3,3揀1（組合獨贏）,A1,17.50
2021-07-04,沙田,3,二重彩,"1,10",154.00
2021-07-04,沙田,3,三重彩,"1,10,2",563.00
2021-07-04,沙田,3,單T,"1,2,10",159.00
2021-07-04,沙田,3,四連環,"1,2,4,10",277.00
2021-07-04,沙田,3,四重彩,"1,10,2,4","3,463.00"
2021-07-04,沙田,3,第二口孖寶,12/1,327.00
2021-07-04,沙田,4,獨贏,11,28.00
2021-07-04,沙田,4,位置,11,14.00
2021-07-04,沙田,4,連贏,"10,11",135.50
2021-07-04,沙田,4,位置Q,"10,11",56.50
2021-07-04,沙田,4,3揀1（組合獨贏）,A1,21.00
2021-07-04,沙田,4,二重彩,"11,10",305.00
2021-07-04,沙田,4,三重彩,"11,10,4","1,853.00"
2021-07-04,沙田,4,單T,"4,10,11",743.00
2021-07-04,沙田,4,四連環,"2,4,10,11","1,442.00"
2021-07-04,沙田,4,四重彩,"11,10,4,2","23,083.00"
2021-07-04,沙田,4,第三口孖寶,1/11,117.00
2021-07-04,沙田,4,第一口孖T,"1,2,10/4,10,11","27,389.00"
2021-07-04,沙田,5,獨贏,7,250.50
2021-07-04,沙田,5,位置,7,58.50
2021-07-04,沙田,5,連贏,"1,7",351.00
2021-07-04,沙田,5,位置Q,"1,7",108.50
2021-07-04,沙田,5,3揀1（組合獨贏）,A1,未能勝出
2021-07-04,沙田,5,二重彩,"7,1","1,429.00"
2021-07-04,沙田,5,三重彩,"7,1,10","17,145.00"
2021-07-04,沙田,5,單T,"1,7,10","2,195.00"
2021-07-04,沙田,5,四連環,"1,6,7,10","2,367.00"
2021-07-04,沙田,5,四重彩,"7,1,10,6","80,082.00"
2021-07-04,沙田,5,第四口孖寶,11/7,740.00
2021-07-04,沙田,6,獨贏,13,139.50
2021-07-04,沙田,6,位置,13,42.50
2021-07-04,沙田,6,連贏,"8,13",191.50
2021-07-04,沙田,6,位置Q,"8,13",74.50
2021-07-04,沙田,6,3揀1（組合獨贏）,A1,未能勝出
2021-07-04,沙田,6,二重彩,"13,8",625.00
2021-07-04,沙田,6,三重彩,"13,8,6","3,567.00"
2021-07-04,沙田,6,單T,"6,8,13",522.00
2021-07-04,沙田,6,四連環,"6,8,9,13","1,308.00"
2021-07-04,沙田,6,四重彩,"13,8,6,9","38,899.00"
2021-07-04,沙田,6,第五口孖寶,7/13,"2,275.50"
2021-07-04,沙田,6,三T(安慰獎),"4,10,11/1,7,10/任何組合","337,925.00"
2021-07-04,沙田,7,獨贏,9,56.50
2021-07-04,沙田,7,位置,9,20.50
2021-07-04,沙田,7,連贏,"9,10",428.50
2021-07-04,沙田,7,位置Q,"9,10",137.00
2021-07-04,沙田,7,3揀1（組合獨贏）,A1,未能勝出
2021-07-04,沙田,7,二重彩,"9,10",607.00
2021-07-04,沙田,7,三重彩,"9,10,4","4,721.00"
2021-07-04,沙田,7,單T,"4,9,10","1,002.00"
2021-07-04,沙田,7,四連環,"3,4,9,10",616.00
2021-07-04,沙田,7,四重彩,"9,10,4,3","16,248.00"
2021-07-04,沙田,7,第六口孖寶,13/9,800.50
2021-07-04,沙田,7,第二口孖T,"6,8,13/4,9,10","46,236.00"
2021-07-04,沙田,8,獨贏,6,83.00
2021-07-04,沙田,8,位置,6,28.00
2021-07-04,沙田,8,連贏,"5,6",636.50
2021-07-04,沙田,8,位置Q,"5,6",213.00
2021-07-04,沙田,8,3揀1（組合獨贏）,A1,未能勝出
2021-07-04,沙田,8,二重彩,"6,5","1,145.00"
2021-07-04,沙田,8,三重彩,"6,5,9","12,743.00"
2021-07-04,沙田,8,單T,"5,6,9","2,237.00"
2021-07-04,沙田,8,四連環,"5,6,9,12","3,027.00"
2021-07-04,沙田,8,四重彩,"6,5,9,12","71,054.00"
2021-07-04,沙田,8,第七口孖寶,9/6,383.00
2021-07-04,沙田,9,獨贏,12,138.00
2021-07-04,沙田,9,位置,12,49.00
2021-07-04,沙田,9,連贏,"3,12","1,214.50"
2021-07-04,沙田,9,位置Q,"3,12",314.50
2021-07-04,沙田,9,3揀1（組合獨贏）,A1,未能勝出
2021-07-04,沙田,9,二重彩,"12,3","1,489.00"
2021-07-04,沙田,9,三重彩,"12,3,5","6,845.00"
2021-07-04,沙田,9,單T,"3,5,12",939.00
2021-07-04,沙田,9,四連環,"3,5,6,12","2,696.00"
2021-07-04,沙田,9,四重彩,"12,3,5,6","95,438.00"
2021-07-04,沙田,9,第八口孖寶,6/12,"1,979.00"
2021-07-04,沙田,10,獨贏,4,98.00
2021-07-04,沙田,10,位置,4,28.00
2021-07-04,沙田,10,連贏,"2,4",330.50
2021-07-04,沙田,10,位置Q,"2,4",98.50
2021-07-04,沙田,10,3揀1（組合獨贏）,A1,未能勝出
2021-07-04,沙田,10,二重彩,"4,2",553.00
2021-07-04,沙田,10,三重彩,"4,2,12","34,168.00"
2021-07-04,沙田,10,單T,"2,4,12","5,381.00"
2021-07-04,沙田,10,四連環,"2,4,6,12","5,189.00"
2021-07-04,沙田,10,四重彩,"4,2,12,6","137,723.00"
2021-07-04,沙田,10,第九口孖寶,12/4,"1,768.00"
2021-07-04,沙田,10,三寶,6/12/4,"19,299.00"
2021-07-04,沙田,10,第三口孖T,"3,5,12/2,4,12","701,573.00"
2021-07-04,沙田,10,六環彩,"1,7/8,13/9,10/5,6/3,12/2,4","103,850.00"
2021-07-04,沙田,10,騎師王 1,1 [莫雷拉],詳情
