date,venue,race_no,pool,combination,dividend_hkd
2021-03-17,跑馬地,1,獨贏,1,52.00
2021-03-17,跑馬地,1,位置,1,18.50
2021-03-17,跑馬地,1,連贏,"1,2",300.00
2021-03-17,跑馬地,1,位置Q,"1,2",106.00
2021-03-17,跑馬地,1,3揀1（組合獨贏）,A1,未能勝出
2021-03-17,跑馬地,1,二重彩,"1,2",590.00
2021-03-17,跑馬地,1,三重彩,"1,2,11","4,862.00"
2021-03-17,跑馬地,1,單T,"1,2,11","1,052.00"
2021-03-17,跑馬地,1,四連環,"1,2,10,11","1,399.00"
2021-03-17,跑馬地,1,四重彩,"1,2,11,10","24,696.00"
2021-03-17,跑馬地,2,獨贏,6,147.00
2021-03-17,跑馬地,2,位置,6,30.00
2021-03-17,跑馬地,2,連贏,"6,11",101.00
2021-03-17,跑馬地,2,位置Q,"6,11",40.00
2021-03-17,跑馬地,2,3揀1（組合獨贏）,A1,未能勝出
2021-03-17,跑馬地,2,二重彩,"6,11",459.00
2021-03-17,跑馬地,2,三重彩,"6,11,4","5,402.00"
2021-03-17,跑馬地,2,單T,"4,6,11",527.00
2021-03-17,跑馬地,2,四連環,"4,6,7,11","2,141.00"
2021-03-17,跑馬地,2,四重彩,"6,11,4,7","64,022.00"
2021-03-17,跑馬地,2,第一口孖寶,1/6,"1,692.50"
2021-03-17,跑馬地,3,獨贏,11,27.50
2021-03-17,跑馬地,3,位置,11,13.00
2021-03-17,跑馬地,3,連贏,"6,11",212.50
2021-03-17,跑馬地,3,位置Q,"6,11",65.50
2021-03-17,跑馬地,3,3揀1（組合獨贏）,A1,未能勝出
2021-03-17,跑馬地,3,二重彩,"11,6",336.00
2021-03-17,跑馬地,3,三重彩,"11,6,4","1,136.00"
2021-03-17,跑馬地,3,單T,"4,6,11",156.00
2021-03-17,跑馬地,3,四連環,"4,6,7,11",177.00
2021-03-17,跑馬地,3,四重彩,"11,6,4,7","4,607.00"
2021-03-17,跑馬地,3,第二口孖寶,6/11,939.50
2021-03-17,跑馬地,4,獨贏,4,25.50
2021-03-17,跑馬地,4,位置,4,13.00
2021-03-17,跑馬地,4,連贏,"3,4",175.50
2021-03-17,跑馬地,4,位置Q,"3,4",68.00
2021-03-17,跑馬地,4,3揀1（組合獨贏）,A1,18.00
2021-03-17,跑馬地,4,二重彩,"4,3",362.00
2021-03-17,跑馬地,4,三重彩,"4,3,7","1,640.00"
2021-03-17,跑馬地,4,單T,"3,4,7",379.00
2021-03-17,跑馬地,4,四連環,"2,3,4,7","1,962.00"
2021-03-17,跑馬地,4,四重彩,"4,3,7,2","30,141.00"
2021-03-17,跑馬地,4,第三口孖寶,11/4,102.50
2021-03-17,跑馬地,5,獨贏,2,147.00
2021-03-17,跑馬地,5,位置,2,43.00
2021-03-17,跑馬地,5,連贏,"2,6",323.50
2021-03-17,跑馬地,5,位置Q,"2,6",111.50
2021-03-17,跑馬地,5,3揀1（組合獨贏）,A1,未能勝出
2021-03-17,跑馬地,5,二重彩,"2,6",667.00
2021-03-17,跑馬地,5,三重彩,"2,6,1","6,186.00"
2021-03-17,跑馬地,5,單T,"1,2,6",815.00
2021-03-17,跑馬地,5,四連環,"1,2,5,6","1,724.00"
2021-03-17,跑馬地,5,四重彩,"2,6,1,5","53,231.00"
2021-03-17,跑馬地,5,第四口孖寶,4/2,603.00
2021-03-17,跑馬地,5,第一口孖T,"3,4,7/1,2,6","89,906.00"
