date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2021-02-24,跑馬地,1,1,5,旺旺寶駒 (C418),1:50.38,3/4,3,13.71,2,4,23.37,2-1/4,4,24.94,N,1,24.58,N,1,23.78,,,
2021-02-24,跑馬地,1,2,1,開心日子 (A333),1:50.43,2-1/2,5,13.99,5-1/2,5,23.65,3-3/4,5,24.62,1-3/4,6,24.62,N,2,23.55,,,
2021-02-24,跑馬地,1,3,10,靈鋒 (A245),1:50.55,7-1/2,12,14.79,12-1/2,11,23.97,8,11,24.18,2-1/4,7,24.02,1,3,23.59,,,
2021-02-24,跑馬地,1,4,12,時尚傳奇 (D012),1:50.67,5,8,14.39,10,9,23.97,7-1/2,10,24.50,4-1/4,11,24.42,1-3/4,4,23.39,,,
2021-02-24,跑馬地,1,5,8,上浦福滿 (A193),1:50.69,5-1/4,9,14.43,8-1/2,8,23.69,4,6,24.18,1,4,24.46,2,5,23.93,,,
2021-02-24,跑馬地,1,6,4,正義駒 (D146),1:50.80,N,1,13.59,1/2,1,23.17,1,1,24.90,N,2,24.98,2-3/4,6,24.16,,,
2021-02-24,跑馬地,1,7,6,輝煌巨星 (C046),1:50.81,1,4,13.75,1-1/2,3,23.25,1-3/4,3,24.94,1-3/4,5,24.94,2-3/4,7,23.93,,,
2021-02-24,跑馬地,1,8,2,志聰明 (C319),1:51.17,3-3/4,7,14.19,7-1/4,6,23.73,5-1/2,7,24.62,2-1/4,8,24.42,5,8,24.21,,,
2021-02-24,跑馬地,1,9,11,為善聚樂 (A249),1:51.19,6-3/4,10,14.67,13-3/4,12,24.29,8-3/4,12,24.10,3-1/2,10,24.10,5,9,24.03,,,
2021-02-24,跑馬地,1,10,3,力王 (A065),1:51.36,7,11,14.71,10-1/2,10,23.73,6-3/4,9,24.30,3,9,24.34,6-1/4,10,24.28,,,
2021-02-24,跑馬地,1,11,7,幸運勝駒 (C514),1:51.56,N,2,13.63,1/2,2,23.21,1,2,24.98,1/2,3,24.86,7-1/2,11,24.88,,,
2021-02-24,跑馬地,1,12,9,紅旗飛翔 (D224),1:52.62,3-3/4,6,14.19,8-1/4,7,23.89,5-1/2,8,24.46,7,12,25.18,14,12,24.90,,,
